dataset,model,num_layers,split,num_model_seeds,best_steps,individual_val_accs,train_acc,val_acc,test_acc,test_loss,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro,test_roc_auc
minesweeper,TAG,5,0,4,"[572, 532, 628, 619]","[0.8744, 0.8736, 0.8736, 0.878]",0.917199969291687,0.8751999735832214,0.8907999992370605,0.2544412910938263,,,,,0.94321
minesweeper,GT-sep,5,9,4,"[631, 678, 666, 675]","[0.8712, 0.8744, 0.8736, 0.8736]",0.9264000058174133,0.8772000074386597,0.8807999491691589,0.2936868965625763,,,,,0.9317500000000001
minesweeper,TAG,5,1,4,"[662, 450, 559, 439]","[0.8948, 0.8992, 0.8916, 0.8932]",0.913599967956543,0.8955999612808228,0.8959999680519104,0.23767860233783722,,,,,0.945281
minesweeper,TAG,5,2,4,"[666, 575, 685, 571]","[0.886, 0.8844, 0.8888, 0.89]",0.9249999523162842,0.88919997215271,0.8863999843597412,0.2444162219762802,,,,,0.945946
minesweeper,TAG,5,3,4,"[690, 781, 668, 574]","[0.874, 0.8792, 0.8848, 0.8804]",0.9297999739646912,0.8787999749183655,0.8907999992370605,0.2776047885417938,,,,,0.9385840000000001
minesweeper,TAG,5,4,4,"[665, 535, 627, 685]","[0.8944, 0.8892, 0.8972, 0.894]",0.9211999773979187,0.892799973487854,0.8887999653816223,0.27490076422691345,,,,,0.938955
minesweeper,TAG,5,5,4,"[551, 649, 581, 602]","[0.8824, 0.888, 0.8848, 0.8836]",0.917199969291687,0.8876000046730042,0.8944000005722046,0.26188865303993225,,,,,0.94086
minesweeper,TAG,5,6,4,"[512, 538, 490, 466]","[0.892, 0.894, 0.886, 0.8892]",0.9061999917030334,0.892799973487854,0.8707999587059021,0.2911810278892517,,,,,0.9279440000000001
minesweeper,TAG,5,7,4,"[698, 612, 615, 569]","[0.8908, 0.8964, 0.8904, 0.8908]",0.9231999516487122,0.8931999802589417,0.8876000046730042,0.24982264637947083,,,,,0.944814
minesweeper,TAG,5,8,4,"[576, 617, 699, 592]","[0.8884, 0.8884, 0.888, 0.8904]",0.9167999625205994,0.8923999667167664,0.8967999815940857,0.2456698715686798,,,,,0.9454499999999999
minesweeper,TAG,5,9,4,"[642, 666, 667, 730]","[0.8904, 0.8844, 0.8916, 0.8932]",0.9299999475479126,0.8903999924659729,0.892799973487854,0.2536948621273041,,,,,0.9460810000000001
