Loading data...

============================================================
Training TABM-tolokers GAT 1L h=512 lr=3e-05 split=3
============================================================
Step    1 | loss 0.8035 | val_acc=0.7795 val_roc_auc=0.6452 val_loss=0.5716 val_metric_name=roc_auc val_metric=0.6452
Step   50 | loss 0.5206 | val_acc=0.7822 val_roc_auc=0.6979 val_loss=0.4807 val_metric_name=roc_auc val_metric=0.6979
Step  100 | loss 0.5025 | val_acc=0.7829 val_roc_auc=0.7146 val_loss=0.4704 val_metric_name=roc_auc val_metric=0.7146
Step  150 | loss 0.4911 | val_acc=0.7819 val_roc_auc=0.7225 val_loss=0.4631 val_metric_name=roc_auc val_metric=0.7225
Step  200 | loss 0.4787 | val_acc=0.7816 val_roc_auc=0.7272 val_loss=0.4584 val_metric_name=roc_auc val_metric=0.7272
Step  250 | loss 0.4738 | val_acc=0.7826 val_roc_auc=0.7324 val_loss=0.4541 val_metric_name=roc_auc val_metric=0.7324
Step  300 | loss 0.4669 | val_acc=0.7836 val_roc_auc=0.7375 val_loss=0.4500 val_metric_name=roc_auc val_metric=0.7375
Step  350 | loss 0.4636 | val_acc=0.7836 val_roc_auc=0.7426 val_loss=0.4466 val_metric_name=roc_auc val_metric=0.7426
Step  400 | loss 0.4585 | val_acc=0.7843 val_roc_auc=0.7469 val_loss=0.4437 val_metric_name=roc_auc val_metric=0.7469
Step  450 | loss 0.4550 | val_acc=0.7880 val_roc_auc=0.7509 val_loss=0.4411 val_metric_name=roc_auc val_metric=0.7509
Step  500 | loss 0.4519 | val_acc=0.7887 val_roc_auc=0.7547 val_loss=0.4388 val_metric_name=roc_auc val_metric=0.7547
Step  550 | loss 0.4466 | val_acc=0.7914 val_roc_auc=0.7585 val_loss=0.4365 val_metric_name=roc_auc val_metric=0.7585
Step  600 | loss 0.4459 | val_acc=0.7911 val_roc_auc=0.7618 val_loss=0.4348 val_metric_name=roc_auc val_metric=0.7618
Step  650 | loss 0.4456 | val_acc=0.7911 val_roc_auc=0.7653 val_loss=0.4328 val_metric_name=roc_auc val_metric=0.7653
Step  700 | loss 0.4412 | val_acc=0.7928 val_roc_auc=0.7682 val_loss=0.4311 val_metric_name=roc_auc val_metric=0.7682
Step  750 | loss 0.4388 | val_acc=0.7928 val_roc_auc=0.7706 val_loss=0.4296 val_metric_name=roc_auc val_metric=0.7706
Step  800 | loss 0.4372 | val_acc=0.7935 val_roc_auc=0.7728 val_loss=0.4281 val_metric_name=roc_auc val_metric=0.7728
Step  850 | loss 0.4349 | val_acc=0.7931 val_roc_auc=0.7752 val_loss=0.4268 val_metric_name=roc_auc val_metric=0.7752
Step  900 | loss 0.4321 | val_acc=0.7948 val_roc_auc=0.7774 val_loss=0.4254 val_metric_name=roc_auc val_metric=0.7774
Step  950 | loss 0.4334 | val_acc=0.7945 val_roc_auc=0.7797 val_loss=0.4239 val_metric_name=roc_auc val_metric=0.7797
Step 1000 | loss 0.4290 | val_acc=0.7931 val_roc_auc=0.7822 val_loss=0.4225 val_metric_name=roc_auc val_metric=0.7822
Step 1050 | loss 0.4264 | val_acc=0.7935 val_roc_auc=0.7846 val_loss=0.4211 val_metric_name=roc_auc val_metric=0.7846
Step 1100 | loss 0.4271 | val_acc=0.7924 val_roc_auc=0.7877 val_loss=0.4193 val_metric_name=roc_auc val_metric=0.7877
Step 1150 | loss 0.4262 | val_acc=0.7965 val_roc_auc=0.7890 val_loss=0.4186 val_metric_name=roc_auc val_metric=0.7890
Step 1200 | loss 0.4241 | val_acc=0.7972 val_roc_auc=0.7911 val_loss=0.4173 val_metric_name=roc_auc val_metric=0.7911
Step 1250 | loss 0.4218 | val_acc=0.7965 val_roc_auc=0.7931 val_loss=0.4161 val_metric_name=roc_auc val_metric=0.7931
Step 1300 | loss 0.4187 | val_acc=0.7972 val_roc_auc=0.7944 val_loss=0.4154 val_metric_name=roc_auc val_metric=0.7944
Step 1350 | loss 0.4174 | val_acc=0.7948 val_roc_auc=0.7955 val_loss=0.4150 val_metric_name=roc_auc val_metric=0.7955
Step 1400 | loss 0.4166 | val_acc=0.7952 val_roc_auc=0.7972 val_loss=0.4139 val_metric_name=roc_auc val_metric=0.7972
Step 1450 | loss 0.4186 | val_acc=0.7955 val_roc_auc=0.7983 val_loss=0.4133 val_metric_name=roc_auc val_metric=0.7983
Step 1500 | loss 0.4153 | val_acc=0.7952 val_roc_auc=0.7995 val_loss=0.4126 val_metric_name=roc_auc val_metric=0.7995
Step 1550 | loss 0.4150 | val_acc=0.7952 val_roc_auc=0.8002 val_loss=0.4123 val_metric_name=roc_auc val_metric=0.8002
Step 1600 | loss 0.4124 | val_acc=0.7958 val_roc_auc=0.8011 val_loss=0.4118 val_metric_name=roc_auc val_metric=0.8011
Step 1650 | loss 0.4117 | val_acc=0.7969 val_roc_auc=0.8022 val_loss=0.4111 val_metric_name=roc_auc val_metric=0.8022
Step 1700 | loss 0.4096 | val_acc=0.7948 val_roc_auc=0.8025 val_loss=0.4111 val_metric_name=roc_auc val_metric=0.8025
Step 1750 | loss 0.4084 | val_acc=0.7941 val_roc_auc=0.8030 val_loss=0.4108 val_metric_name=roc_auc val_metric=0.8030
Step 1800 | loss 0.4087 | val_acc=0.7941 val_roc_auc=0.8033 val_loss=0.4111 val_metric_name=roc_auc val_metric=0.8033
Step 1850 | loss 0.4111 | val_acc=0.7941 val_roc_auc=0.8038 val_loss=0.4103 val_metric_name=roc_auc val_metric=0.8038
Step 1900 | loss 0.4059 | val_acc=0.7945 val_roc_auc=0.8046 val_loss=0.4102 val_metric_name=roc_auc val_metric=0.8046
Step 1950 | loss 0.4077 | val_acc=0.7958 val_roc_auc=0.8045 val_loss=0.4104 val_metric_name=roc_auc val_metric=0.8045
Step 2000 | loss 0.4052 | val_acc=0.7965 val_roc_auc=0.8053 val_loss=0.4099 val_metric_name=roc_auc val_metric=0.8053
Step 2050 | loss 0.4062 | val_acc=0.7952 val_roc_auc=0.8053 val_loss=0.4101 val_metric_name=roc_auc val_metric=0.8053
Step 2100 | loss 0.4034 | val_acc=0.7952 val_roc_auc=0.8058 val_loss=0.4095 val_metric_name=roc_auc val_metric=0.8058
Step 2150 | loss 0.4028 | val_acc=0.7938 val_roc_auc=0.8062 val_loss=0.4095 val_metric_name=roc_auc val_metric=0.8062
Step 2200 | loss 0.4032 | val_acc=0.7938 val_roc_auc=0.8064 val_loss=0.4095 val_metric_name=roc_auc val_metric=0.8064
Step 2250 | loss 0.4025 | val_acc=0.7931 val_roc_auc=0.8065 val_loss=0.4095 val_metric_name=roc_auc val_metric=0.8065
Step 2300 | loss 0.3989 | val_acc=0.7938 val_roc_auc=0.8068 val_loss=0.4094 val_metric_name=roc_auc val_metric=0.8068
Step 2350 | loss 0.3986 | val_acc=0.7941 val_roc_auc=0.8068 val_loss=0.4098 val_metric_name=roc_auc val_metric=0.8068
Step 2400 | loss 0.4013 | val_acc=0.7935 val_roc_auc=0.8074 val_loss=0.4092 val_metric_name=roc_auc val_metric=0.8074
Step 2450 | loss 0.3994 | val_acc=0.7931 val_roc_auc=0.8082 val_loss=0.4086 val_metric_name=roc_auc val_metric=0.8082
Step 2500 | loss 0.3973 | val_acc=0.7941 val_roc_auc=0.8080 val_loss=0.4089 val_metric_name=roc_auc val_metric=0.8080
Step 2550 | loss 0.3959 | val_acc=0.7928 val_roc_auc=0.8087 val_loss=0.4086 val_metric_name=roc_auc val_metric=0.8087
Step 2600 | loss 0.3955 | val_acc=0.7935 val_roc_auc=0.8092 val_loss=0.4089 val_metric_name=roc_auc val_metric=0.8092
Step 2650 | loss 0.3922 | val_acc=0.7935 val_roc_auc=0.8090 val_loss=0.4091 val_metric_name=roc_auc val_metric=0.8090
Step 2700 | loss 0.3936 | val_acc=0.7918 val_roc_auc=0.8093 val_loss=0.4090 val_metric_name=roc_auc val_metric=0.8093
Step 2750 | loss 0.3941 | val_acc=0.7911 val_roc_auc=0.8098 val_loss=0.4086 val_metric_name=roc_auc val_metric=0.8098
Step 2800 | loss 0.3928 | val_acc=0.7914 val_roc_auc=0.8101 val_loss=0.4088 val_metric_name=roc_auc val_metric=0.8101
Step 2850 | loss 0.3915 | val_acc=0.7911 val_roc_auc=0.8103 val_loss=0.4089 val_metric_name=roc_auc val_metric=0.8103
Step 2900 | loss 0.3915 | val_acc=0.7901 val_roc_auc=0.8109 val_loss=0.4087 val_metric_name=roc_auc val_metric=0.8109
Step 2950 | loss 0.3913 | val_acc=0.7897 val_roc_auc=0.8112 val_loss=0.4086 val_metric_name=roc_auc val_metric=0.8112
Step 3000 | loss 0.3887 | val_acc=0.7904 val_roc_auc=0.8117 val_loss=0.4084 val_metric_name=roc_auc val_metric=0.8117
Step 3050 | loss 0.3902 | val_acc=0.7918 val_roc_auc=0.8118 val_loss=0.4091 val_metric_name=roc_auc val_metric=0.8118
Step 3100 | loss 0.3869 | val_acc=0.7921 val_roc_auc=0.8115 val_loss=0.4098 val_metric_name=roc_auc val_metric=0.8115
Step 3150 | loss 0.3871 | val_acc=0.7928 val_roc_auc=0.8120 val_loss=0.4097 val_metric_name=roc_auc val_metric=0.8120
Step 3200 | loss 0.3872 | val_acc=0.7911 val_roc_auc=0.8126 val_loss=0.4094 val_metric_name=roc_auc val_metric=0.8126
Step 3250 | loss 0.3848 | val_acc=0.7931 val_roc_auc=0.8130 val_loss=0.4093 val_metric_name=roc_auc val_metric=0.8130
Step 3300 | loss 0.3850 | val_acc=0.7918 val_roc_auc=0.8136 val_loss=0.4089 val_metric_name=roc_auc val_metric=0.8136
Step 3350 | loss 0.3840 | val_acc=0.7928 val_roc_auc=0.8139 val_loss=0.4092 val_metric_name=roc_auc val_metric=0.8139
Step 3400 | loss 0.3827 | val_acc=0.7911 val_roc_auc=0.8145 val_loss=0.4084 val_metric_name=roc_auc val_metric=0.8145
Step 3450 | loss 0.3814 | val_acc=0.7948 val_roc_auc=0.8146 val_loss=0.4095 val_metric_name=roc_auc val_metric=0.8146
Step 3500 | loss 0.3848 | val_acc=0.7921 val_roc_auc=0.8149 val_loss=0.4087 val_metric_name=roc_auc val_metric=0.8149
Step 3550 | loss 0.3803 | val_acc=0.7941 val_roc_auc=0.8151 val_loss=0.4097 val_metric_name=roc_auc val_metric=0.8151
Step 3600 | loss 0.3822 | val_acc=0.7962 val_roc_auc=0.8154 val_loss=0.4099 val_metric_name=roc_auc val_metric=0.8154
Step 3650 | loss 0.3803 | val_acc=0.7955 val_roc_auc=0.8157 val_loss=0.4094 val_metric_name=roc_auc val_metric=0.8157
Step 3700 | loss 0.3783 | val_acc=0.7945 val_roc_auc=0.8163 val_loss=0.4096 val_metric_name=roc_auc val_metric=0.8163
Step 3750 | loss 0.3791 | val_acc=0.7945 val_roc_auc=0.8163 val_loss=0.4101 val_metric_name=roc_auc val_metric=0.8163
Step 3800 | loss 0.3804 | val_acc=0.7958 val_roc_auc=0.8166 val_loss=0.4104 val_metric_name=roc_auc val_metric=0.8166
Step 3850 | loss 0.3769 | val_acc=0.7962 val_roc_auc=0.8170 val_loss=0.4098 val_metric_name=roc_auc val_metric=0.8170
Step 3900 | loss 0.3767 | val_acc=0.7952 val_roc_auc=0.8168 val_loss=0.4106 val_metric_name=roc_auc val_metric=0.8168
Step 3950 | loss 0.3777 | val_acc=0.7945 val_roc_auc=0.8170 val_loss=0.4109 val_metric_name=roc_auc val_metric=0.8170
Step 4000 | loss 0.3748 | val_acc=0.7958 val_roc_auc=0.8176 val_loss=0.4104 val_metric_name=roc_auc val_metric=0.8176
Step 4050 | loss 0.3738 | val_acc=0.7948 val_roc_auc=0.8175 val_loss=0.4117 val_metric_name=roc_auc val_metric=0.8175
Step 4100 | loss 0.3735 | val_acc=0.7952 val_roc_auc=0.8179 val_loss=0.4111 val_metric_name=roc_auc val_metric=0.8179
Step 4150 | loss 0.3761 | val_acc=0.7958 val_roc_auc=0.8179 val_loss=0.4112 val_metric_name=roc_auc val_metric=0.8179
Step 4200 | loss 0.3693 | val_acc=0.7979 val_roc_auc=0.8182 val_loss=0.4118 val_metric_name=roc_auc val_metric=0.8182
Step 4250 | loss 0.3694 | val_acc=0.7972 val_roc_auc=0.8180 val_loss=0.4124 val_metric_name=roc_auc val_metric=0.8180
Step 4300 | loss 0.3694 | val_acc=0.7958 val_roc_auc=0.8184 val_loss=0.4132 val_metric_name=roc_auc val_metric=0.8184
Step 4350 | loss 0.3678 | val_acc=0.7976 val_roc_auc=0.8185 val_loss=0.4121 val_metric_name=roc_auc val_metric=0.8185
Step 4400 | loss 0.3706 | val_acc=0.7941 val_roc_auc=0.8176 val_loss=0.4145 val_metric_name=roc_auc val_metric=0.8176
Step 4450 | loss 0.3679 | val_acc=0.7945 val_roc_auc=0.8189 val_loss=0.4140 val_metric_name=roc_auc val_metric=0.8189
Step 4500 | loss 0.3681 | val_acc=0.7965 val_roc_auc=0.8188 val_loss=0.4140 val_metric_name=roc_auc val_metric=0.8188
Step 4550 | loss 0.3670 | val_acc=0.7955 val_roc_auc=0.8189 val_loss=0.4137 val_metric_name=roc_auc val_metric=0.8189
Step 4600 | loss 0.3636 | val_acc=0.7958 val_roc_auc=0.8192 val_loss=0.4138 val_metric_name=roc_auc val_metric=0.8192
Step 4650 | loss 0.3663 | val_acc=0.7982 val_roc_auc=0.8198 val_loss=0.4125 val_metric_name=roc_auc val_metric=0.8198
