dataset,backbone,variant,split,selected_depth,val_metric,test_metric,metric_name,source
amazon-ratings,GCN,BASE,7,2,0.503511369228363,0.4995917081832886,acc,results2/amazon_ratings/base.csv
amazon-ratings,GCN,BASE,8,2,0.5090641975402832,0.5012248754501343,acc,results2/amazon_ratings/base.csv
amazon-ratings,GCN,BASE,9,2,0.5026947259902954,0.49861177802085876,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,0,3,0.5378082394599915,0.5420545339584351,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,1,3,0.5485872626304626,0.5464641451835632,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,2,4,0.5427078008651733,0.5363383889198303,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,3,4,0.5474440455436707,0.5299689769744873,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,4,3,0.5438510775566101,0.5396047830581665,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,5,2,0.5438510775566101,0.5384615063667297,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,6,5,0.5515270233154297,0.5480973124504089,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,7,4,0.5361750721931458,0.5330719947814941,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,8,3,0.5415645837783813,0.5301322937011719,acc,results2/amazon_ratings/base.csv
amazon-ratings,SAGE,BASE,9,5,0.5392781496047974,0.5333986282348633,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,0,1,0.5214763879776001,0.5142903923988342,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,1,3,0.5213130712509155,0.527519166469574,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,2,1,0.5278457999229431,0.5177200436592102,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,3,1,0.5219663381576538,0.5106973648071289,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,4,1,0.5255593657493591,0.5164135098457336,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,5,1,0.5325820446014404,0.5167401432991028,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,6,1,0.5260493159294128,0.5218030214309692,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,7,1,0.5141270756721497,0.5084109306335449,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,8,1,0.530458927154541,0.5195165872573853,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT,BASE,9,1,0.52523273229599,0.5178833603858948,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,0,2,0.5438510775566101,0.5546301007270813,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,1,3,0.5595296621322632,0.5422178506851196,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,2,4,0.5472807288169861,0.5418912172317505,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,3,4,0.5523436069488525,0.5415645837783813,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,4,4,0.5518536567687988,0.545810878276825,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,5,5,0.5485872626304626,0.5417279005050659,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,6,5,0.5541401505470276,0.5508737564086914,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,7,2,0.5485872626304626,0.5430344343185425,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,8,5,0.5539767742156982,0.537971556186676,acc,results2/amazon_ratings/base.csv
amazon-ratings,GAT-sep,BASE,9,3,0.5490772724151611,0.5433610677719116,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,0,4,0.5340519547462463,0.5376449227333069,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,1,2,0.5489138960838318,0.5441777110099792,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,2,3,0.5477706789970398,0.5365017056465149,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,3,3,0.5436877012252808,0.5291523933410645,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,4,3,0.5492405891418457,0.5386248230934143,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,5,3,0.5404213666915894,0.5378082394599915,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,6,4,0.5513637065887451,0.5449942946434021,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,7,3,0.5387881994247437,0.5415645837783813,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,8,2,0.5464641451835632,0.5340519547462463,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT,BASE,9,5,0.5422178506851196,0.5376449227333069,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,0,2,0.5394414663314819,0.5427078008651733,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,1,4,0.5445043444633484,0.5415645837783813,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,2,4,0.5443410277366638,0.5342152714729309,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,3,5,0.5405846834182739,0.5396047830581665,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,4,3,0.5489138960838318,0.5381348729133606,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,5,4,0.5325820446014404,0.537971556186676,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,6,5,0.5505471229553223,0.5371549725532532,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,7,5,0.5325820446014404,0.5351951718330383,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,8,2,0.5453209280967712,0.5332353115081787,acc,results2/amazon_ratings/base.csv
amazon-ratings,GT-sep,BASE,9,2,0.5472807288169861,0.5355218052864075,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,0,2,0.4773803651332855,0.48750612139701843,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,1,1,0.49273231625556946,0.47885024547576904,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,2,4,0.4839131236076355,0.4822799265384674,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,3,1,0.4995917081832886,0.4848930239677429,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,4,2,0.49289563298225403,0.47558385133743286,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,5,1,0.49109911918640137,0.4791768789291382,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,6,1,0.4899559020996094,0.4822799265384674,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,7,1,0.48130002617836,0.48211660981178284,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,8,2,0.48325982689857483,0.4773803651332855,acc,results2/amazon_ratings/base.csv
amazon-ratings,ResNet,BASE,9,2,0.48962926864624023,0.4909358024597168,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,0,3,0.5226196050643921,0.5218030214309692,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,1,2,0.5312755107879639,0.5229462385177612,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,2,1,0.5284990668296814,0.5216397047042847,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,3,4,0.5267025828361511,0.5206598043441772,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,4,2,0.5400947332382202,0.52523273229599,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,5,3,0.5289890766143799,0.5232728719711304,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,6,2,0.529315710067749,0.5247427821159363,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,7,2,0.520006537437439,0.5232728719711304,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,8,2,0.531602144241333,0.5235995650291443,acc,results2/amazon_ratings/base.csv
amazon-ratings,TAG,BASE,9,2,0.527519166469574,0.5180466771125793,acc,results2/amazon_ratings/base.csv
amazon-ratings,GCN,ENS,0,2,0.5100440979003906,0.5025314092636108,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,1,2,0.5103707313537598,0.5144537091255188,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,2,3,0.5092275142669678,0.5049812197685242,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,3,2,0.5167401432991028,0.5054711699485779,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,4,2,0.5146170258522034,0.50285804271698,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,5,2,0.5185366868972778,0.5134738087654114,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,6,2,0.5141270756721497,0.5120038986206055,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,7,2,0.503511369228363,0.5004082918167114,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,8,2,0.5149436593055725,0.5082476139068604,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,ENS,9,2,0.5048179030418396,0.5031847357749939,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,0,3,0.5461375117301941,0.557406485080719,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,1,4,0.5552833676338196,0.5461375117301941,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,2,2,0.5489138960838318,0.5516903400421143,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,3,3,0.5565899014472961,0.5467907786369324,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,4,4,0.5595296621322632,0.5518536567687988,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,5,4,0.5472807288169861,0.5507104396820068,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,6,3,0.5549567341804504,0.552180290222168,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,7,4,0.5459741950035095,0.5415645837783813,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,8,3,0.549893856048584,0.5441777110099792,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,SAGE,ENS,9,4,0.5464641451835632,0.5505471229553223,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,0,1,0.5309488773345947,0.530458927154541,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,1,1,0.5317654609680176,0.535685122013092,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,2,1,0.5350318551063538,0.5345419049263,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,3,1,0.5404213666915894,0.5340519547462463,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,4,1,0.5312755107879639,0.5299689769744873,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,5,1,0.5389515161514282,0.5392781496047974,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,6,1,0.5441777110099792,0.5324187278747559,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,7,1,0.5227829217910767,0.5234362483024597,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,8,2,0.5307855606079102,0.5178833603858948,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT,ENS,9,1,0.5407480001449585,0.5244161486625671,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,0,2,0.5578964352607727,0.5613261461257935,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,1,2,0.5621427297592163,0.5629593133926392,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,2,2,0.5557733178138733,0.5595296621322632,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,3,2,0.5611628293991089,0.5482606291770935,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,4,2,0.5665523409843445,0.5567532181739807,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,5,5,0.5534868240356445,0.5578964352607727,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,6,2,0.558549702167511,0.5578964352607727,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,7,2,0.5502204895019531,0.5536501407623291,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,8,2,0.5580597519874573,0.5534868240356445,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GAT-sep,ENS,9,5,0.5583863854408264,0.5466274619102478,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,0,4,0.5482606291770935,0.5449942946434021,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,1,4,0.5634492635726929,0.5529968738555908,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,2,3,0.552180290222168,0.5512003898620605,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,3,2,0.5531601905822754,0.5490772724151611,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,4,2,0.5587130188941956,0.5538134574890137,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,5,2,0.5464641451835632,0.5528335571289062,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,6,2,0.5649191737174988,0.5598562955856323,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,7,5,0.5469540953636169,0.5490772724151611,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,8,5,0.556263267993927,0.5469540953636169,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT,ENS,9,5,0.5512003898620605,0.549893856048584,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,0,3,0.5516903400421143,0.5495672225952148,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,1,2,0.5569165349006653,0.5547934174537659,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,2,5,0.5525069236755371,0.5469540953636169,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,3,2,0.5520169734954834,0.552180290222168,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,4,3,0.5580597519874573,0.5476073622703552,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,5,5,0.5464641451835632,0.5420545339584351,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,6,5,0.558549702167511,0.5552833676338196,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,7,5,0.5451576113700867,0.5454842448234558,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,8,4,0.5503838062286377,0.5435243844985962,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GT-sep,ENS,9,2,0.5539767742156982,0.552180290222168,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,0,5,0.48423975706100464,0.5043279528617859,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,1,4,0.49926507472991943,0.4968152940273285,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,2,1,0.4909358024597168,0.49436551332473755,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,3,2,0.504654586315155,0.5043279528617859,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,4,1,0.4974685609340668,0.4883227050304413,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,5,1,0.5038380026817322,0.48962926864624023,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,6,2,0.5004082918167114,0.49485546350479126,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,7,4,0.48587292432785034,0.4914257526397705,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,8,4,0.4951820969581604,0.48636287450790405,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,ResNet,ENS,9,4,0.4984484612941742,0.5012248754501343,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,0,2,0.5317654609680176,0.5337253212928772,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,1,2,0.5420545339584351,0.5363383889198303,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,2,5,0.5337253212928772,0.5307855606079102,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,3,2,0.5412379503250122,0.5371549725532532,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,4,2,0.5487505793571472,0.5410746335983276,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,5,2,0.5389515161514282,0.5440143942832947,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,6,2,0.5430344343185425,0.5430344343185425,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,7,2,0.5291523933410645,0.532745361328125,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,8,3,0.5386248230934143,0.537971556186676,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,TAG,ENS,9,2,0.5392781496047974,0.5353584885597229,acc,results2/amazon_ratings/ensemble.csv
amazon-ratings,GCN,GNNM,0,3,0.5044912695884705,0.49109911918640137,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,1,2,0.5023680925369263,0.4946921467781067,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,2,3,0.5018781423568726,0.4982851445674896,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,3,2,0.5157602429389954,0.5013881921768188,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,4,2,0.5131471157073975,0.5033480525016785,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,5,2,0.5170667767524719,0.51216721534729,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,6,2,0.5147803425788879,0.5000816583633423,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,7,2,0.5036746859550476,0.499428391456604,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,8,1,0.5066143870353699,0.49338558316230774,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GCN,GNNM,9,2,0.5085742473602295,0.5038380026817322,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,0,2,0.5518536567687988,0.5590396523475647,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,1,2,0.5598562955856323,0.5512003898620605,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,2,4,0.5583863854408264,0.5546301007270813,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,3,3,0.5611628293991089,0.5503838062286377,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,4,2,0.567858874797821,0.5515270233154297,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,5,3,0.5543034672737122,0.5611628293991089,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,6,3,0.5688387751579285,0.5606728792190552,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,7,3,0.5523436069488525,0.5490772724151611,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,8,4,0.5598562955856323,0.5484239459037781,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,SAGE,GNNM,9,4,0.5556100010871887,0.5547934174537659,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,0,1,0.5340519547462463,0.5350318551063538,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,1,1,0.5271925330162048,0.5239261984825134,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,2,1,0.5330719947814941,0.5353584885597229,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,3,1,0.5351951718330383,0.5280091166496277,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,4,1,0.5399314165115356,0.5283357501029968,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,5,1,0.5397680997848511,0.5330719947814941,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,6,1,0.5402580499649048,0.5262126326560974,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,7,1,0.5183733701705933,0.521149754524231,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,8,1,0.535685122013092,0.5273558497428894,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT,GNNM,9,1,0.5366650223731995,0.5307855606079102,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,0,3,0.5623060464859009,0.5582230687141418,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,1,2,0.5629593133926392,0.5556100010871887,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,2,2,0.5660623908042908,0.5587130188941956,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,3,2,0.5621427297592163,0.5583863854408264,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,4,4,0.5732483863830566,0.5575698018074036,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,5,4,0.5570798516273499,0.5596929788589478,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,6,5,0.5707986354827881,0.5658990740776062,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,7,3,0.5552833676338196,0.5606728792190552,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,8,2,0.5634492635726929,0.5531601905822754,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GAT-sep,GNNM,9,4,0.559203028678894,0.5485872626304626,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,0,4,0.5582230687141418,0.5546301007270813,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,1,2,0.5642658472061157,0.5611628293991089,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,2,3,0.5598562955856323,0.5544667840003967,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,3,2,0.5583863854408264,0.5484239459037781,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,4,3,0.5611628293991089,0.5621427297592163,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,5,5,0.5582230687141418,0.5583863854408264,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,6,2,0.5670422911643982,0.5582230687141418,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,7,2,0.5508737564086914,0.5512003898620605,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,8,3,0.5605095624923706,0.5518536567687988,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT,GNNM,9,4,0.5547934174537659,0.5523436069488525,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,0,3,0.5580597519874573,0.557406485080719,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,1,2,0.5652458071708679,0.5536501407623291,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,2,4,0.5598562955856323,0.5534868240356445,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,3,5,0.5564265847206116,0.5428711175918579,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,4,3,0.5650824904441833,0.5531601905822754,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,5,3,0.559203028678894,0.5554466843605042,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,6,2,0.5714519023895264,0.5590396523475647,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,7,2,0.5515270233154297,0.5512003898620605,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,8,3,0.5606728792190552,0.5480973124504089,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,GT-sep,GNNM,9,3,0.5609995126724243,0.5575698018074036,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,0,4,0.488812655210495,0.4999183416366577,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,1,5,0.4924056828022003,0.4937122166156769,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,2,5,0.49436551332473755,0.4935488998889923,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,3,3,0.503511369228363,0.49126243591308594,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,4,4,0.503511369228363,0.499428391456604,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,5,5,0.5077576041221619,0.4951820969581604,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,6,3,0.5067777037620544,0.4956720471382141,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,7,5,0.48848602175712585,0.49534541368484497,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,8,5,0.49273231625556946,0.4834231436252594,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,ResNet,GNNM,9,3,0.49175241589546204,0.4968152940273285,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,0,2,0.5466274619102478,0.5324187278747559,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,1,1,0.544667661190033,0.5396047830581665,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,2,1,0.5436877012252808,0.5392781496047974,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,3,2,0.5469540953636169,0.5387881994247437,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,4,2,0.5490772724151611,0.5381348729133606,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,5,2,0.5400947332382202,0.5433610677719116,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,6,2,0.5454842448234558,0.5438510775566101,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,7,2,0.5343785881996155,0.5394414663314819,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,8,3,0.5436877012252808,0.5320920944213867,acc,results2/amazon_ratings/tabm.csv
amazon-ratings,TAG,GNNM,9,3,0.5373182892799377,0.535685122013092,acc,results2/amazon_ratings/tabm.csv
minesweeper,GCN,BASE,0,2,0.8825930000000001,0.897009,roc_auc,results/minesweeper/base.csv
