Loading data...

============================================================
amazon-ratings GAT 1L h=512 lr=3e-05 split=1 (ensemble x4)
============================================================

  Training model seed 0 (seed=1000)
  [mseed=1000] Step    1 | loss 1.7069 | val_acc=0.2598 val_loss=1.5485 val_f1_macro=0.1441 val_f1_weighted=0.1802 val_prec_macro=0.2149 val_rec_macro=0.2056 val_metric_name=acc val_metric=0.2598
  [mseed=1000] Step   50 | loss 1.4211 | val_acc=0.3792 val_loss=1.3995 val_f1_macro=0.1552 val_f1_weighted=0.2606 val_prec_macro=0.2477 val_rec_macro=0.2156 val_metric_name=acc val_metric=0.3792
  [mseed=1000] Step  100 | loss 1.3874 | val_acc=0.3933 val_loss=1.3716 val_f1_macro=0.1842 val_f1_weighted=0.2980 val_prec_macro=0.2280 val_rec_macro=0.2319 val_metric_name=acc val_metric=0.3933
  [mseed=1000] Step  150 | loss 1.3527 | val_acc=0.4013 val_loss=1.3577 val_f1_macro=0.2009 val_f1_weighted=0.3174 val_prec_macro=0.2630 val_rec_macro=0.2418 val_metric_name=acc val_metric=0.4013
  [mseed=1000] Step  200 | loss 1.3342 | val_acc=0.4143 val_loss=1.3502 val_f1_macro=0.2277 val_f1_weighted=0.3463 val_prec_macro=0.4950 val_rec_macro=0.2580 val_metric_name=acc val_metric=0.4143
  [mseed=1000] Step  250 | loss 1.3144 | val_acc=0.4250 val_loss=1.3494 val_f1_macro=0.2506 val_f1_weighted=0.3692 val_prec_macro=0.4140 val_rec_macro=0.2724 val_metric_name=acc val_metric=0.4250
  [mseed=1000] Step  300 | loss 1.2931 | val_acc=0.4339 val_loss=1.3481 val_f1_macro=0.2666 val_f1_weighted=0.3857 val_prec_macro=0.4100 val_rec_macro=0.2838 val_metric_name=acc val_metric=0.4339
  [mseed=1000] Step  350 | loss 1.2725 | val_acc=0.4377 val_loss=1.3499 val_f1_macro=0.2759 val_f1_weighted=0.3922 val_prec_macro=0.4128 val_rec_macro=0.2907 val_metric_name=acc val_metric=0.4377
  [mseed=1000] Step  400 | loss 1.2485 | val_acc=0.4392 val_loss=1.3518 val_f1_macro=0.2866 val_f1_weighted=0.4000 val_prec_macro=0.4262 val_rec_macro=0.2973 val_metric_name=acc val_metric=0.4392
  [mseed=1000] Step  450 | loss 1.2192 | val_acc=0.4455 val_loss=1.3497 val_f1_macro=0.2992 val_f1_weighted=0.4107 val_prec_macro=0.4222 val_rec_macro=0.3057 val_metric_name=acc val_metric=0.4455
  [mseed=1000] Step  500 | loss 1.1937 | val_acc=0.4501 val_loss=1.3502 val_f1_macro=0.3137 val_f1_weighted=0.4190 val_prec_macro=0.4205 val_rec_macro=0.3155 val_metric_name=acc val_metric=0.4501
  [mseed=1000] Step  550 | loss 1.1651 | val_acc=0.4503 val_loss=1.3560 val_f1_macro=0.3268 val_f1_weighted=0.4231 val_prec_macro=0.4342 val_rec_macro=0.3247 val_metric_name=acc val_metric=0.4503
  [mseed=1000] Step  600 | loss 1.1295 | val_acc=0.4610 val_loss=1.3588 val_f1_macro=0.3388 val_f1_weighted=0.4351 val_prec_macro=0.4349 val_rec_macro=0.3342 val_metric_name=acc val_metric=0.4610
  [mseed=1000] Step  650 | loss 1.0918 | val_acc=0.4653 val_loss=1.3643 val_f1_macro=0.3469 val_f1_weighted=0.4423 val_prec_macro=0.4324 val_rec_macro=0.3405 val_metric_name=acc val_metric=0.4653
  [mseed=1000] Step  700 | loss 1.0505 | val_acc=0.4691 val_loss=1.3797 val_f1_macro=0.3497 val_f1_weighted=0.4469 val_prec_macro=0.4340 val_rec_macro=0.3429 val_metric_name=acc val_metric=0.4691
  [mseed=1000] Step  750 | loss 1.0078 | val_acc=0.4769 val_loss=1.3954 val_f1_macro=0.3654 val_f1_weighted=0.4574 val_prec_macro=0.4479 val_rec_macro=0.3550 val_metric_name=acc val_metric=0.4769
  [mseed=1000] Step  800 | loss 0.9623 | val_acc=0.4831 val_loss=1.4225 val_f1_macro=0.3772 val_f1_weighted=0.4647 val_prec_macro=0.4578 val_rec_macro=0.3641 val_metric_name=acc val_metric=0.4831
  [mseed=1000] Step  850 | loss 0.9242 | val_acc=0.4860 val_loss=1.4467 val_f1_macro=0.3894 val_f1_weighted=0.4704 val_prec_macro=0.4704 val_rec_macro=0.3739 val_metric_name=acc val_metric=0.4860
  [mseed=1000] Step  900 | loss 0.8862 | val_acc=0.4935 val_loss=1.4747 val_f1_macro=0.4010 val_f1_weighted=0.4790 val_prec_macro=0.4774 val_rec_macro=0.3840 val_metric_name=acc val_metric=0.4935
  [mseed=1000] Step  950 | loss 0.8405 | val_acc=0.4921 val_loss=1.5071 val_f1_macro=0.4021 val_f1_weighted=0.4784 val_prec_macro=0.4808 val_rec_macro=0.3848 val_metric_name=acc val_metric=0.4921
  [mseed=1000] Step 1000 | loss 0.8121 | val_acc=0.4940 val_loss=1.5427 val_f1_macro=0.4109 val_f1_weighted=0.4824 val_prec_macro=0.4782 val_rec_macro=0.3923 val_metric_name=acc val_metric=0.4940
  [mseed=1000] Step 1050 | loss 0.7734 | val_acc=0.5007 val_loss=1.5867 val_f1_macro=0.4174 val_f1_weighted=0.4889 val_prec_macro=0.4838 val_rec_macro=0.3986 val_metric_name=acc val_metric=0.5007
  [mseed=1000] Step 1100 | loss 0.7417 | val_acc=0.5047 val_loss=1.6254 val_f1_macro=0.4205 val_f1_weighted=0.4933 val_prec_macro=0.4825 val_rec_macro=0.4020 val_metric_name=acc val_metric=0.5047
  [mseed=1000] Step 1150 | loss 0.7039 | val_acc=0.4999 val_loss=1.6765 val_f1_macro=0.4181 val_f1_weighted=0.4890 val_prec_macro=0.4751 val_rec_macro=0.4003 val_metric_name=acc val_metric=0.4999
  [mseed=1000] Step 1200 | loss 0.6794 | val_acc=0.5035 val_loss=1.7182 val_f1_macro=0.4273 val_f1_weighted=0.4934 val_prec_macro=0.4814 val_rec_macro=0.4082 val_metric_name=acc val_metric=0.5035
  [mseed=1000] Step 1250 | loss 0.6401 | val_acc=0.5082 val_loss=1.7661 val_f1_macro=0.4341 val_f1_weighted=0.4992 val_prec_macro=0.4819 val_rec_macro=0.4151 val_metric_name=acc val_metric=0.5082
  [mseed=1000] Step 1300 | loss 0.6273 | val_acc=0.5079 val_loss=1.8117 val_f1_macro=0.4402 val_f1_weighted=0.4998 val_prec_macro=0.4899 val_rec_macro=0.4198 val_metric_name=acc val_metric=0.5079
