Loading data...

============================================================
amazon-ratings GT-sep 1L h=512 lr=3e-05 split=1 (ensemble x4)
============================================================

  Training model seed 0 (seed=1000)
  [mseed=1000] Step    1 | loss 1.7724 | val_acc=0.2389 val_loss=1.5638 val_f1_macro=0.1714 val_f1_weighted=0.2259 val_prec_macro=0.1986 val_rec_macro=0.2108 val_metric_name=acc val_metric=0.2389
  [mseed=1000] Step   50 | loss 1.4129 | val_acc=0.3784 val_loss=1.3951 val_f1_macro=0.1648 val_f1_weighted=0.2722 val_prec_macro=0.2286 val_rec_macro=0.2182 val_metric_name=acc val_metric=0.3784
  [mseed=1000] Step  100 | loss 1.3785 | val_acc=0.3931 val_loss=1.3791 val_f1_macro=0.1895 val_f1_weighted=0.3043 val_prec_macro=0.2272 val_rec_macro=0.2342 val_metric_name=acc val_metric=0.3931
  [mseed=1000] Step  150 | loss 1.3523 | val_acc=0.4001 val_loss=1.3685 val_f1_macro=0.2096 val_f1_weighted=0.3281 val_prec_macro=0.2318 val_rec_macro=0.2455 val_metric_name=acc val_metric=0.4001
  [mseed=1000] Step  200 | loss 1.3278 | val_acc=0.4109 val_loss=1.3604 val_f1_macro=0.2275 val_f1_weighted=0.3496 val_prec_macro=0.4361 val_rec_macro=0.2581 val_metric_name=acc val_metric=0.4109
  [mseed=1000] Step  250 | loss 1.2909 | val_acc=0.4215 val_loss=1.3590 val_f1_macro=0.2440 val_f1_weighted=0.3669 val_prec_macro=0.3604 val_rec_macro=0.2701 val_metric_name=acc val_metric=0.4215
  [mseed=1000] Step  300 | loss 1.2580 | val_acc=0.4297 val_loss=1.3643 val_f1_macro=0.2653 val_f1_weighted=0.3849 val_prec_macro=0.3969 val_rec_macro=0.2836 val_metric_name=acc val_metric=0.4297
  [mseed=1000] Step  350 | loss 1.2113 | val_acc=0.4344 val_loss=1.3749 val_f1_macro=0.2879 val_f1_weighted=0.3965 val_prec_macro=0.4454 val_rec_macro=0.2962 val_metric_name=acc val_metric=0.4344
  [mseed=1000] Step  400 | loss 1.1694 | val_acc=0.4406 val_loss=1.3883 val_f1_macro=0.3133 val_f1_weighted=0.4116 val_prec_macro=0.4252 val_rec_macro=0.3143 val_metric_name=acc val_metric=0.4406
  [mseed=1000] Step  450 | loss 1.1175 | val_acc=0.4457 val_loss=1.4022 val_f1_macro=0.3325 val_f1_weighted=0.4228 val_prec_macro=0.4318 val_rec_macro=0.3273 val_metric_name=acc val_metric=0.4457
  [mseed=1000] Step  500 | loss 1.0507 | val_acc=0.4529 val_loss=1.4262 val_f1_macro=0.3484 val_f1_weighted=0.4313 val_prec_macro=0.4442 val_rec_macro=0.3380 val_metric_name=acc val_metric=0.4529
  [mseed=1000] Step  550 | loss 0.9867 | val_acc=0.4599 val_loss=1.4515 val_f1_macro=0.3689 val_f1_weighted=0.4427 val_prec_macro=0.4530 val_rec_macro=0.3545 val_metric_name=acc val_metric=0.4599
  [mseed=1000] Step  600 | loss 0.9120 | val_acc=0.4694 val_loss=1.4849 val_f1_macro=0.3848 val_f1_weighted=0.4556 val_prec_macro=0.4538 val_rec_macro=0.3688 val_metric_name=acc val_metric=0.4694
  [mseed=1000] Step  650 | loss 0.8454 | val_acc=0.4782 val_loss=1.5309 val_f1_macro=0.3972 val_f1_weighted=0.4666 val_prec_macro=0.4561 val_rec_macro=0.3803 val_metric_name=acc val_metric=0.4782
  [mseed=1000] Step  700 | loss 0.7654 | val_acc=0.4854 val_loss=1.5862 val_f1_macro=0.4068 val_f1_weighted=0.4748 val_prec_macro=0.4586 val_rec_macro=0.3899 val_metric_name=acc val_metric=0.4854
  [mseed=1000] Step  750 | loss 0.7002 | val_acc=0.4898 val_loss=1.6525 val_f1_macro=0.4128 val_f1_weighted=0.4802 val_prec_macro=0.4568 val_rec_macro=0.3970 val_metric_name=acc val_metric=0.4898
  [mseed=1000] Step  800 | loss 0.6280 | val_acc=0.4942 val_loss=1.7250 val_f1_macro=0.4219 val_f1_weighted=0.4859 val_prec_macro=0.4617 val_rec_macro=0.4059 val_metric_name=acc val_metric=0.4942
  [mseed=1000] Step  850 | loss 0.5642 | val_acc=0.4963 val_loss=1.7965 val_f1_macro=0.4309 val_f1_weighted=0.4903 val_prec_macro=0.4601 val_rec_macro=0.4164 val_metric_name=acc val_metric=0.4963
  [mseed=1000] Step  900 | loss 0.5097 | val_acc=0.5038 val_loss=1.8777 val_f1_macro=0.4384 val_f1_weighted=0.4983 val_prec_macro=0.4617 val_rec_macro=0.4252 val_metric_name=acc val_metric=0.5038
  [mseed=1000] Step  950 | loss 0.4556 | val_acc=0.5078 val_loss=1.9642 val_f1_macro=0.4455 val_f1_weighted=0.5024 val_prec_macro=0.4719 val_rec_macro=0.4308 val_metric_name=acc val_metric=0.5078
  [mseed=1000] Step 1000 | loss 0.4120 | val_acc=0.5110 val_loss=2.0453 val_f1_macro=0.4495 val_f1_weighted=0.5061 val_prec_macro=0.4752 val_rec_macro=0.4350 val_metric_name=acc val_metric=0.5110
  [mseed=1000] Step 1050 | loss 0.3739 | val_acc=0.5107 val_loss=2.1357 val_f1_macro=0.4502 val_f1_weighted=0.5063 val_prec_macro=0.4714 val_rec_macro=0.4371 val_metric_name=acc val_metric=0.5107
  [mseed=1000] Step 1100 | loss 0.3336 | val_acc=0.5120 val_loss=2.2181 val_f1_macro=0.4515 val_f1_weighted=0.5074 val_prec_macro=0.4761 val_rec_macro=0.4372 val_metric_name=acc val_metric=0.5120
  [mseed=1000] Step 1150 | loss 0.3050 | val_acc=0.5161 val_loss=2.2945 val_f1_macro=0.4563 val_f1_weighted=0.5116 val_prec_macro=0.4789 val_rec_macro=0.4425 val_metric_name=acc val_metric=0.5161
  [mseed=1000] Step 1200 | loss 0.2709 | val_acc=0.5135 val_loss=2.3801 val_f1_macro=0.4549 val_f1_weighted=0.5095 val_prec_macro=0.4756 val_rec_macro=0.4419 val_metric_name=acc val_metric=0.5135
