Loading data...

============================================================
Training TABM-tolokers SAGE 1L h=512 lr=3e-05 split=1
============================================================
Training for 5000 steps
Step    1 | loss 0.9062 | val_acc=0.7513 val_roc_auc=0.3389 val_loss=0.5946 val_metric_name=roc_auc val_metric=0.3389
Step   50 | loss 0.5054 | val_acc=0.7809 val_roc_auc=0.7398 val_loss=0.4577 val_metric_name=roc_auc val_metric=0.7398
Step  100 | loss 0.4878 | val_acc=0.7822 val_roc_auc=0.7549 val_loss=0.4439 val_metric_name=roc_auc val_metric=0.7549
Step  150 | loss 0.4749 | val_acc=0.7843 val_roc_auc=0.7653 val_loss=0.4371 val_metric_name=roc_auc val_metric=0.7653
Step  200 | loss 0.4684 | val_acc=0.7870 val_roc_auc=0.7735 val_loss=0.4326 val_metric_name=roc_auc val_metric=0.7735
Step  250 | loss 0.4592 | val_acc=0.7873 val_roc_auc=0.7796 val_loss=0.4291 val_metric_name=roc_auc val_metric=0.7796
Step  300 | loss 0.4527 | val_acc=0.7887 val_roc_auc=0.7836 val_loss=0.4265 val_metric_name=roc_auc val_metric=0.7836
Step  350 | loss 0.4451 | val_acc=0.7890 val_roc_auc=0.7856 val_loss=0.4248 val_metric_name=roc_auc val_metric=0.7856
Step  400 | loss 0.4436 | val_acc=0.7897 val_roc_auc=0.7870 val_loss=0.4240 val_metric_name=roc_auc val_metric=0.7870
Step  450 | loss 0.4394 | val_acc=0.7890 val_roc_auc=0.7878 val_loss=0.4236 val_metric_name=roc_auc val_metric=0.7878
Step  500 | loss 0.4403 | val_acc=0.7907 val_roc_auc=0.7885 val_loss=0.4235 val_metric_name=roc_auc val_metric=0.7885
Step  550 | loss 0.4361 | val_acc=0.7907 val_roc_auc=0.7887 val_loss=0.4234 val_metric_name=roc_auc val_metric=0.7887
Step  600 | loss 0.4336 | val_acc=0.7918 val_roc_auc=0.7887 val_loss=0.4233 val_metric_name=roc_auc val_metric=0.7887
Step  650 | loss 0.4336 | val_acc=0.7911 val_roc_auc=0.7890 val_loss=0.4231 val_metric_name=roc_auc val_metric=0.7890
Step  700 | loss 0.4312 | val_acc=0.7901 val_roc_auc=0.7895 val_loss=0.4229 val_metric_name=roc_auc val_metric=0.7895
Step  750 | loss 0.4296 | val_acc=0.7897 val_roc_auc=0.7897 val_loss=0.4227 val_metric_name=roc_auc val_metric=0.7897
Step  800 | loss 0.4298 | val_acc=0.7894 val_roc_auc=0.7904 val_loss=0.4224 val_metric_name=roc_auc val_metric=0.7904
