Loading data...

============================================================
minesweeper GAT 1L h=256 lr=3e-05 split=3 (ensemble x4)
============================================================

  Training model seed 0 (seed=3000)
Training for 5000 steps
  [mseed=3000] Step    1 | loss 0.7358 | val_acc=0.4412 val_roc_auc=0.5171 val_loss=0.6991 val_metric_name=roc_auc val_metric=0.5171
  [mseed=3000] Step   50 | loss 0.4727 | val_acc=0.8000 val_roc_auc=0.7283 val_loss=0.4684 val_metric_name=roc_auc val_metric=0.7283
  [mseed=3000] Step  100 | loss 0.4202 | val_acc=0.8048 val_roc_auc=0.7938 val_loss=0.4285 val_metric_name=roc_auc val_metric=0.7938
  [mseed=3000] Step  150 | loss 0.3862 | val_acc=0.8056 val_roc_auc=0.8143 val_loss=0.4087 val_metric_name=roc_auc val_metric=0.8143
  [mseed=3000] Step  200 | loss 0.3759 | val_acc=0.8100 val_roc_auc=0.8192 val_loss=0.4047 val_metric_name=roc_auc val_metric=0.8192
  [mseed=3000] Step  250 | loss 0.3702 | val_acc=0.8160 val_roc_auc=0.8241 val_loss=0.3946 val_metric_name=roc_auc val_metric=0.8241
  [mseed=3000] Step  300 | loss 0.3636 | val_acc=0.8192 val_roc_auc=0.8291 val_loss=0.3860 val_metric_name=roc_auc val_metric=0.8291
  [mseed=3000] Step  350 | loss 0.3525 | val_acc=0.8212 val_roc_auc=0.8343 val_loss=0.3769 val_metric_name=roc_auc val_metric=0.8343
  [mseed=3000] Step  400 | loss 0.3492 | val_acc=0.8220 val_roc_auc=0.8393 val_loss=0.3709 val_metric_name=roc_auc val_metric=0.8393
  [mseed=3000] Step  450 | loss 0.3436 | val_acc=0.8228 val_roc_auc=0.8438 val_loss=0.3659 val_metric_name=roc_auc val_metric=0.8438
  [mseed=3000] Step  500 | loss 0.3418 | val_acc=0.8220 val_roc_auc=0.8466 val_loss=0.3634 val_metric_name=roc_auc val_metric=0.8466
  [mseed=3000] Step  550 | loss 0.3394 | val_acc=0.8216 val_roc_auc=0.8494 val_loss=0.3606 val_metric_name=roc_auc val_metric=0.8494
  [mseed=3000] Step  600 | loss 0.3348 | val_acc=0.8204 val_roc_auc=0.8511 val_loss=0.3585 val_metric_name=roc_auc val_metric=0.8511
  [mseed=3000] Step  650 | loss 0.3345 | val_acc=0.8212 val_roc_auc=0.8529 val_loss=0.3566 val_metric_name=roc_auc val_metric=0.8529
  [mseed=3000] Step  700 | loss 0.3303 | val_acc=0.8220 val_roc_auc=0.8539 val_loss=0.3556 val_metric_name=roc_auc val_metric=0.8539
  [mseed=3000] Step  750 | loss 0.3317 | val_acc=0.8232 val_roc_auc=0.8553 val_loss=0.3549 val_metric_name=roc_auc val_metric=0.8553
  [mseed=3000] Step  800 | loss 0.3285 | val_acc=0.8256 val_roc_auc=0.8566 val_loss=0.3531 val_metric_name=roc_auc val_metric=0.8566
  [mseed=3000] Step  850 | loss 0.3280 | val_acc=0.8248 val_roc_auc=0.8578 val_loss=0.3523 val_metric_name=roc_auc val_metric=0.8578
  [mseed=3000] Step  900 | loss 0.3254 | val_acc=0.8232 val_roc_auc=0.8588 val_loss=0.3513 val_metric_name=roc_auc val_metric=0.8588
  [mseed=3000] Step  950 | loss 0.3208 | val_acc=0.8252 val_roc_auc=0.8600 val_loss=0.3507 val_metric_name=roc_auc val_metric=0.8600
  [mseed=3000] Step 1000 | loss 0.3232 | val_acc=0.8248 val_roc_auc=0.8602 val_loss=0.3504 val_metric_name=roc_auc val_metric=0.8602
  [mseed=3000] Step 1050 | loss 0.3219 | val_acc=0.8240 val_roc_auc=0.8609 val_loss=0.3505 val_metric_name=roc_auc val_metric=0.8609
  [mseed=3000] Step 1100 | loss 0.3204 | val_acc=0.8256 val_roc_auc=0.8614 val_loss=0.3496 val_metric_name=roc_auc val_metric=0.8614
  [mseed=3000] Step 1150 | loss 0.3213 | val_acc=0.8256 val_roc_auc=0.8617 val_loss=0.3499 val_metric_name=roc_auc val_metric=0.8617
  [mseed=3000] Step 1200 | loss 0.3203 | val_acc=0.8264 val_roc_auc=0.8616 val_loss=0.3507 val_metric_name=roc_auc val_metric=0.8616
  [mseed=3000] Step 1250 | loss 0.3198 | val_acc=0.8264 val_roc_auc=0.8620 val_loss=0.3501 val_metric_name=roc_auc val_metric=0.8620
  [mseed=3000] Step 1300 | loss 0.3221 | val_acc=0.8276 val_roc_auc=0.8623 val_loss=0.3496 val_metric_name=roc_auc val_metric=0.8623
  [mseed=3000] Step 1350 | loss 0.3182 | val_acc=0.8236 val_roc_auc=0.8622 val_loss=0.3510 val_metric_name=roc_auc val_metric=0.8622
  [mseed=3000] Step 1400 | loss 0.3162 | val_acc=0.8220 val_roc_auc=0.8627 val_loss=0.3504 val_metric_name=roc_auc val_metric=0.8627
  [mseed=3000] Step 1450 | loss 0.3156 | val_acc=0.8216 val_roc_auc=0.8612 val_loss=0.3513 val_metric_name=roc_auc val_metric=0.8612
  [mseed=3000] Step 1500 | loss 0.3179 | val_acc=0.8248 val_roc_auc=0.8616 val_loss=0.3519 val_metric_name=roc_auc val_metric=0.8616
  [mseed=3000] Step 1550 | loss 0.3161 | val_acc=0.8224 val_roc_auc=0.8618 val_loss=0.3513 val_metric_name=roc_auc val_metric=0.8618
  [mseed=3000] Step 1600 | loss 0.3123 | val_acc=0.8216 val_roc_auc=0.8618 val_loss=0.3512 val_metric_name=roc_auc val_metric=0.8618
  [mseed=3000] Step 1650 | loss 0.3104 | val_acc=0.8228 val_roc_auc=0.8622 val_loss=0.3513 val_metric_name=roc_auc val_metric=0.8622
  [mseed=3000] Early stopping at step 1693
  [mseed=3000] Best val_roc_auc=0.8629 (val_acc=0.8236) @ step 1310

  Training model seed 1 (seed=3001)
Training for 5000 steps
