Loading data...

============================================================
minesweeper GT-sep 1L h=256 lr=3e-05 split=1 (ensemble x4)
============================================================

  Training model seed 0 (seed=1000)
Training for 5000 steps
  [mseed=1000] Step    1 | loss 0.7201 | val_acc=0.7152 val_roc_auc=0.5832 val_loss=0.6376 val_metric_name=roc_auc val_metric=0.5832
  [mseed=1000] Step   50 | loss 0.4878 | val_acc=0.8000 val_roc_auc=0.7936 val_loss=0.4848 val_metric_name=roc_auc val_metric=0.7936
  [mseed=1000] Step  100 | loss 0.4352 | val_acc=0.8000 val_roc_auc=0.8308 val_loss=0.4115 val_metric_name=roc_auc val_metric=0.8308
  [mseed=1000] Step  150 | loss 0.3749 | val_acc=0.8168 val_roc_auc=0.8535 val_loss=0.3626 val_metric_name=roc_auc val_metric=0.8535
  [mseed=1000] Step  200 | loss 0.3455 | val_acc=0.8268 val_roc_auc=0.8664 val_loss=0.3476 val_metric_name=roc_auc val_metric=0.8664
  [mseed=1000] Step  250 | loss 0.3413 | val_acc=0.8300 val_roc_auc=0.8709 val_loss=0.3432 val_metric_name=roc_auc val_metric=0.8709
  [mseed=1000] Step  300 | loss 0.3373 | val_acc=0.8316 val_roc_auc=0.8728 val_loss=0.3398 val_metric_name=roc_auc val_metric=0.8728
  [mseed=1000] Step  350 | loss 0.3342 | val_acc=0.8340 val_roc_auc=0.8740 val_loss=0.3366 val_metric_name=roc_auc val_metric=0.8740
  [mseed=1000] Step  400 | loss 0.3356 | val_acc=0.8324 val_roc_auc=0.8745 val_loss=0.3358 val_metric_name=roc_auc val_metric=0.8745
  [mseed=1000] Step  450 | loss 0.3310 | val_acc=0.8320 val_roc_auc=0.8752 val_loss=0.3344 val_metric_name=roc_auc val_metric=0.8752
  [mseed=1000] Step  500 | loss 0.3297 | val_acc=0.8324 val_roc_auc=0.8757 val_loss=0.3333 val_metric_name=roc_auc val_metric=0.8757
  [mseed=1000] Step  550 | loss 0.3334 | val_acc=0.8320 val_roc_auc=0.8752 val_loss=0.3336 val_metric_name=roc_auc val_metric=0.8752
  [mseed=1000] Step  600 | loss 0.3276 | val_acc=0.8312 val_roc_auc=0.8761 val_loss=0.3320 val_metric_name=roc_auc val_metric=0.8761
  [mseed=1000] Step  650 | loss 0.3280 | val_acc=0.8312 val_roc_auc=0.8760 val_loss=0.3319 val_metric_name=roc_auc val_metric=0.8760
  [mseed=1000] Step  700 | loss 0.3288 | val_acc=0.8308 val_roc_auc=0.8765 val_loss=0.3309 val_metric_name=roc_auc val_metric=0.8765
  [mseed=1000] Step  750 | loss 0.3278 | val_acc=0.8324 val_roc_auc=0.8771 val_loss=0.3302 val_metric_name=roc_auc val_metric=0.8771
  [mseed=1000] Step  800 | loss 0.3290 | val_acc=0.8324 val_roc_auc=0.8771 val_loss=0.3304 val_metric_name=roc_auc val_metric=0.8771
  [mseed=1000] Step  850 | loss 0.3287 | val_acc=0.8304 val_roc_auc=0.8773 val_loss=0.3301 val_metric_name=roc_auc val_metric=0.8773
  [mseed=1000] Step  900 | loss 0.3253 | val_acc=0.8312 val_roc_auc=0.8775 val_loss=0.3294 val_metric_name=roc_auc val_metric=0.8775
  [mseed=1000] Step  950 | loss 0.3263 | val_acc=0.8316 val_roc_auc=0.8783 val_loss=0.3289 val_metric_name=roc_auc val_metric=0.8783
  [mseed=1000] Step 1000 | loss 0.3262 | val_acc=0.8324 val_roc_auc=0.8791 val_loss=0.3280 val_metric_name=roc_auc val_metric=0.8791
  [mseed=1000] Step 1050 | loss 0.3242 | val_acc=0.8332 val_roc_auc=0.8790 val_loss=0.3279 val_metric_name=roc_auc val_metric=0.8790
  [mseed=1000] Step 1100 | loss 0.3224 | val_acc=0.8332 val_roc_auc=0.8792 val_loss=0.3281 val_metric_name=roc_auc val_metric=0.8792
  [mseed=1000] Step 1150 | loss 0.3197 | val_acc=0.8324 val_roc_auc=0.8791 val_loss=0.3271 val_metric_name=roc_auc val_metric=0.8791
  [mseed=1000] Step 1200 | loss 0.3248 | val_acc=0.8312 val_roc_auc=0.8792 val_loss=0.3273 val_metric_name=roc_auc val_metric=0.8792
  [mseed=1000] Step 1250 | loss 0.3239 | val_acc=0.8328 val_roc_auc=0.8791 val_loss=0.3272 val_metric_name=roc_auc val_metric=0.8791
  [mseed=1000] Step 1300 | loss 0.3241 | val_acc=0.8308 val_roc_auc=0.8797 val_loss=0.3267 val_metric_name=roc_auc val_metric=0.8797
  [mseed=1000] Step 1350 | loss 0.3229 | val_acc=0.8308 val_roc_auc=0.8797 val_loss=0.3266 val_metric_name=roc_auc val_metric=0.8797
  [mseed=1000] Step 1400 | loss 0.3207 | val_acc=0.8304 val_roc_auc=0.8797 val_loss=0.3264 val_metric_name=roc_auc val_metric=0.8797
  [mseed=1000] Step 1450 | loss 0.3188 | val_acc=0.8304 val_roc_auc=0.8795 val_loss=0.3271 val_metric_name=roc_auc val_metric=0.8795
  [mseed=1000] Step 1500 | loss 0.3195 | val_acc=0.8312 val_roc_auc=0.8796 val_loss=0.3264 val_metric_name=roc_auc val_metric=0.8796
