Loading data...

============================================================
minesweeper SAGE 1L h=256 lr=3e-05 split=1 (ensemble x4)
============================================================

  Training model seed 0 (seed=1000)
Training for 5000 steps
  [mseed=1000] Step    1 | loss 0.5920 | val_acc=0.8000 val_roc_auc=0.5295 val_loss=0.5315 val_metric_name=roc_auc val_metric=0.5295
  [mseed=1000] Step   50 | loss 0.4935 | val_acc=0.8000 val_roc_auc=0.7706 val_loss=0.4950 val_metric_name=roc_auc val_metric=0.7706
  [mseed=1000] Step  100 | loss 0.4581 | val_acc=0.8000 val_roc_auc=0.8132 val_loss=0.4457 val_metric_name=roc_auc val_metric=0.8132
  [mseed=1000] Step  150 | loss 0.4076 | val_acc=0.8228 val_roc_auc=0.8324 val_loss=0.3900 val_metric_name=roc_auc val_metric=0.8324
  [mseed=1000] Step  200 | loss 0.3818 | val_acc=0.8332 val_roc_auc=0.8563 val_loss=0.3627 val_metric_name=roc_auc val_metric=0.8563
  [mseed=1000] Step  250 | loss 0.3619 | val_acc=0.8384 val_roc_auc=0.8693 val_loss=0.3467 val_metric_name=roc_auc val_metric=0.8693
  [mseed=1000] Step  300 | loss 0.3483 | val_acc=0.8384 val_roc_auc=0.8733 val_loss=0.3390 val_metric_name=roc_auc val_metric=0.8733
  [mseed=1000] Step  350 | loss 0.3523 | val_acc=0.8388 val_roc_auc=0.8757 val_loss=0.3342 val_metric_name=roc_auc val_metric=0.8757
  [mseed=1000] Step  400 | loss 0.3452 | val_acc=0.8384 val_roc_auc=0.8766 val_loss=0.3319 val_metric_name=roc_auc val_metric=0.8766
  [mseed=1000] Step  450 | loss 0.3443 | val_acc=0.8396 val_roc_auc=0.8771 val_loss=0.3310 val_metric_name=roc_auc val_metric=0.8771
  [mseed=1000] Step  500 | loss 0.3406 | val_acc=0.8388 val_roc_auc=0.8779 val_loss=0.3293 val_metric_name=roc_auc val_metric=0.8779
  [mseed=1000] Step  550 | loss 0.3397 | val_acc=0.8392 val_roc_auc=0.8787 val_loss=0.3280 val_metric_name=roc_auc val_metric=0.8787
  [mseed=1000] Step  600 | loss 0.3382 | val_acc=0.8392 val_roc_auc=0.8789 val_loss=0.3275 val_metric_name=roc_auc val_metric=0.8789
  [mseed=1000] Step  650 | loss 0.3360 | val_acc=0.8368 val_roc_auc=0.8792 val_loss=0.3268 val_metric_name=roc_auc val_metric=0.8792
  [mseed=1000] Step  700 | loss 0.3369 | val_acc=0.8388 val_roc_auc=0.8800 val_loss=0.3258 val_metric_name=roc_auc val_metric=0.8800
  [mseed=1000] Step  750 | loss 0.3346 | val_acc=0.8388 val_roc_auc=0.8805 val_loss=0.3252 val_metric_name=roc_auc val_metric=0.8805
  [mseed=1000] Step  800 | loss 0.3340 | val_acc=0.8376 val_roc_auc=0.8810 val_loss=0.3245 val_metric_name=roc_auc val_metric=0.8810
  [mseed=1000] Step  850 | loss 0.3323 | val_acc=0.8388 val_roc_auc=0.8812 val_loss=0.3240 val_metric_name=roc_auc val_metric=0.8812
  [mseed=1000] Step  900 | loss 0.3310 | val_acc=0.8384 val_roc_auc=0.8819 val_loss=0.3230 val_metric_name=roc_auc val_metric=0.8819
  [mseed=1000] Step  950 | loss 0.3313 | val_acc=0.8388 val_roc_auc=0.8822 val_loss=0.3227 val_metric_name=roc_auc val_metric=0.8822
  [mseed=1000] Step 1000 | loss 0.3286 | val_acc=0.8392 val_roc_auc=0.8822 val_loss=0.3224 val_metric_name=roc_auc val_metric=0.8822
  [mseed=1000] Step 1050 | loss 0.3278 | val_acc=0.8388 val_roc_auc=0.8826 val_loss=0.3221 val_metric_name=roc_auc val_metric=0.8826
  [mseed=1000] Step 1100 | loss 0.3305 | val_acc=0.8392 val_roc_auc=0.8826 val_loss=0.3224 val_metric_name=roc_auc val_metric=0.8826
  [mseed=1000] Step 1150 | loss 0.3299 | val_acc=0.8408 val_roc_auc=0.8831 val_loss=0.3217 val_metric_name=roc_auc val_metric=0.8831
  [mseed=1000] Step 1200 | loss 0.3288 | val_acc=0.8396 val_roc_auc=0.8831 val_loss=0.3212 val_metric_name=roc_auc val_metric=0.8831
  [mseed=1000] Step 1250 | loss 0.3271 | val_acc=0.8400 val_roc_auc=0.8832 val_loss=0.3210 val_metric_name=roc_auc val_metric=0.8832
  [mseed=1000] Step 1300 | loss 0.3274 | val_acc=0.8408 val_roc_auc=0.8832 val_loss=0.3207 val_metric_name=roc_auc val_metric=0.8832
  [mseed=1000] Step 1350 | loss 0.3272 | val_acc=0.8372 val_roc_auc=0.8831 val_loss=0.3208 val_metric_name=roc_auc val_metric=0.8831
  [mseed=1000] Step 1400 | loss 0.3270 | val_acc=0.8396 val_roc_auc=0.8834 val_loss=0.3206 val_metric_name=roc_auc val_metric=0.8834
  [mseed=1000] Step 1450 | loss 0.3297 | val_acc=0.8408 val_roc_auc=0.8837 val_loss=0.3198 val_metric_name=roc_auc val_metric=0.8837
  [mseed=1000] Step 1500 | loss 0.3256 | val_acc=0.8392 val_roc_auc=0.8836 val_loss=0.3202 val_metric_name=roc_auc val_metric=0.8836
  [mseed=1000] Step 1550 | loss 0.3224 | val_acc=0.8384 val_roc_auc=0.8837 val_loss=0.3200 val_metric_name=roc_auc val_metric=0.8837
  [mseed=1000] Step 1600 | loss 0.3228 | val_acc=0.8384 val_roc_auc=0.8835 val_loss=0.3201 val_metric_name=roc_auc val_metric=0.8835
  [mseed=1000] Step 1650 | loss 0.3221 | val_acc=0.8376 val_roc_auc=0.8836 val_loss=0.3198 val_metric_name=roc_auc val_metric=0.8836
  [mseed=1000] Step 1700 | loss 0.3231 | val_acc=0.8396 val_roc_auc=0.8839 val_loss=0.3193 val_metric_name=roc_auc val_metric=0.8839
  [mseed=1000] Step 1750 | loss 0.3217 | val_acc=0.8380 val_roc_auc=0.8836 val_loss=0.3194 val_metric_name=roc_auc val_metric=0.8836
  [mseed=1000] Step 1800 | loss 0.3262 | val_acc=0.8384 val_roc_auc=0.8838 val_loss=0.3194 val_metric_name=roc_auc val_metric=0.8838
  [mseed=1000] Step 1850 | loss 0.3225 | val_acc=0.8384 val_roc_auc=0.8841 val_loss=0.3192 val_metric_name=roc_auc val_metric=0.8841
  [mseed=1000] Step 1900 | loss 0.3206 | val_acc=0.8404 val_roc_auc=0.8839 val_loss=0.3192 val_metric_name=roc_auc val_metric=0.8839
  [mseed=1000] Step 1950 | loss 0.3235 | val_acc=0.8380 val_roc_auc=0.8839 val_loss=0.3194 val_metric_name=roc_auc val_metric=0.8839
  [mseed=1000] Step 2000 | loss 0.3239 | val_acc=0.8376 val_roc_auc=0.8837 val_loss=0.3192 val_metric_name=roc_auc val_metric=0.8837
  [mseed=1000] Step 2050 | loss 0.3229 | val_acc=0.8400 val_roc_auc=0.8839 val_loss=0.3189 val_metric_name=roc_auc val_metric=0.8839
  [mseed=1000] Step 2100 | loss 0.3218 | val_acc=0.8376 val_roc_auc=0.8837 val_loss=0.3200 val_metric_name=roc_auc val_metric=0.8837
  [mseed=1000] Step 2150 | loss 0.3185 | val_acc=0.8380 val_roc_auc=0.8839 val_loss=0.3191 val_metric_name=roc_auc val_metric=0.8839
  [mseed=1000] Step 2200 | loss 0.3189 | val_acc=0.8388 val_roc_auc=0.8841 val_loss=0.3189 val_metric_name=roc_auc val_metric=0.8841
  [mseed=1000] Step 2250 | loss 0.3230 | val_acc=0.8380 val_roc_auc=0.8838 val_loss=0.3189 val_metric_name=roc_auc val_metric=0.8838
