Loading data...

============================================================
minesweeper GT 1L h=256 lr=3e-05 split=8 (ensemble x4)
============================================================

  Training model seed 0 (seed=8000)
Training for 5000 steps
  [mseed=8000] Step    1 | loss 0.6509 | val_acc=0.7640 val_roc_auc=0.6423 val_loss=0.5818 val_metric_name=roc_auc val_metric=0.6423
  [mseed=8000] Step   50 | loss 0.4670 | val_acc=0.8000 val_roc_auc=0.8026 val_loss=0.4553 val_metric_name=roc_auc val_metric=0.8026
  [mseed=8000] Step  100 | loss 0.3848 | val_acc=0.8128 val_roc_auc=0.8535 val_loss=0.3546 val_metric_name=roc_auc val_metric=0.8535
  [mseed=8000] Step  150 | loss 0.3590 | val_acc=0.8248 val_roc_auc=0.8694 val_loss=0.3354 val_metric_name=roc_auc val_metric=0.8694
  [mseed=8000] Step  200 | loss 0.3455 | val_acc=0.8364 val_roc_auc=0.8740 val_loss=0.3328 val_metric_name=roc_auc val_metric=0.8740
  [mseed=8000] Step  250 | loss 0.3363 | val_acc=0.8412 val_roc_auc=0.8758 val_loss=0.3326 val_metric_name=roc_auc val_metric=0.8758
  [mseed=8000] Step  300 | loss 0.3384 | val_acc=0.8432 val_roc_auc=0.8756 val_loss=0.3351 val_metric_name=roc_auc val_metric=0.8756
  [mseed=8000] Step  350 | loss 0.3326 | val_acc=0.8428 val_roc_auc=0.8758 val_loss=0.3345 val_metric_name=roc_auc val_metric=0.8758
  [mseed=8000] Step  400 | loss 0.3304 | val_acc=0.8436 val_roc_auc=0.8760 val_loss=0.3354 val_metric_name=roc_auc val_metric=0.8760
  [mseed=8000] Step  450 | loss 0.3277 | val_acc=0.8444 val_roc_auc=0.8766 val_loss=0.3335 val_metric_name=roc_auc val_metric=0.8766
  [mseed=8000] Step  500 | loss 0.3327 | val_acc=0.8432 val_roc_auc=0.8768 val_loss=0.3327 val_metric_name=roc_auc val_metric=0.8768
  [mseed=8000] Step  550 | loss 0.3273 | val_acc=0.8432 val_roc_auc=0.8765 val_loss=0.3339 val_metric_name=roc_auc val_metric=0.8765
  [mseed=8000] Step  600 | loss 0.3261 | val_acc=0.8436 val_roc_auc=0.8774 val_loss=0.3317 val_metric_name=roc_auc val_metric=0.8774
  [mseed=8000] Step  650 | loss 0.3256 | val_acc=0.8420 val_roc_auc=0.8777 val_loss=0.3307 val_metric_name=roc_auc val_metric=0.8777
  [mseed=8000] Step  700 | loss 0.3268 | val_acc=0.8424 val_roc_auc=0.8779 val_loss=0.3307 val_metric_name=roc_auc val_metric=0.8779
  [mseed=8000] Step  750 | loss 0.3249 | val_acc=0.8424 val_roc_auc=0.8787 val_loss=0.3289 val_metric_name=roc_auc val_metric=0.8787
  [mseed=8000] Step  800 | loss 0.3261 | val_acc=0.8404 val_roc_auc=0.8785 val_loss=0.3299 val_metric_name=roc_auc val_metric=0.8785
  [mseed=8000] Step  850 | loss 0.3227 | val_acc=0.8404 val_roc_auc=0.8785 val_loss=0.3294 val_metric_name=roc_auc val_metric=0.8785
  [mseed=8000] Step  900 | loss 0.3261 | val_acc=0.8424 val_roc_auc=0.8786 val_loss=0.3296 val_metric_name=roc_auc val_metric=0.8786
  [mseed=8000] Step  950 | loss 0.3256 | val_acc=0.8400 val_roc_auc=0.8788 val_loss=0.3300 val_metric_name=roc_auc val_metric=0.8788
  [mseed=8000] Step 1000 | loss 0.3245 | val_acc=0.8400 val_roc_auc=0.8780 val_loss=0.3311 val_metric_name=roc_auc val_metric=0.8780
  [mseed=8000] Step 1050 | loss 0.3239 | val_acc=0.8416 val_roc_auc=0.8788 val_loss=0.3294 val_metric_name=roc_auc val_metric=0.8788
  [mseed=8000] Step 1100 | loss 0.3240 | val_acc=0.8400 val_roc_auc=0.8780 val_loss=0.3316 val_metric_name=roc_auc val_metric=0.8780
  [mseed=8000] Step 1150 | loss 0.3259 | val_acc=0.8404 val_roc_auc=0.8784 val_loss=0.3310 val_metric_name=roc_auc val_metric=0.8784
  [mseed=8000] Step 1200 | loss 0.3223 | val_acc=0.8420 val_roc_auc=0.8795 val_loss=0.3292 val_metric_name=roc_auc val_metric=0.8795
  [mseed=8000] Step 1250 | loss 0.3234 | val_acc=0.8420 val_roc_auc=0.8796 val_loss=0.3293 val_metric_name=roc_auc val_metric=0.8796
  [mseed=8000] Step 1300 | loss 0.3252 | val_acc=0.8424 val_roc_auc=0.8807 val_loss=0.3272 val_metric_name=roc_auc val_metric=0.8807
  [mseed=8000] Step 1350 | loss 0.3213 | val_acc=0.8412 val_roc_auc=0.8800 val_loss=0.3289 val_metric_name=roc_auc val_metric=0.8800
  [mseed=8000] Step 1400 | loss 0.3213 | val_acc=0.8416 val_roc_auc=0.8795 val_loss=0.3298 val_metric_name=roc_auc val_metric=0.8795
  [mseed=8000] Step 1450 | loss 0.3230 | val_acc=0.8424 val_roc_auc=0.8806 val_loss=0.3290 val_metric_name=roc_auc val_metric=0.8806
  [mseed=8000] Step 1500 | loss 0.3209 | val_acc=0.8424 val_roc_auc=0.8815 val_loss=0.3276 val_metric_name=roc_auc val_metric=0.8815
  [mseed=8000] Step 1550 | loss 0.3216 | val_acc=0.8420 val_roc_auc=0.8812 val_loss=0.3286 val_metric_name=roc_auc val_metric=0.8812
  [mseed=8000] Step 1600 | loss 0.3187 | val_acc=0.8412 val_roc_auc=0.8809 val_loss=0.3294 val_metric_name=roc_auc val_metric=0.8809
  [mseed=8000] Step 1650 | loss 0.3229 | val_acc=0.8420 val_roc_auc=0.8811 val_loss=0.3296 val_metric_name=roc_auc val_metric=0.8811
  [mseed=8000] Step 1700 | loss 0.3196 | val_acc=0.8420 val_roc_auc=0.8813 val_loss=0.3287 val_metric_name=roc_auc val_metric=0.8813
