Loading data...

============================================================
Training amazon-ratings GAT-sep 4L h=256 lr=3e-05 split=0
============================================================
Training for 5000 steps
Step    1 | loss 1.6996 | val_acc=0.2798 val_loss=1.5410 val_f1_macro=0.1849 val_f1_weighted=0.2630 val_prec_macro=0.1798 val_rec_macro=0.1997 val_metric_name=acc val_metric=0.2798
Step   50 | loss 1.4172 | val_acc=0.3882 val_loss=1.3961 val_f1_macro=0.1653 val_f1_weighted=0.2750 val_prec_macro=0.1603 val_rec_macro=0.2232 val_metric_name=acc val_metric=0.3882
Step  100 | loss 1.3804 | val_acc=0.4093 val_loss=1.3708 val_f1_macro=0.1978 val_f1_weighted=0.3165 val_prec_macro=0.2663 val_rec_macro=0.2505 val_metric_name=acc val_metric=0.4093
Step  150 | loss 1.3499 | val_acc=0.4199 val_loss=1.3569 val_f1_macro=0.2217 val_f1_weighted=0.3439 val_prec_macro=0.3460 val_rec_macro=0.2650 val_metric_name=acc val_metric=0.4199
Step  200 | loss 1.3232 | val_acc=0.4181 val_loss=1.3471 val_f1_macro=0.2399 val_f1_weighted=0.3599 val_prec_macro=0.3032 val_rec_macro=0.2727 val_metric_name=acc val_metric=0.4181
Step  250 | loss 1.2975 | val_acc=0.4181 val_loss=1.3393 val_f1_macro=0.2573 val_f1_weighted=0.3708 val_prec_macro=0.4075 val_rec_macro=0.2812 val_metric_name=acc val_metric=0.4181
Step  300 | loss 1.2726 | val_acc=0.4281 val_loss=1.3372 val_f1_macro=0.2848 val_f1_weighted=0.3877 val_prec_macro=0.3961 val_rec_macro=0.2990 val_metric_name=acc val_metric=0.4281
Step  350 | loss 1.2487 | val_acc=0.4349 val_loss=1.3313 val_f1_macro=0.3127 val_f1_weighted=0.4036 val_prec_macro=0.4093 val_rec_macro=0.3177 val_metric_name=acc val_metric=0.4349
Step  400 | loss 1.2218 | val_acc=0.4419 val_loss=1.3365 val_f1_macro=0.3274 val_f1_weighted=0.4127 val_prec_macro=0.4249 val_rec_macro=0.3276 val_metric_name=acc val_metric=0.4419
Step  450 | loss 1.1885 | val_acc=0.4516 val_loss=1.3371 val_f1_macro=0.3487 val_f1_weighted=0.4282 val_prec_macro=0.4271 val_rec_macro=0.3422 val_metric_name=acc val_metric=0.4516
Step  500 | loss 1.1535 | val_acc=0.4589 val_loss=1.3436 val_f1_macro=0.3732 val_f1_weighted=0.4407 val_prec_macro=0.4364 val_rec_macro=0.3639 val_metric_name=acc val_metric=0.4589
Step  550 | loss 1.1243 | val_acc=0.4651 val_loss=1.3476 val_f1_macro=0.3857 val_f1_weighted=0.4490 val_prec_macro=0.4460 val_rec_macro=0.3731 val_metric_name=acc val_metric=0.4651
Step  600 | loss 1.0905 | val_acc=0.4653 val_loss=1.3657 val_f1_macro=0.3898 val_f1_weighted=0.4499 val_prec_macro=0.4423 val_rec_macro=0.3766 val_metric_name=acc val_metric=0.4653
Step  650 | loss 1.0593 | val_acc=0.4738 val_loss=1.3744 val_f1_macro=0.3999 val_f1_weighted=0.4615 val_prec_macro=0.4432 val_rec_macro=0.3877 val_metric_name=acc val_metric=0.4738
Step  700 | loss 1.0264 | val_acc=0.4811 val_loss=1.3926 val_f1_macro=0.4098 val_f1_weighted=0.4686 val_prec_macro=0.4552 val_rec_macro=0.3966 val_metric_name=acc val_metric=0.4811
Step  750 | loss 0.9965 | val_acc=0.4837 val_loss=1.4073 val_f1_macro=0.4175 val_f1_weighted=0.4731 val_prec_macro=0.4597 val_rec_macro=0.4022 val_metric_name=acc val_metric=0.4837
Step  800 | loss 0.9583 | val_acc=0.4867 val_loss=1.4306 val_f1_macro=0.4225 val_f1_weighted=0.4780 val_prec_macro=0.4595 val_rec_macro=0.4079 val_metric_name=acc val_metric=0.4867
Step  850 | loss 0.9308 | val_acc=0.4942 val_loss=1.4521 val_f1_macro=0.4303 val_f1_weighted=0.4854 val_prec_macro=0.4610 val_rec_macro=0.4185 val_metric_name=acc val_metric=0.4942
Step  900 | loss 0.8972 | val_acc=0.4960 val_loss=1.4813 val_f1_macro=0.4349 val_f1_weighted=0.4878 val_prec_macro=0.4571 val_rec_macro=0.4267 val_metric_name=acc val_metric=0.4960
Step  950 | loss 0.8729 | val_acc=0.4963 val_loss=1.5072 val_f1_macro=0.4379 val_f1_weighted=0.4905 val_prec_macro=0.4543 val_rec_macro=0.4298 val_metric_name=acc val_metric=0.4963
Step 1000 | loss 0.8400 | val_acc=0.4970 val_loss=1.5348 val_f1_macro=0.4393 val_f1_weighted=0.4919 val_prec_macro=0.4524 val_rec_macro=0.4328 val_metric_name=acc val_metric=0.4970
Step 1050 | loss 0.8073 | val_acc=0.4981 val_loss=1.5611 val_f1_macro=0.4406 val_f1_weighted=0.4938 val_prec_macro=0.4522 val_rec_macro=0.4349 val_metric_name=acc val_metric=0.4981
Step 1100 | loss 0.7850 | val_acc=0.5007 val_loss=1.6001 val_f1_macro=0.4444 val_f1_weighted=0.4965 val_prec_macro=0.4523 val_rec_macro=0.4420 val_metric_name=acc val_metric=0.5007
Step 1150 | loss 0.7491 | val_acc=0.5060 val_loss=1.6330 val_f1_macro=0.4498 val_f1_weighted=0.5019 val_prec_macro=0.4587 val_rec_macro=0.4460 val_metric_name=acc val_metric=0.5060
Step 1200 | loss 0.7238 | val_acc=0.5089 val_loss=1.6727 val_f1_macro=0.4539 val_f1_weighted=0.5056 val_prec_macro=0.4592 val_rec_macro=0.4524 val_metric_name=acc val_metric=0.5089
Step 1250 | loss 0.7051 | val_acc=0.5096 val_loss=1.7087 val_f1_macro=0.4550 val_f1_weighted=0.5066 val_prec_macro=0.4588 val_rec_macro=0.4547 val_metric_name=acc val_metric=0.5096
