dataset,model,variant,split,seed,num_layers,hidden_dim,lr,m,num_steps,best_step,num_params,train_seconds,val_metric,test_metric,test_acc,test_loss,n_test,mean_member_acc,at_least_one_member_correct_rate,pair_disagreement,error_jaccard,mean_entropy,nll,brier,ece10,checkpoint,prediction_file
roman-empire,SAGE,base,0,0,5,1152,3e-05,1,5000,1640,33576210,636.5718689784408,0.8543689250946045,0.8512177467346191,0.8512177467346191,1.2439197301864624,5666,0.8512177467346191,0.8512177467346191,0.0,1.0,0.0566425584256649,1.243919849395752,0.26794496178627014,0.1259836201563524,experiments_iclr/strong_base_results/checkpoints/roman-empire_SAGE_base_split0.pt,experiments_iclr/strong_base_results/predictions/roman-empire_SAGE_base_split0.npz
roman-empire,SAGE,base,1,1,5,1152,3e-05,1,5000,1290,33576210,521.9582061246037,0.864783763885498,0.8598658442497253,0.8598658442497253,1.1496763229370117,5666,0.8598658442497253,0.8598658442497253,0.0,1.0,0.05487813428044319,1.1496763229370117,0.2546691298484802,0.11875491736713736,experiments_iclr/strong_base_results/checkpoints/roman-empire_SAGE_base_split1.pt,experiments_iclr/strong_base_results/predictions/roman-empire_SAGE_base_split1.npz
roman-empire,SAGE,base,2,2,5,1152,3e-05,1,5000,1320,33576210,530.0384234189987,0.8499558568000793,0.8468054533004761,0.8468054533004761,1.1986560821533203,5666,0.8468054533004761,0.8468054533004761,0.0,1.0,0.05709248408675194,1.1986562013626099,0.27291232347488403,0.13027511521368784,experiments_iclr/strong_base_results/checkpoints/roman-empire_SAGE_base_split2.pt,experiments_iclr/strong_base_results/predictions/roman-empire_SAGE_base_split2.npz
roman-empire,SAGE,base,3,3,5,1152,3e-05,1,5000,1910,33576210,721.1788151040673,0.8580758571624756,0.8584539294242859,0.8584539294242859,1.228859782218933,5666,0.8584539294242859,0.8584539294242859,0.0,1.0,0.05305370315909386,1.228859782218933,0.25736644864082336,0.12052227738651128,experiments_iclr/strong_base_results/checkpoints/roman-empire_SAGE_base_split3.pt,experiments_iclr/strong_base_results/predictions/roman-empire_SAGE_base_split3.npz
roman-empire,SAGE,base,4,4,5,1152,3e-05,1,5000,1270,33576210,513.3829951286316,0.8563106656074524,0.8438051342964172,0.8438051342964172,1.2845898866653442,5666,0.8438051342964172,0.8438051342964172,0.0,1.0,0.06109593063592911,1.2845898866653442,0.2820150852203369,0.13247709167386712,experiments_iclr/strong_base_results/checkpoints/roman-empire_SAGE_base_split4.pt,experiments_iclr/strong_base_results/predictions/roman-empire_SAGE_base_split4.npz
