policy,dataset,backbone,variant,split,selected_depth,test_metric,metric_name
per_split_validation,amazon-ratings,SAGE,BASE,1,3,0.5464641451835632,acc
per_split_validation,amazon-ratings,SAGE,BASE,2,4,0.5363383889198303,acc
per_split_validation,amazon-ratings,SAGE,BASE,3,4,0.5299689769744873,acc
per_split_validation,amazon-ratings,SAGE,BASE,4,3,0.5396047830581665,acc
per_split_validation,amazon-ratings,SAGE,BASE,5,2,0.5384615063667297,acc
per_split_validation,amazon-ratings,SAGE,BASE,6,5,0.5480973124504089,acc
per_split_validation,amazon-ratings,SAGE,BASE,7,4,0.5330719947814941,acc
per_split_validation,amazon-ratings,SAGE,BASE,8,3,0.5301322937011719,acc
per_split_validation,amazon-ratings,SAGE,BASE,9,5,0.5333986282348633,acc
mean_validation,amazon-ratings,SAGE,BASE,0,3,0.5420545339584351,acc
mean_validation,amazon-ratings,SAGE,BASE,1,3,0.5464641451835632,acc
mean_validation,amazon-ratings,SAGE,BASE,2,3,0.5337253212928772,acc
mean_validation,amazon-ratings,SAGE,BASE,3,3,0.5365017056465149,acc
mean_validation,amazon-ratings,SAGE,BASE,4,3,0.5396047830581665,acc
mean_validation,amazon-ratings,SAGE,BASE,5,3,0.535685122013092,acc
mean_validation,amazon-ratings,SAGE,BASE,6,3,0.5433610677719116,acc
mean_validation,amazon-ratings,SAGE,BASE,7,3,0.5342152714729309,acc
mean_validation,amazon-ratings,SAGE,BASE,8,3,0.5301322937011719,acc
mean_validation,amazon-ratings,SAGE,BASE,9,3,0.5288257598876953,acc
split0_validation,amazon-ratings,SAGE,BASE,0,3,0.5420545339584351,acc
split0_validation,amazon-ratings,SAGE,BASE,1,3,0.5464641451835632,acc
split0_validation,amazon-ratings,SAGE,BASE,2,3,0.5337253212928772,acc
split0_validation,amazon-ratings,SAGE,BASE,3,3,0.5365017056465149,acc
split0_validation,amazon-ratings,SAGE,BASE,4,3,0.5396047830581665,acc
split0_validation,amazon-ratings,SAGE,BASE,5,3,0.535685122013092,acc
split0_validation,amazon-ratings,SAGE,BASE,6,3,0.5433610677719116,acc
split0_validation,amazon-ratings,SAGE,BASE,7,3,0.5342152714729309,acc
split0_validation,amazon-ratings,SAGE,BASE,8,3,0.5301322937011719,acc
split0_validation,amazon-ratings,SAGE,BASE,9,3,0.5288257598876953,acc
per_split_validation,amazon-ratings,GAT,BASE,0,1,0.5142903923988342,acc
per_split_validation,amazon-ratings,GAT,BASE,1,3,0.527519166469574,acc
per_split_validation,amazon-ratings,GAT,BASE,2,1,0.5177200436592102,acc
per_split_validation,amazon-ratings,GAT,BASE,3,1,0.5106973648071289,acc
per_split_validation,amazon-ratings,GAT,BASE,4,1,0.5164135098457336,acc
per_split_validation,amazon-ratings,GAT,BASE,5,1,0.5167401432991028,acc
per_split_validation,amazon-ratings,GAT,BASE,6,1,0.5218030214309692,acc
per_split_validation,amazon-ratings,GAT,BASE,7,1,0.5084109306335449,acc
per_split_validation,amazon-ratings,GAT,BASE,8,1,0.5195165872573853,acc
per_split_validation,amazon-ratings,GAT,BASE,9,1,0.5178833603858948,acc
mean_validation,amazon-ratings,GAT,BASE,0,1,0.5142903923988342,acc
mean_validation,amazon-ratings,GAT,BASE,1,1,0.5291523933410645,acc
mean_validation,amazon-ratings,GAT,BASE,2,1,0.5177200436592102,acc
mean_validation,amazon-ratings,GAT,BASE,3,1,0.5106973648071289,acc
mean_validation,amazon-ratings,GAT,BASE,4,1,0.5164135098457336,acc
mean_validation,amazon-ratings,GAT,BASE,5,1,0.5167401432991028,acc
mean_validation,amazon-ratings,GAT,BASE,6,1,0.5218030214309692,acc
mean_validation,amazon-ratings,GAT,BASE,7,1,0.5084109306335449,acc
mean_validation,amazon-ratings,GAT,BASE,8,1,0.5195165872573853,acc
mean_validation,amazon-ratings,GAT,BASE,9,1,0.5178833603858948,acc
split0_validation,amazon-ratings,GAT,BASE,0,1,0.5142903923988342,acc
split0_validation,amazon-ratings,GAT,BASE,1,1,0.5291523933410645,acc
split0_validation,amazon-ratings,GAT,BASE,2,1,0.5177200436592102,acc
split0_validation,amazon-ratings,GAT,BASE,3,1,0.5106973648071289,acc
split0_validation,amazon-ratings,GAT,BASE,4,1,0.5164135098457336,acc
split0_validation,amazon-ratings,GAT,BASE,5,1,0.5167401432991028,acc
split0_validation,amazon-ratings,GAT,BASE,6,1,0.5218030214309692,acc
split0_validation,amazon-ratings,GAT,BASE,7,1,0.5084109306335449,acc
split0_validation,amazon-ratings,GAT,BASE,8,1,0.5195165872573853,acc
split0_validation,amazon-ratings,GAT,BASE,9,1,0.5178833603858948,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,0,2,0.5546301007270813,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,1,3,0.5422178506851196,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,2,4,0.5418912172317505,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,3,4,0.5415645837783813,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,4,4,0.545810878276825,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,5,5,0.5417279005050659,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,6,5,0.5508737564086914,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,7,2,0.5430344343185425,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,8,5,0.537971556186676,acc
per_split_validation,amazon-ratings,GAT-sep,BASE,9,3,0.5433610677719116,acc
mean_validation,amazon-ratings,GAT-sep,BASE,0,2,0.5546301007270813,acc
mean_validation,amazon-ratings,GAT-sep,BASE,1,2,0.5487505793571472,acc
mean_validation,amazon-ratings,GAT-sep,BASE,2,2,0.5472807288169861,acc
mean_validation,amazon-ratings,GAT-sep,BASE,3,2,0.5454842448234558,acc
mean_validation,amazon-ratings,GAT-sep,BASE,4,2,0.5423811674118042,acc
mean_validation,amazon-ratings,GAT-sep,BASE,5,2,0.5410746335983276,acc
mean_validation,amazon-ratings,GAT-sep,BASE,6,2,0.5463008284568787,acc
mean_validation,amazon-ratings,GAT-sep,BASE,7,2,0.5430344343185425,acc
mean_validation,amazon-ratings,GAT-sep,BASE,8,2,0.5433610677719116,acc
mean_validation,amazon-ratings,GAT-sep,BASE,9,2,0.5467907786369324,acc
split0_validation,amazon-ratings,GAT-sep,BASE,0,2,0.5546301007270813,acc
split0_validation,amazon-ratings,GAT-sep,BASE,1,2,0.5487505793571472,acc
split0_validation,amazon-ratings,GAT-sep,BASE,2,2,0.5472807288169861,acc
split0_validation,amazon-ratings,GAT-sep,BASE,3,2,0.5454842448234558,acc
split0_validation,amazon-ratings,GAT-sep,BASE,4,2,0.5423811674118042,acc
split0_validation,amazon-ratings,GAT-sep,BASE,5,2,0.5410746335983276,acc
split0_validation,amazon-ratings,GAT-sep,BASE,6,2,0.5463008284568787,acc
split0_validation,amazon-ratings,GAT-sep,BASE,7,2,0.5430344343185425,acc
split0_validation,amazon-ratings,GAT-sep,BASE,8,2,0.5433610677719116,acc
split0_validation,amazon-ratings,GAT-sep,BASE,9,2,0.5467907786369324,acc
per_split_validation,amazon-ratings,GT,BASE,0,4,0.5376449227333069,acc
per_split_validation,amazon-ratings,GT,BASE,1,2,0.5441777110099792,acc
per_split_validation,amazon-ratings,GT,BASE,2,3,0.5365017056465149,acc
per_split_validation,amazon-ratings,GT,BASE,3,3,0.5291523933410645,acc
per_split_validation,amazon-ratings,GT,BASE,4,3,0.5386248230934143,acc
per_split_validation,amazon-ratings,GT,BASE,5,3,0.5378082394599915,acc
per_split_validation,amazon-ratings,GT,BASE,6,4,0.5449942946434021,acc
per_split_validation,amazon-ratings,GT,BASE,7,3,0.5415645837783813,acc
per_split_validation,amazon-ratings,GT,BASE,8,2,0.5340519547462463,acc
per_split_validation,amazon-ratings,GT,BASE,9,5,0.5376449227333069,acc
mean_validation,amazon-ratings,GT,BASE,0,3,0.5361750721931458,acc
mean_validation,amazon-ratings,GT,BASE,1,3,0.5409113168716431,acc
mean_validation,amazon-ratings,GT,BASE,2,3,0.5365017056465149,acc
mean_validation,amazon-ratings,GT,BASE,3,3,0.5291523933410645,acc
mean_validation,amazon-ratings,GT,BASE,4,3,0.5386248230934143,acc
mean_validation,amazon-ratings,GT,BASE,5,3,0.5378082394599915,acc
mean_validation,amazon-ratings,GT,BASE,6,3,0.5420545339584351,acc
mean_validation,amazon-ratings,GT,BASE,7,3,0.5415645837783813,acc
mean_validation,amazon-ratings,GT,BASE,8,3,0.5363383889198303,acc
mean_validation,amazon-ratings,GT,BASE,9,3,0.5340519547462463,acc
split0_validation,amazon-ratings,GT,BASE,0,4,0.5376449227333069,acc
split0_validation,amazon-ratings,GT,BASE,1,4,0.5461375117301941,acc
split0_validation,amazon-ratings,GT,BASE,2,4,0.5324187278747559,acc
split0_validation,amazon-ratings,GT,BASE,3,4,0.5371549725532532,acc
split0_validation,amazon-ratings,GT,BASE,4,4,0.536828339099884,acc
split0_validation,amazon-ratings,GT,BASE,5,4,0.5389515161514282,acc
split0_validation,amazon-ratings,GT,BASE,6,4,0.5449942946434021,acc
split0_validation,amazon-ratings,GT,BASE,7,4,0.5423811674118042,acc
split0_validation,amazon-ratings,GT,BASE,8,4,0.536828339099884,acc
split0_validation,amazon-ratings,GT,BASE,9,4,0.5312755107879639,acc
per_split_validation,amazon-ratings,GT-sep,BASE,0,2,0.5427078008651733,acc
per_split_validation,amazon-ratings,GT-sep,BASE,1,4,0.5415645837783813,acc
per_split_validation,amazon-ratings,GT-sep,BASE,2,4,0.5342152714729309,acc
per_split_validation,amazon-ratings,GT-sep,BASE,3,5,0.5396047830581665,acc
per_split_validation,amazon-ratings,GT-sep,BASE,4,3,0.5381348729133606,acc
per_split_validation,amazon-ratings,GT-sep,BASE,5,4,0.537971556186676,acc
per_split_validation,amazon-ratings,GT-sep,BASE,6,5,0.5371549725532532,acc
per_split_validation,amazon-ratings,GT-sep,BASE,7,5,0.5351951718330383,acc
per_split_validation,amazon-ratings,GT-sep,BASE,8,2,0.5332353115081787,acc
per_split_validation,amazon-ratings,GT-sep,BASE,9,2,0.5355218052864075,acc
mean_validation,amazon-ratings,GT-sep,BASE,0,4,0.5342152714729309,acc
mean_validation,amazon-ratings,GT-sep,BASE,1,4,0.5415645837783813,acc
mean_validation,amazon-ratings,GT-sep,BASE,2,4,0.5342152714729309,acc
mean_validation,amazon-ratings,GT-sep,BASE,3,4,0.5260493159294128,acc
mean_validation,amazon-ratings,GT-sep,BASE,4,4,0.5392781496047974,acc
mean_validation,amazon-ratings,GT-sep,BASE,5,4,0.537971556186676,acc
mean_validation,amazon-ratings,GT-sep,BASE,6,4,0.5420545339584351,acc
mean_validation,amazon-ratings,GT-sep,BASE,7,4,0.5280091166496277,acc
mean_validation,amazon-ratings,GT-sep,BASE,8,4,0.5369916558265686,acc
mean_validation,amazon-ratings,GT-sep,BASE,9,4,0.5407480001449585,acc
split0_validation,amazon-ratings,GT-sep,BASE,0,2,0.5427078008651733,acc
split0_validation,amazon-ratings,GT-sep,BASE,1,2,0.5402580499649048,acc
split0_validation,amazon-ratings,GT-sep,BASE,2,2,0.5404213666915894,acc
split0_validation,amazon-ratings,GT-sep,BASE,3,2,0.5286624431610107,acc
split0_validation,amazon-ratings,GT-sep,BASE,4,2,0.5267025828361511,acc
split0_validation,amazon-ratings,GT-sep,BASE,5,2,0.5396047830581665,acc
split0_validation,amazon-ratings,GT-sep,BASE,6,2,0.5378082394599915,acc
split0_validation,amazon-ratings,GT-sep,BASE,7,2,0.5324187278747559,acc
split0_validation,amazon-ratings,GT-sep,BASE,8,2,0.5332353115081787,acc
split0_validation,amazon-ratings,GT-sep,BASE,9,2,0.5355218052864075,acc
per_split_validation,amazon-ratings,ResNet,BASE,0,2,0.48750612139701843,acc
per_split_validation,amazon-ratings,ResNet,BASE,1,1,0.47885024547576904,acc
per_split_validation,amazon-ratings,ResNet,BASE,2,4,0.4822799265384674,acc
per_split_validation,amazon-ratings,ResNet,BASE,3,1,0.4848930239677429,acc
per_split_validation,amazon-ratings,ResNet,BASE,4,2,0.47558385133743286,acc
per_split_validation,amazon-ratings,ResNet,BASE,5,1,0.4791768789291382,acc
per_split_validation,amazon-ratings,ResNet,BASE,6,1,0.4822799265384674,acc
per_split_validation,amazon-ratings,ResNet,BASE,7,1,0.48211660981178284,acc
per_split_validation,amazon-ratings,ResNet,BASE,8,2,0.4773803651332855,acc
per_split_validation,amazon-ratings,ResNet,BASE,9,2,0.4909358024597168,acc
mean_validation,amazon-ratings,ResNet,BASE,0,1,0.4886493384838104,acc
mean_validation,amazon-ratings,ResNet,BASE,1,1,0.47885024547576904,acc
mean_validation,amazon-ratings,ResNet,BASE,2,1,0.4834231436252594,acc
mean_validation,amazon-ratings,ResNet,BASE,3,1,0.4848930239677429,acc
mean_validation,amazon-ratings,ResNet,BASE,4,1,0.4860362410545349,acc
mean_validation,amazon-ratings,ResNet,BASE,5,1,0.4791768789291382,acc
mean_validation,amazon-ratings,ResNet,BASE,6,1,0.4822799265384674,acc
mean_validation,amazon-ratings,ResNet,BASE,7,1,0.48211660981178284,acc
mean_validation,amazon-ratings,ResNet,BASE,8,1,0.47248080372810364,acc
mean_validation,amazon-ratings,ResNet,BASE,9,1,0.48946595191955566,acc
split0_validation,amazon-ratings,ResNet,BASE,0,2,0.48750612139701843,acc
split0_validation,amazon-ratings,ResNet,BASE,1,2,0.4870161712169647,acc
split0_validation,amazon-ratings,ResNet,BASE,2,2,0.4848930239677429,acc
split0_validation,amazon-ratings,ResNet,BASE,3,2,0.48211660981178284,acc
split0_validation,amazon-ratings,ResNet,BASE,4,2,0.47558385133743286,acc
split0_validation,amazon-ratings,ResNet,BASE,5,2,0.4822799265384674,acc
split0_validation,amazon-ratings,ResNet,BASE,6,2,0.4742773175239563,acc
split0_validation,amazon-ratings,ResNet,BASE,7,2,0.4897925853729248,acc
split0_validation,amazon-ratings,ResNet,BASE,8,2,0.4773803651332855,acc
split0_validation,amazon-ratings,ResNet,BASE,9,2,0.4909358024597168,acc
per_split_validation,amazon-ratings,TAG,BASE,0,3,0.5218030214309692,acc
per_split_validation,amazon-ratings,TAG,BASE,1,2,0.5229462385177612,acc
per_split_validation,amazon-ratings,TAG,BASE,2,1,0.5216397047042847,acc
per_split_validation,amazon-ratings,TAG,BASE,3,4,0.5206598043441772,acc
per_split_validation,amazon-ratings,TAG,BASE,4,2,0.52523273229599,acc
per_split_validation,amazon-ratings,TAG,BASE,5,3,0.5232728719711304,acc
per_split_validation,amazon-ratings,TAG,BASE,6,2,0.5247427821159363,acc
per_split_validation,amazon-ratings,TAG,BASE,7,2,0.5232728719711304,acc
per_split_validation,amazon-ratings,TAG,BASE,8,2,0.5235995650291443,acc
per_split_validation,amazon-ratings,TAG,BASE,9,2,0.5180466771125793,acc
mean_validation,amazon-ratings,TAG,BASE,0,3,0.5218030214309692,acc
mean_validation,amazon-ratings,TAG,BASE,1,3,0.526375949382782,acc
mean_validation,amazon-ratings,TAG,BASE,2,3,0.530458927154541,acc
mean_validation,amazon-ratings,TAG,BASE,3,3,0.5170667767524719,acc
mean_validation,amazon-ratings,TAG,BASE,4,3,0.5216397047042847,acc
mean_validation,amazon-ratings,TAG,BASE,5,3,0.5232728719711304,acc
mean_validation,amazon-ratings,TAG,BASE,6,3,0.5249060988426208,acc
mean_validation,amazon-ratings,TAG,BASE,7,3,0.5154336094856262,acc
mean_validation,amazon-ratings,TAG,BASE,8,3,0.5196799039840698,acc
mean_validation,amazon-ratings,TAG,BASE,9,3,0.5234362483024597,acc
split0_validation,amazon-ratings,TAG,BASE,0,3,0.5218030214309692,acc
split0_validation,amazon-ratings,TAG,BASE,1,3,0.526375949382782,acc
split0_validation,amazon-ratings,TAG,BASE,2,3,0.530458927154541,acc
split0_validation,amazon-ratings,TAG,BASE,3,3,0.5170667767524719,acc
split0_validation,amazon-ratings,TAG,BASE,4,3,0.5216397047042847,acc
split0_validation,amazon-ratings,TAG,BASE,5,3,0.5232728719711304,acc
split0_validation,amazon-ratings,TAG,BASE,6,3,0.5249060988426208,acc
split0_validation,amazon-ratings,TAG,BASE,7,3,0.5154336094856262,acc
split0_validation,amazon-ratings,TAG,BASE,8,3,0.5196799039840698,acc
split0_validation,amazon-ratings,TAG,BASE,9,3,0.5234362483024597,acc
per_split_validation,amazon-ratings,GCN,ENS,0,2,0.5025314092636108,acc
per_split_validation,amazon-ratings,GCN,ENS,1,2,0.5144537091255188,acc
per_split_validation,amazon-ratings,GCN,ENS,2,3,0.5049812197685242,acc
per_split_validation,amazon-ratings,GCN,ENS,3,2,0.5054711699485779,acc
per_split_validation,amazon-ratings,GCN,ENS,4,2,0.50285804271698,acc
per_split_validation,amazon-ratings,GCN,ENS,5,2,0.5134738087654114,acc
per_split_validation,amazon-ratings,GCN,ENS,6,2,0.5120038986206055,acc
per_split_validation,amazon-ratings,GCN,ENS,7,2,0.5004082918167114,acc
per_split_validation,amazon-ratings,GCN,ENS,8,2,0.5082476139068604,acc
per_split_validation,amazon-ratings,GCN,ENS,9,2,0.5031847357749939,acc
mean_validation,amazon-ratings,GCN,ENS,0,2,0.5025314092636108,acc
mean_validation,amazon-ratings,GCN,ENS,1,2,0.5144537091255188,acc
mean_validation,amazon-ratings,GCN,ENS,2,2,0.5123305320739746,acc
mean_validation,amazon-ratings,GCN,ENS,3,2,0.5054711699485779,acc
mean_validation,amazon-ratings,GCN,ENS,4,2,0.50285804271698,acc
mean_validation,amazon-ratings,GCN,ENS,5,2,0.5134738087654114,acc
mean_validation,amazon-ratings,GCN,ENS,6,2,0.5120038986206055,acc
mean_validation,amazon-ratings,GCN,ENS,7,2,0.5004082918167114,acc
mean_validation,amazon-ratings,GCN,ENS,8,2,0.5082476139068604,acc
mean_validation,amazon-ratings,GCN,ENS,9,2,0.5031847357749939,acc
split0_validation,amazon-ratings,GCN,ENS,0,2,0.5025314092636108,acc
split0_validation,amazon-ratings,GCN,ENS,1,2,0.5144537091255188,acc
split0_validation,amazon-ratings,GCN,ENS,2,2,0.5123305320739746,acc
split0_validation,amazon-ratings,GCN,ENS,3,2,0.5054711699485779,acc
split0_validation,amazon-ratings,GCN,ENS,4,2,0.50285804271698,acc
split0_validation,amazon-ratings,GCN,ENS,5,2,0.5134738087654114,acc
split0_validation,amazon-ratings,GCN,ENS,6,2,0.5120038986206055,acc
split0_validation,amazon-ratings,GCN,ENS,7,2,0.5004082918167114,acc
split0_validation,amazon-ratings,GCN,ENS,8,2,0.5082476139068604,acc
split0_validation,amazon-ratings,GCN,ENS,9,2,0.5031847357749939,acc
per_split_validation,amazon-ratings,SAGE,ENS,0,3,0.557406485080719,acc
per_split_validation,amazon-ratings,SAGE,ENS,1,4,0.5461375117301941,acc
per_split_validation,amazon-ratings,SAGE,ENS,2,2,0.5516903400421143,acc
per_split_validation,amazon-ratings,SAGE,ENS,3,3,0.5467907786369324,acc
per_split_validation,amazon-ratings,SAGE,ENS,4,4,0.5518536567687988,acc
per_split_validation,amazon-ratings,SAGE,ENS,5,4,0.5507104396820068,acc
per_split_validation,amazon-ratings,SAGE,ENS,6,3,0.552180290222168,acc
per_split_validation,amazon-ratings,SAGE,ENS,7,4,0.5415645837783813,acc
per_split_validation,amazon-ratings,SAGE,ENS,8,3,0.5441777110099792,acc
per_split_validation,amazon-ratings,SAGE,ENS,9,4,0.5505471229553223,acc
mean_validation,amazon-ratings,SAGE,ENS,0,4,0.5525069236755371,acc
mean_validation,amazon-ratings,SAGE,ENS,1,4,0.5461375117301941,acc
mean_validation,amazon-ratings,SAGE,ENS,2,4,0.5466274619102478,acc
mean_validation,amazon-ratings,SAGE,ENS,3,4,0.5438510775566101,acc
mean_validation,amazon-ratings,SAGE,ENS,4,4,0.5518536567687988,acc
mean_validation,amazon-ratings,SAGE,ENS,5,4,0.5507104396820068,acc
mean_validation,amazon-ratings,SAGE,ENS,6,4,0.5497305393218994,acc
mean_validation,amazon-ratings,SAGE,ENS,7,4,0.5415645837783813,acc
mean_validation,amazon-ratings,SAGE,ENS,8,4,0.5389515161514282,acc
mean_validation,amazon-ratings,SAGE,ENS,9,4,0.5505471229553223,acc
split0_validation,amazon-ratings,SAGE,ENS,0,3,0.557406485080719,acc
split0_validation,amazon-ratings,SAGE,ENS,1,3,0.5445043444633484,acc
split0_validation,amazon-ratings,SAGE,ENS,2,3,0.5479339957237244,acc
split0_validation,amazon-ratings,SAGE,ENS,3,3,0.5467907786369324,acc
split0_validation,amazon-ratings,SAGE,ENS,4,3,0.5503838062286377,acc
split0_validation,amazon-ratings,SAGE,ENS,5,3,0.5463008284568787,acc
split0_validation,amazon-ratings,SAGE,ENS,6,3,0.552180290222168,acc
split0_validation,amazon-ratings,SAGE,ENS,7,3,0.5463008284568787,acc
split0_validation,amazon-ratings,SAGE,ENS,8,3,0.5441777110099792,acc
split0_validation,amazon-ratings,SAGE,ENS,9,3,0.5520169734954834,acc
per_split_validation,amazon-ratings,GAT,ENS,0,1,0.530458927154541,acc
per_split_validation,amazon-ratings,GAT,ENS,1,1,0.535685122013092,acc
per_split_validation,amazon-ratings,GAT,ENS,2,1,0.5345419049263,acc
per_split_validation,amazon-ratings,GAT,ENS,3,1,0.5340519547462463,acc
per_split_validation,amazon-ratings,GAT,ENS,4,1,0.5299689769744873,acc
per_split_validation,amazon-ratings,GAT,ENS,5,1,0.5392781496047974,acc
per_split_validation,amazon-ratings,GAT,ENS,6,1,0.5324187278747559,acc
per_split_validation,amazon-ratings,GAT,ENS,7,1,0.5234362483024597,acc
per_split_validation,amazon-ratings,GAT,ENS,8,2,0.5178833603858948,acc
per_split_validation,amazon-ratings,GAT,ENS,9,1,0.5244161486625671,acc
mean_validation,amazon-ratings,GAT,ENS,0,1,0.530458927154541,acc
mean_validation,amazon-ratings,GAT,ENS,1,1,0.535685122013092,acc
mean_validation,amazon-ratings,GAT,ENS,2,1,0.5345419049263,acc
mean_validation,amazon-ratings,GAT,ENS,3,1,0.5340519547462463,acc
mean_validation,amazon-ratings,GAT,ENS,4,1,0.5299689769744873,acc
mean_validation,amazon-ratings,GAT,ENS,5,1,0.5392781496047974,acc
mean_validation,amazon-ratings,GAT,ENS,6,1,0.5324187278747559,acc
mean_validation,amazon-ratings,GAT,ENS,7,1,0.5234362483024597,acc
mean_validation,amazon-ratings,GAT,ENS,8,1,0.5276824831962585,acc
mean_validation,amazon-ratings,GAT,ENS,9,1,0.5244161486625671,acc
split0_validation,amazon-ratings,GAT,ENS,0,1,0.530458927154541,acc
split0_validation,amazon-ratings,GAT,ENS,1,1,0.535685122013092,acc
split0_validation,amazon-ratings,GAT,ENS,2,1,0.5345419049263,acc
split0_validation,amazon-ratings,GAT,ENS,3,1,0.5340519547462463,acc
split0_validation,amazon-ratings,GAT,ENS,4,1,0.5299689769744873,acc
split0_validation,amazon-ratings,GAT,ENS,5,1,0.5392781496047974,acc
split0_validation,amazon-ratings,GAT,ENS,6,1,0.5324187278747559,acc
split0_validation,amazon-ratings,GAT,ENS,7,1,0.5234362483024597,acc
split0_validation,amazon-ratings,GAT,ENS,8,1,0.5276824831962585,acc
split0_validation,amazon-ratings,GAT,ENS,9,1,0.5244161486625671,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,0,2,0.5613261461257935,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,1,2,0.5629593133926392,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,2,2,0.5595296621322632,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,3,2,0.5482606291770935,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,4,2,0.5567532181739807,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,5,5,0.5578964352607727,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,6,2,0.5578964352607727,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,7,2,0.5536501407623291,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,8,2,0.5534868240356445,acc
per_split_validation,amazon-ratings,GAT-sep,ENS,9,5,0.5466274619102478,acc
mean_validation,amazon-ratings,GAT-sep,ENS,0,2,0.5613261461257935,acc
mean_validation,amazon-ratings,GAT-sep,ENS,1,2,0.5629593133926392,acc
mean_validation,amazon-ratings,GAT-sep,ENS,2,2,0.5595296621322632,acc
mean_validation,amazon-ratings,GAT-sep,ENS,3,2,0.5482606291770935,acc
mean_validation,amazon-ratings,GAT-sep,ENS,4,2,0.5567532181739807,acc
mean_validation,amazon-ratings,GAT-sep,ENS,5,2,0.5565899014472961,acc
mean_validation,amazon-ratings,GAT-sep,ENS,6,2,0.5578964352607727,acc
mean_validation,amazon-ratings,GAT-sep,ENS,7,2,0.5536501407623291,acc
mean_validation,amazon-ratings,GAT-sep,ENS,8,2,0.5534868240356445,acc
mean_validation,amazon-ratings,GAT-sep,ENS,9,2,0.5552833676338196,acc
split0_validation,amazon-ratings,GAT-sep,ENS,0,2,0.5613261461257935,acc
split0_validation,amazon-ratings,GAT-sep,ENS,1,2,0.5629593133926392,acc
split0_validation,amazon-ratings,GAT-sep,ENS,2,2,0.5595296621322632,acc
split0_validation,amazon-ratings,GAT-sep,ENS,3,2,0.5482606291770935,acc
split0_validation,amazon-ratings,GAT-sep,ENS,4,2,0.5567532181739807,acc
split0_validation,amazon-ratings,GAT-sep,ENS,5,2,0.5565899014472961,acc
split0_validation,amazon-ratings,GAT-sep,ENS,6,2,0.5578964352607727,acc
split0_validation,amazon-ratings,GAT-sep,ENS,7,2,0.5536501407623291,acc
split0_validation,amazon-ratings,GAT-sep,ENS,8,2,0.5534868240356445,acc
split0_validation,amazon-ratings,GAT-sep,ENS,9,2,0.5552833676338196,acc
per_split_validation,amazon-ratings,GT,ENS,0,4,0.5449942946434021,acc
per_split_validation,amazon-ratings,GT,ENS,1,4,0.5529968738555908,acc
per_split_validation,amazon-ratings,GT,ENS,2,3,0.5512003898620605,acc
per_split_validation,amazon-ratings,GT,ENS,3,2,0.5490772724151611,acc
per_split_validation,amazon-ratings,GT,ENS,4,2,0.5538134574890137,acc
per_split_validation,amazon-ratings,GT,ENS,5,2,0.5528335571289062,acc
per_split_validation,amazon-ratings,GT,ENS,6,2,0.5598562955856323,acc
per_split_validation,amazon-ratings,GT,ENS,7,5,0.5490772724151611,acc
per_split_validation,amazon-ratings,GT,ENS,8,5,0.5469540953636169,acc
per_split_validation,amazon-ratings,GT,ENS,9,5,0.549893856048584,acc
mean_validation,amazon-ratings,GT,ENS,0,3,0.5479339957237244,acc
mean_validation,amazon-ratings,GT,ENS,1,3,0.5554466843605042,acc
mean_validation,amazon-ratings,GT,ENS,2,3,0.5512003898620605,acc
mean_validation,amazon-ratings,GT,ENS,3,3,0.5436877012252808,acc
mean_validation,amazon-ratings,GT,ENS,4,3,0.5531601905822754,acc
mean_validation,amazon-ratings,GT,ENS,5,3,0.55332350730896,acc
mean_validation,amazon-ratings,GT,ENS,6,3,0.5534868240356445,acc
mean_validation,amazon-ratings,GT,ENS,7,3,0.552180290222168,acc
mean_validation,amazon-ratings,GT,ENS,8,3,0.5492405891418457,acc
mean_validation,amazon-ratings,GT,ENS,9,3,0.5503838062286377,acc
split0_validation,amazon-ratings,GT,ENS,0,4,0.5449942946434021,acc
split0_validation,amazon-ratings,GT,ENS,1,4,0.5529968738555908,acc
split0_validation,amazon-ratings,GT,ENS,2,4,0.5495672225952148,acc
split0_validation,amazon-ratings,GT,ENS,3,4,0.5469540953636169,acc
split0_validation,amazon-ratings,GT,ENS,4,4,0.5560999512672424,acc
split0_validation,amazon-ratings,GT,ENS,5,4,0.5497305393218994,acc
split0_validation,amazon-ratings,GT,ENS,6,4,0.5569165349006653,acc
split0_validation,amazon-ratings,GT,ENS,7,4,0.5520169734954834,acc
split0_validation,amazon-ratings,GT,ENS,8,4,0.5485872626304626,acc
