policy,dataset,backbone,variant,split,selected_depth,test_metric,metric_name
mean_validation,questions,ResNet,GNNM,4,4,0.7321229759714067,roc_auc
mean_validation,questions,ResNet,GNNM,5,4,0.6988649508553273,roc_auc
mean_validation,questions,ResNet,GNNM,6,4,0.7080547852849975,roc_auc
mean_validation,questions,ResNet,GNNM,7,4,0.7089684121087301,roc_auc
mean_validation,questions,ResNet,GNNM,8,4,0.7200045485085741,roc_auc
mean_validation,questions,ResNet,GNNM,9,4,0.7108613536084449,roc_auc
split0_validation,questions,ResNet,GNNM,0,1,0.7064026607620715,roc_auc
split0_validation,questions,ResNet,GNNM,1,1,0.7234093496094517,roc_auc
split0_validation,questions,ResNet,GNNM,2,1,0.7164399723857042,roc_auc
split0_validation,questions,ResNet,GNNM,3,1,0.7091407705681481,roc_auc
split0_validation,questions,ResNet,GNNM,4,1,0.7274124989321396,roc_auc
split0_validation,questions,ResNet,GNNM,5,1,0.6930133061192447,roc_auc
split0_validation,questions,ResNet,GNNM,6,1,0.6963660418047188,roc_auc
split0_validation,questions,ResNet,GNNM,7,1,0.7165556476545166,roc_auc
split0_validation,questions,ResNet,GNNM,8,1,0.7189971808482392,roc_auc
split0_validation,questions,ResNet,GNNM,9,1,0.7152218032873942,roc_auc
per_split_validation,questions,TAG,GNNM,0,5,0.7931810468034606,roc_auc
per_split_validation,questions,TAG,GNNM,1,4,0.8093396812349778,roc_auc
per_split_validation,questions,TAG,GNNM,2,5,0.7844506810063978,roc_auc
per_split_validation,questions,TAG,GNNM,3,4,0.7851783269338666,roc_auc
per_split_validation,questions,TAG,GNNM,4,5,0.7988472878651794,roc_auc
per_split_validation,questions,TAG,GNNM,5,5,0.7987099090529174,roc_auc
per_split_validation,questions,TAG,GNNM,6,5,0.7789998591578563,roc_auc
per_split_validation,questions,TAG,GNNM,7,5,0.7990355776490445,roc_auc
per_split_validation,questions,TAG,GNNM,8,2,0.784603760254347,roc_auc
per_split_validation,questions,TAG,GNNM,9,5,0.782382494937764,roc_auc
mean_validation,questions,TAG,GNNM,0,5,0.7931810468034606,roc_auc
mean_validation,questions,TAG,GNNM,1,5,0.8101290899057743,roc_auc
mean_validation,questions,TAG,GNNM,2,5,0.7844506810063978,roc_auc
mean_validation,questions,TAG,GNNM,3,5,0.7858312803474413,roc_auc
mean_validation,questions,TAG,GNNM,4,5,0.7988472878651794,roc_auc
mean_validation,questions,TAG,GNNM,5,5,0.7987099090529174,roc_auc
mean_validation,questions,TAG,GNNM,6,5,0.7789998591578563,roc_auc
mean_validation,questions,TAG,GNNM,7,5,0.7990355776490445,roc_auc
mean_validation,questions,TAG,GNNM,8,5,0.7885708909304587,roc_auc
mean_validation,questions,TAG,GNNM,9,5,0.782382494937764,roc_auc
split0_validation,questions,TAG,GNNM,0,5,0.7931810468034606,roc_auc
split0_validation,questions,TAG,GNNM,1,5,0.8101290899057743,roc_auc
split0_validation,questions,TAG,GNNM,2,5,0.7844506810063978,roc_auc
split0_validation,questions,TAG,GNNM,3,5,0.7858312803474413,roc_auc
split0_validation,questions,TAG,GNNM,4,5,0.7988472878651794,roc_auc
split0_validation,questions,TAG,GNNM,5,5,0.7987099090529174,roc_auc
split0_validation,questions,TAG,GNNM,6,5,0.7789998591578563,roc_auc
split0_validation,questions,TAG,GNNM,7,5,0.7990355776490445,roc_auc
split0_validation,questions,TAG,GNNM,8,5,0.7885708909304587,roc_auc
split0_validation,questions,TAG,GNNM,9,5,0.782382494937764,roc_auc
per_split_validation,tolokers,GCN,BASE,0,3,0.8353901808154999,roc_auc
per_split_validation,tolokers,GCN,BASE,1,3,0.8516453424215557,roc_auc
per_split_validation,tolokers,GCN,BASE,2,3,0.8519063034631225,roc_auc
per_split_validation,tolokers,GCN,BASE,3,3,0.8387362436250946,roc_auc
per_split_validation,tolokers,GCN,BASE,4,4,0.8537228634407815,roc_auc
per_split_validation,tolokers,GCN,BASE,5,4,0.8264060038662903,roc_auc
per_split_validation,tolokers,GCN,BASE,6,3,0.8375466679680826,roc_auc
per_split_validation,tolokers,GCN,BASE,7,5,0.8243400058021468,roc_auc
per_split_validation,tolokers,GCN,BASE,8,3,0.8463081807558516,roc_auc
per_split_validation,tolokers,GCN,BASE,9,3,0.8442764126465109,roc_auc
mean_validation,tolokers,GCN,BASE,0,3,0.8353901808154999,roc_auc
mean_validation,tolokers,GCN,BASE,1,3,0.8516453424215557,roc_auc
mean_validation,tolokers,GCN,BASE,2,3,0.8519063034631225,roc_auc
mean_validation,tolokers,GCN,BASE,3,3,0.8387362436250946,roc_auc
mean_validation,tolokers,GCN,BASE,4,3,0.8522513142947004,roc_auc
mean_validation,tolokers,GCN,BASE,5,3,0.8306559408289479,roc_auc
mean_validation,tolokers,GCN,BASE,6,3,0.8375466679680826,roc_auc
mean_validation,tolokers,GCN,BASE,7,3,0.8319071981866937,roc_auc
mean_validation,tolokers,GCN,BASE,8,3,0.8463081807558516,roc_auc
mean_validation,tolokers,GCN,BASE,9,3,0.8442764126465109,roc_auc
split0_validation,tolokers,GCN,BASE,0,3,0.8353901808154999,roc_auc
split0_validation,tolokers,GCN,BASE,1,3,0.8516453424215557,roc_auc
split0_validation,tolokers,GCN,BASE,2,3,0.8519063034631225,roc_auc
split0_validation,tolokers,GCN,BASE,3,3,0.8387362436250946,roc_auc
split0_validation,tolokers,GCN,BASE,4,3,0.8522513142947004,roc_auc
split0_validation,tolokers,GCN,BASE,5,3,0.8306559408289479,roc_auc
split0_validation,tolokers,GCN,BASE,6,3,0.8375466679680826,roc_auc
split0_validation,tolokers,GCN,BASE,7,3,0.8319071981866937,roc_auc
split0_validation,tolokers,GCN,BASE,8,3,0.8463081807558516,roc_auc
split0_validation,tolokers,GCN,BASE,9,3,0.8442764126465109,roc_auc
per_split_validation,tolokers,SAGE,BASE,0,4,0.8299086433008251,roc_auc
per_split_validation,tolokers,SAGE,BASE,1,5,0.8295104235296032,roc_auc
per_split_validation,tolokers,SAGE,BASE,2,5,0.8285594408248809,roc_auc
per_split_validation,tolokers,SAGE,BASE,3,2,0.831995992722915,roc_auc
per_split_validation,tolokers,SAGE,BASE,4,5,0.8336681768516034,roc_auc
per_split_validation,tolokers,SAGE,BASE,5,4,0.8262277369729605,roc_auc
per_split_validation,tolokers,SAGE,BASE,6,5,0.8348787649561178,roc_auc
per_split_validation,tolokers,SAGE,BASE,7,2,0.8196908323369367,roc_auc
per_split_validation,tolokers,SAGE,BASE,8,5,0.8320515740356643,roc_auc
per_split_validation,tolokers,SAGE,BASE,9,5,0.8300902992985909,roc_auc
mean_validation,tolokers,SAGE,BASE,0,5,0.8283544000065068,roc_auc
mean_validation,tolokers,SAGE,BASE,1,5,0.8295104235296032,roc_auc
mean_validation,tolokers,SAGE,BASE,2,5,0.8285594408248809,roc_auc
mean_validation,tolokers,SAGE,BASE,3,5,0.8267300022503653,roc_auc
mean_validation,tolokers,SAGE,BASE,4,5,0.8336681768516034,roc_auc
mean_validation,tolokers,SAGE,BASE,5,5,0.8240471871788824,roc_auc
mean_validation,tolokers,SAGE,BASE,6,5,0.8348787649561178,roc_auc
mean_validation,tolokers,SAGE,BASE,7,5,0.8232724379048284,roc_auc
mean_validation,tolokers,SAGE,BASE,8,5,0.8320515740356643,roc_auc
mean_validation,tolokers,SAGE,BASE,9,5,0.8300902992985909,roc_auc
split0_validation,tolokers,SAGE,BASE,0,4,0.8299086433008251,roc_auc
split0_validation,tolokers,SAGE,BASE,1,4,0.8284340439607515,roc_auc
split0_validation,tolokers,SAGE,BASE,2,4,0.8214362211214411,roc_auc
split0_validation,tolokers,SAGE,BASE,3,4,0.8310782232416648,roc_auc
split0_validation,tolokers,SAGE,BASE,4,4,0.8351648053705105,roc_auc
split0_validation,tolokers,SAGE,BASE,5,4,0.8262277369729605,roc_auc
split0_validation,tolokers,SAGE,BASE,6,4,0.8311765072703068,roc_auc
split0_validation,tolokers,SAGE,BASE,7,4,0.824642991738719,roc_auc
split0_validation,tolokers,SAGE,BASE,8,4,0.8252950554321923,roc_auc
split0_validation,tolokers,SAGE,BASE,9,4,0.8257102207255937,roc_auc
per_split_validation,tolokers,GAT,BASE,0,3,0.8377835663681543,roc_auc
per_split_validation,tolokers,GAT,BASE,1,3,0.8456730625845582,roc_auc
per_split_validation,tolokers,GAT,BASE,2,2,0.8455042851836487,roc_auc
per_split_validation,tolokers,GAT,BASE,3,2,0.8441852457371843,roc_auc
per_split_validation,tolokers,GAT,BASE,4,4,0.8459794376255664,roc_auc
per_split_validation,tolokers,GAT,BASE,5,5,0.8326744914309884,roc_auc
per_split_validation,tolokers,GAT,BASE,6,4,0.8329781551884479,roc_auc
per_split_validation,tolokers,GAT,BASE,7,3,0.8305461338452236,roc_auc
per_split_validation,tolokers,GAT,BASE,8,2,0.8438920882034764,roc_auc
per_split_validation,tolokers,GAT,BASE,9,3,0.8423558071626688,roc_auc
mean_validation,tolokers,GAT,BASE,0,3,0.8377835663681543,roc_auc
mean_validation,tolokers,GAT,BASE,1,3,0.8456730625845582,roc_auc
mean_validation,tolokers,GAT,BASE,2,3,0.8404734985589529,roc_auc
mean_validation,tolokers,GAT,BASE,3,3,0.845603247033178,roc_auc
mean_validation,tolokers,GAT,BASE,4,3,0.8507363846118392,roc_auc
mean_validation,tolokers,GAT,BASE,5,3,0.8297734180338314,roc_auc
mean_validation,tolokers,GAT,BASE,6,3,0.8355010045305549,roc_auc
mean_validation,tolokers,GAT,BASE,7,3,0.8305461338452236,roc_auc
mean_validation,tolokers,GAT,BASE,8,3,0.8365753506367449,roc_auc
mean_validation,tolokers,GAT,BASE,9,3,0.8423558071626688,roc_auc
split0_validation,tolokers,GAT,BASE,0,3,0.8377835663681543,roc_auc
split0_validation,tolokers,GAT,BASE,1,3,0.8456730625845582,roc_auc
split0_validation,tolokers,GAT,BASE,2,3,0.8404734985589529,roc_auc
split0_validation,tolokers,GAT,BASE,3,3,0.845603247033178,roc_auc
split0_validation,tolokers,GAT,BASE,4,3,0.8507363846118392,roc_auc
split0_validation,tolokers,GAT,BASE,5,3,0.8297734180338314,roc_auc
split0_validation,tolokers,GAT,BASE,6,3,0.8355010045305549,roc_auc
split0_validation,tolokers,GAT,BASE,7,3,0.8305461338452236,roc_auc
split0_validation,tolokers,GAT,BASE,8,3,0.8365753506367449,roc_auc
split0_validation,tolokers,GAT,BASE,9,3,0.8423558071626688,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,0,4,0.8402311775917838,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,1,3,0.8371203186300425,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,2,3,0.8396601134943293,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,3,5,0.8485538013550996,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,4,2,0.8395448839435077,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,5,5,0.8336973231497523,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,6,5,0.8402030480249656,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,7,3,0.8314801710277663,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,8,4,0.8477112699923273,roc_auc
per_split_validation,tolokers,GAT-sep,BASE,9,5,0.8455961299138625,roc_auc
mean_validation,tolokers,GAT-sep,BASE,0,5,0.8253387748794156,roc_auc
mean_validation,tolokers,GAT-sep,BASE,1,5,0.8372572384492543,roc_auc
mean_validation,tolokers,GAT-sep,BASE,2,5,0.8423537737000074,roc_auc
mean_validation,tolokers,GAT-sep,BASE,3,5,0.8485538013550996,roc_auc
mean_validation,tolokers,GAT-sep,BASE,4,5,0.8469216086587552,roc_auc
mean_validation,tolokers,GAT-sep,BASE,5,5,0.8336973231497523,roc_auc
mean_validation,tolokers,GAT-sep,BASE,6,5,0.8402030480249656,roc_auc
mean_validation,tolokers,GAT-sep,BASE,7,5,0.8324406432249092,roc_auc
mean_validation,tolokers,GAT-sep,BASE,8,5,0.8386203362533857,roc_auc
mean_validation,tolokers,GAT-sep,BASE,9,5,0.8455961299138625,roc_auc
split0_validation,tolokers,GAT-sep,BASE,0,4,0.8402311775917838,roc_auc
split0_validation,tolokers,GAT-sep,BASE,1,4,0.833990819593904,roc_auc
split0_validation,tolokers,GAT-sep,BASE,2,4,0.8416237606045078,roc_auc
split0_validation,tolokers,GAT-sep,BASE,3,4,0.8457984594486876,roc_auc
split0_validation,tolokers,GAT-sep,BASE,4,4,0.8410998050587128,roc_auc
split0_validation,tolokers,GAT-sep,BASE,5,4,0.8255350040262561,roc_auc
split0_validation,tolokers,GAT-sep,BASE,6,4,0.8409479731799832,roc_auc
split0_validation,tolokers,GAT-sep,BASE,7,4,0.8331652337533111,roc_auc
split0_validation,tolokers,GAT-sep,BASE,8,4,0.8477112699923273,roc_auc
split0_validation,tolokers,GAT-sep,BASE,9,4,0.8438188835476603,roc_auc
per_split_validation,tolokers,GT,BASE,0,5,0.8285272443327396,roc_auc
per_split_validation,tolokers,GT,BASE,1,5,0.8319444783354888,roc_auc
per_split_validation,tolokers,GT,BASE,2,5,0.8264392170897624,roc_auc
per_split_validation,tolokers,GT,BASE,3,5,0.8314727149980072,roc_auc
per_split_validation,tolokers,GT,BASE,4,5,0.8331970913350089,roc_auc
per_split_validation,tolokers,GT,BASE,5,5,0.8213440374807837,roc_auc
per_split_validation,tolokers,GT,BASE,6,5,0.8345466327213966,roc_auc
per_split_validation,tolokers,GT,BASE,7,3,0.8142919889704985,roc_auc
per_split_validation,tolokers,GT,BASE,8,5,0.8293192780394166,roc_auc
per_split_validation,tolokers,GT,BASE,9,5,0.8410879431931871,roc_auc
mean_validation,tolokers,GT,BASE,0,5,0.8285272443327396,roc_auc
mean_validation,tolokers,GT,BASE,1,5,0.8319444783354888,roc_auc
mean_validation,tolokers,GT,BASE,2,5,0.8264392170897624,roc_auc
mean_validation,tolokers,GT,BASE,3,5,0.8314727149980072,roc_auc
mean_validation,tolokers,GT,BASE,4,5,0.8331970913350089,roc_auc
mean_validation,tolokers,GT,BASE,5,5,0.8213440374807837,roc_auc
mean_validation,tolokers,GT,BASE,6,5,0.8345466327213966,roc_auc
mean_validation,tolokers,GT,BASE,7,5,0.8210403737233244,roc_auc
mean_validation,tolokers,GT,BASE,8,5,0.8293192780394166,roc_auc
mean_validation,tolokers,GT,BASE,9,5,0.8410879431931871,roc_auc
split0_validation,tolokers,GT,BASE,0,5,0.8285272443327396,roc_auc
split0_validation,tolokers,GT,BASE,1,5,0.8319444783354888,roc_auc
split0_validation,tolokers,GT,BASE,2,5,0.8264392170897624,roc_auc
split0_validation,tolokers,GT,BASE,3,5,0.8314727149980072,roc_auc
split0_validation,tolokers,GT,BASE,4,5,0.8331970913350089,roc_auc
split0_validation,tolokers,GT,BASE,5,5,0.8213440374807837,roc_auc
split0_validation,tolokers,GT,BASE,6,5,0.8345466327213966,roc_auc
split0_validation,tolokers,GT,BASE,7,5,0.8210403737233244,roc_auc
split0_validation,tolokers,GT,BASE,8,5,0.8293192780394166,roc_auc
split0_validation,tolokers,GT,BASE,9,5,0.8410879431931871,roc_auc
per_split_validation,tolokers,GT-sep,BASE,0,3,0.8291386387729816,roc_auc
per_split_validation,tolokers,GT-sep,BASE,1,4,0.8259959222295427,roc_auc
per_split_validation,tolokers,GT-sep,BASE,2,5,0.8322372969587533,roc_auc
per_split_validation,tolokers,GT-sep,BASE,3,4,0.8362771094463831,roc_auc
per_split_validation,tolokers,GT-sep,BASE,4,5,0.838690151804766,roc_auc
per_split_validation,tolokers,GT-sep,BASE,5,3,0.8191939896266291,roc_auc
per_split_validation,tolokers,GT-sep,BASE,6,5,0.8372152135542488,roc_auc
per_split_validation,tolokers,GT-sep,BASE,7,3,0.8126367503639899,roc_auc
per_split_validation,tolokers,GT-sep,BASE,8,5,0.8338871129981645,roc_auc
per_split_validation,tolokers,GT-sep,BASE,9,3,0.8362666032226318,roc_auc
mean_validation,tolokers,GT-sep,BASE,0,5,0.8307233840072229,roc_auc
mean_validation,tolokers,GT-sep,BASE,1,5,0.8256976810391807,roc_auc
mean_validation,tolokers,GT-sep,BASE,2,5,0.8322372969587533,roc_auc
mean_validation,tolokers,GT-sep,BASE,3,5,0.8338728787595335,roc_auc
mean_validation,tolokers,GT-sep,BASE,4,5,0.838690151804766,roc_auc
mean_validation,tolokers,GT-sep,BASE,5,5,0.8139157983781101,roc_auc
mean_validation,tolokers,GT-sep,BASE,6,5,0.8372152135542488,roc_auc
mean_validation,tolokers,GT-sep,BASE,7,5,0.8154747864186386,roc_auc
mean_validation,tolokers,GT-sep,BASE,8,5,0.8338871129981645,roc_auc
mean_validation,tolokers,GT-sep,BASE,9,5,0.831197180807366,roc_auc
split0_validation,tolokers,GT-sep,BASE,0,3,0.8291386387729816,roc_auc
split0_validation,tolokers,GT-sep,BASE,1,3,0.8286109552123071,roc_auc
split0_validation,tolokers,GT-sep,BASE,2,3,0.8329781551884479,roc_auc
split0_validation,tolokers,GT-sep,BASE,3,3,0.8340565682199611,roc_auc
split0_validation,tolokers,GT-sep,BASE,4,3,0.8361659468208846,roc_auc
split0_validation,tolokers,GT-sep,BASE,5,3,0.8191939896266291,roc_auc
split0_validation,tolokers,GT-sep,BASE,6,3,0.8335543029425561,roc_auc
split0_validation,tolokers,GT-sep,BASE,7,3,0.8126367503639899,roc_auc
split0_validation,tolokers,GT-sep,BASE,8,3,0.8279134775193925,roc_auc
split0_validation,tolokers,GT-sep,BASE,9,3,0.8362666032226318,roc_auc
per_split_validation,tolokers,ResNet,BASE,0,2,0.7203771937673014,roc_auc
per_split_validation,tolokers,ResNet,BASE,1,2,0.7293705212984879,roc_auc
per_split_validation,tolokers,ResNet,BASE,2,4,0.7434190370063092,roc_auc
per_split_validation,tolokers,ResNet,BASE,3,1,0.7333154388619116,roc_auc
per_split_validation,tolokers,ResNet,BASE,4,5,0.7279779382857638,roc_auc
per_split_validation,tolokers,ResNet,BASE,5,4,0.7149664885353374,roc_auc
per_split_validation,tolokers,ResNet,BASE,6,5,0.7416844933559997,roc_auc
per_split_validation,tolokers,ResNet,BASE,7,3,0.7078225952948387,roc_auc
per_split_validation,tolokers,ResNet,BASE,8,1,0.7307444642368144,roc_auc
per_split_validation,tolokers,ResNet,BASE,9,4,0.741405231150479,roc_auc
mean_validation,tolokers,ResNet,BASE,0,2,0.7203771937673014,roc_auc
mean_validation,tolokers,ResNet,BASE,1,2,0.7293705212984879,roc_auc
mean_validation,tolokers,ResNet,BASE,2,2,0.7423596029596371,roc_auc
mean_validation,tolokers,ResNet,BASE,3,2,0.7338231267064141,roc_auc
mean_validation,tolokers,ResNet,BASE,4,2,0.7340254562412392,roc_auc
mean_validation,tolokers,ResNet,BASE,5,2,0.7151745795477037,roc_auc
mean_validation,tolokers,ResNet,BASE,6,2,0.7403762990437304,roc_auc
mean_validation,tolokers,ResNet,BASE,7,2,0.7094205580363799,roc_auc
mean_validation,tolokers,ResNet,BASE,8,2,0.7263698082309146,roc_auc
mean_validation,tolokers,ResNet,BASE,9,2,0.7370753113231335,roc_auc
split0_validation,tolokers,ResNet,BASE,0,2,0.7203771937673014,roc_auc
split0_validation,tolokers,ResNet,BASE,1,2,0.7293705212984879,roc_auc
split0_validation,tolokers,ResNet,BASE,2,2,0.7423596029596371,roc_auc
split0_validation,tolokers,ResNet,BASE,3,2,0.7338231267064141,roc_auc
split0_validation,tolokers,ResNet,BASE,4,2,0.7340254562412392,roc_auc
split0_validation,tolokers,ResNet,BASE,5,2,0.7151745795477037,roc_auc
split0_validation,tolokers,ResNet,BASE,6,2,0.7403762990437304,roc_auc
split0_validation,tolokers,ResNet,BASE,7,2,0.7094205580363799,roc_auc
split0_validation,tolokers,ResNet,BASE,8,2,0.7263698082309146,roc_auc
split0_validation,tolokers,ResNet,BASE,9,2,0.7370753113231335,roc_auc
per_split_validation,tolokers,TAG,BASE,0,3,0.848994046021327,roc_auc
per_split_validation,tolokers,TAG,BASE,1,2,0.8515375689004933,roc_auc
per_split_validation,tolokers,TAG,BASE,2,2,0.8567100200906111,roc_auc
per_split_validation,tolokers,TAG,BASE,3,5,0.8526790192745147,roc_auc
per_split_validation,tolokers,TAG,BASE,4,4,0.859613804771317,roc_auc
per_split_validation,tolokers,TAG,BASE,5,5,0.8294765324852439,roc_auc
per_split_validation,tolokers,TAG,BASE,6,5,0.8437460178022878,roc_auc
per_split_validation,tolokers,TAG,BASE,7,2,0.8416671411412878,roc_auc
per_split_validation,tolokers,TAG,BASE,8,5,0.8478776750201313,roc_auc
per_split_validation,tolokers,TAG,BASE,9,5,0.8491648568848978,roc_auc
mean_validation,tolokers,TAG,BASE,0,5,0.8494644537170343,roc_auc
mean_validation,tolokers,TAG,BASE,1,5,0.8460722990871108,roc_auc
mean_validation,tolokers,TAG,BASE,2,5,0.8521286287141195,roc_auc
mean_validation,tolokers,TAG,BASE,3,5,0.8526790192745147,roc_auc
mean_validation,tolokers,TAG,BASE,4,5,0.857860282136166,roc_auc
mean_validation,tolokers,TAG,BASE,5,5,0.8294765324852439,roc_auc
mean_validation,tolokers,TAG,BASE,6,5,0.8437460178022878,roc_auc
mean_validation,tolokers,TAG,BASE,7,5,0.8379655612763639,roc_auc
mean_validation,tolokers,TAG,BASE,8,5,0.8478776750201313,roc_auc
mean_validation,tolokers,TAG,BASE,9,5,0.8491648568848978,roc_auc
split0_validation,tolokers,TAG,BASE,0,3,0.848994046021327,roc_auc
split0_validation,tolokers,TAG,BASE,1,3,0.8474259073988217,roc_auc
split0_validation,tolokers,TAG,BASE,2,3,0.8520167882677339,roc_auc
split0_validation,tolokers,TAG,BASE,3,3,0.8477661734841893,roc_auc
split0_validation,tolokers,TAG,BASE,4,3,0.8561562404257801,roc_auc
split0_validation,tolokers,TAG,BASE,5,3,0.8256210872789288,roc_auc
split0_validation,tolokers,TAG,BASE,6,3,0.8396919710760272,roc_auc
split0_validation,tolokers,TAG,BASE,7,3,0.8337122352092705,roc_auc
split0_validation,tolokers,TAG,BASE,8,3,0.8439927446052236,roc_auc
split0_validation,tolokers,TAG,BASE,9,3,0.8419487757199136,roc_auc
per_split_validation,tolokers,GCN,ENS,0,3,0.8380567281856905,roc_auc
per_split_validation,tolokers,GCN,ENS,1,4,0.8452873824997492,roc_auc
per_split_validation,tolokers,GCN,ENS,2,3,0.8508021332378962,roc_auc
per_split_validation,tolokers,GCN,ENS,3,3,0.8450508230101212,roc_auc
per_split_validation,tolokers,GCN,ENS,4,3,0.8519408723283689,roc_auc
per_split_validation,tolokers,GCN,ENS,5,5,0.8259810101700246,roc_auc
per_split_validation,tolokers,GCN,ENS,6,4,0.8347187992267419,roc_auc
per_split_validation,tolokers,GCN,ENS,7,5,0.8304119253095609,roc_auc
per_split_validation,tolokers,GCN,ENS,8,3,0.8436924699522,roc_auc
per_split_validation,tolokers,GCN,ENS,9,3,0.8446742935072892,roc_auc
mean_validation,tolokers,GCN,ENS,0,3,0.8380567281856905,roc_auc
mean_validation,tolokers,GCN,ENS,1,3,0.8489313475892624,roc_auc
mean_validation,tolokers,GCN,ENS,2,3,0.8508021332378962,roc_auc
mean_validation,tolokers,GCN,ENS,3,3,0.8450508230101212,roc_auc
mean_validation,tolokers,GCN,ENS,4,3,0.8519408723283689,roc_auc
mean_validation,tolokers,GCN,ENS,5,3,0.8292670858311033,roc_auc
mean_validation,tolokers,GCN,ENS,6,3,0.8373277318215215,roc_auc
mean_validation,tolokers,GCN,ENS,7,3,0.8318123032624876,roc_auc
mean_validation,tolokers,GCN,ENS,8,3,0.8436924699522,roc_auc
mean_validation,tolokers,GCN,ENS,9,3,0.8446742935072892,roc_auc
split0_validation,tolokers,GCN,ENS,0,3,0.8380567281856905,roc_auc
split0_validation,tolokers,GCN,ENS,1,3,0.8489313475892624,roc_auc
split0_validation,tolokers,GCN,ENS,2,3,0.8508021332378962,roc_auc
split0_validation,tolokers,GCN,ENS,3,3,0.8450508230101212,roc_auc
split0_validation,tolokers,GCN,ENS,4,3,0.8519408723283689,roc_auc
split0_validation,tolokers,GCN,ENS,5,3,0.8292670858311033,roc_auc
split0_validation,tolokers,GCN,ENS,6,3,0.8373277318215215,roc_auc
split0_validation,tolokers,GCN,ENS,7,3,0.8318123032624876,roc_auc
split0_validation,tolokers,GCN,ENS,8,3,0.8436924699522,roc_auc
split0_validation,tolokers,GCN,ENS,9,3,0.8446742935072892,roc_auc
per_split_validation,tolokers,SAGE,ENS,0,4,0.8288959788953688,roc_auc
per_split_validation,tolokers,SAGE,ENS,1,4,0.8327544742956762,roc_auc
per_split_validation,tolokers,SAGE,ENS,2,3,0.8341806094423163,roc_auc
per_split_validation,tolokers,SAGE,ENS,3,5,0.836852579379604,roc_auc
per_split_validation,tolokers,SAGE,ENS,4,5,0.8331882796634754,roc_auc
per_split_validation,tolokers,SAGE,ENS,5,5,0.8268079516523918,roc_auc
per_split_validation,tolokers,SAGE,ENS,6,5,0.8319688798874275,roc_auc
per_split_validation,tolokers,SAGE,ENS,7,2,0.8225532699435241,roc_auc
per_split_validation,tolokers,SAGE,ENS,8,2,0.8265347898348557,roc_auc
per_split_validation,tolokers,SAGE,ENS,9,5,0.8303505825192706,roc_auc
mean_validation,tolokers,SAGE,ENS,0,5,0.8289813843271545,roc_auc
mean_validation,tolokers,SAGE,ENS,1,5,0.8318455164859596,roc_auc
mean_validation,tolokers,SAGE,ENS,2,5,0.8365658611443243,roc_auc
mean_validation,tolokers,SAGE,ENS,3,5,0.836852579379604,roc_auc
mean_validation,tolokers,SAGE,ENS,4,5,0.8331882796634754,roc_auc
mean_validation,tolokers,SAGE,ENS,5,5,0.8268079516523918,roc_auc
mean_validation,tolokers,SAGE,ENS,6,5,0.8319688798874275,roc_auc
mean_validation,tolokers,SAGE,ENS,7,5,0.8296195526924401,roc_auc
mean_validation,tolokers,SAGE,ENS,8,5,0.8298378110181142,roc_auc
mean_validation,tolokers,SAGE,ENS,9,5,0.8303505825192706,roc_auc
split0_validation,tolokers,SAGE,ENS,0,4,0.8288959788953688,roc_auc
split0_validation,tolokers,SAGE,ENS,1,4,0.8327544742956762,roc_auc
split0_validation,tolokers,SAGE,ENS,2,4,0.8264100707916134,roc_auc
split0_validation,tolokers,SAGE,ENS,3,4,0.835792467512045,roc_auc
split0_validation,tolokers,SAGE,ENS,4,4,0.8315465974747105,roc_auc
split0_validation,tolokers,SAGE,ENS,5,4,0.8257613962025763,roc_auc
split0_validation,tolokers,SAGE,ENS,6,4,0.8300289565083006,roc_auc
split0_validation,tolokers,SAGE,ENS,7,4,0.828220530381288,roc_auc
split0_validation,tolokers,SAGE,ENS,8,4,0.8303136412809188,roc_auc
split0_validation,tolokers,SAGE,ENS,9,4,0.8291942200857307,roc_auc
per_split_validation,tolokers,GAT,ENS,0,3,0.8442906468851419,roc_auc
per_split_validation,tolokers,GAT,ENS,1,4,0.845945546581207,roc_auc
per_split_validation,tolokers,GAT,ENS,2,2,0.8462248087867279,roc_auc
per_split_validation,tolokers,GAT,ENS,3,2,0.8484561951473446,roc_auc
per_split_validation,tolokers,GAT,ENS,4,2,0.8568543959395818,roc_auc
per_split_validation,tolokers,GAT,ENS,5,3,0.837354844657009,roc_auc
per_split_validation,tolokers,GAT,ENS,6,3,0.8430742973030863,roc_auc
per_split_validation,tolokers,GAT,ENS,7,3,0.8358921071824613,roc_auc
per_split_validation,tolokers,GAT,ENS,8,3,0.8507085939554646,roc_auc
per_split_validation,tolokers,GAT,ENS,9,2,0.843923267964287,roc_auc
mean_validation,tolokers,GAT,ENS,0,3,0.8442906468851419,roc_auc
mean_validation,tolokers,GAT,ENS,1,3,0.8473832046829289,roc_auc
mean_validation,tolokers,GAT,ENS,2,3,0.8401562783837497,roc_auc
mean_validation,tolokers,GAT,ENS,3,3,0.853432756101066,roc_auc
