Loading data...

============================================================
Training TABM-minesweeper GCN 1L h=256 lr=3e-05 split=9
============================================================
Training for 5000 steps
Step    1 | loss 0.7700 | val_acc=0.7916 val_roc_auc=0.5862 val_loss=0.5798 val_metric_name=roc_auc val_metric=0.5862
Step   50 | loss 0.4759 | val_acc=0.8064 val_roc_auc=0.7874 val_loss=0.4215 val_metric_name=roc_auc val_metric=0.7874
Step  100 | loss 0.4499 | val_acc=0.8120 val_roc_auc=0.8061 val_loss=0.4051 val_metric_name=roc_auc val_metric=0.8061
Step  150 | loss 0.4347 | val_acc=0.8156 val_roc_auc=0.8150 val_loss=0.3950 val_metric_name=roc_auc val_metric=0.8150
Step  200 | loss 0.4262 | val_acc=0.8196 val_roc_auc=0.8197 val_loss=0.3894 val_metric_name=roc_auc val_metric=0.8197
Step  250 | loss 0.4181 | val_acc=0.8208 val_roc_auc=0.8235 val_loss=0.3851 val_metric_name=roc_auc val_metric=0.8235
Step  300 | loss 0.4086 | val_acc=0.8244 val_roc_auc=0.8260 val_loss=0.3818 val_metric_name=roc_auc val_metric=0.8260
Step  350 | loss 0.4051 | val_acc=0.8248 val_roc_auc=0.8284 val_loss=0.3794 val_metric_name=roc_auc val_metric=0.8284
Step  400 | loss 0.3993 | val_acc=0.8236 val_roc_auc=0.8308 val_loss=0.3768 val_metric_name=roc_auc val_metric=0.8308
Step  450 | loss 0.3984 | val_acc=0.8208 val_roc_auc=0.8331 val_loss=0.3743 val_metric_name=roc_auc val_metric=0.8331
Step  500 | loss 0.3921 | val_acc=0.8220 val_roc_auc=0.8356 val_loss=0.3719 val_metric_name=roc_auc val_metric=0.8356
Step  550 | loss 0.3875 | val_acc=0.8236 val_roc_auc=0.8379 val_loss=0.3694 val_metric_name=roc_auc val_metric=0.8379
Step  600 | loss 0.3849 | val_acc=0.8248 val_roc_auc=0.8401 val_loss=0.3668 val_metric_name=roc_auc val_metric=0.8401
Step  650 | loss 0.3817 | val_acc=0.8252 val_roc_auc=0.8424 val_loss=0.3641 val_metric_name=roc_auc val_metric=0.8424
Step  700 | loss 0.3789 | val_acc=0.8256 val_roc_auc=0.8446 val_loss=0.3616 val_metric_name=roc_auc val_metric=0.8446
Step  750 | loss 0.3767 | val_acc=0.8256 val_roc_auc=0.8469 val_loss=0.3591 val_metric_name=roc_auc val_metric=0.8469
Step  800 | loss 0.3757 | val_acc=0.8256 val_roc_auc=0.8488 val_loss=0.3564 val_metric_name=roc_auc val_metric=0.8488
Step  850 | loss 0.3715 | val_acc=0.8256 val_roc_auc=0.8505 val_loss=0.3544 val_metric_name=roc_auc val_metric=0.8505
Step  900 | loss 0.3686 | val_acc=0.8260 val_roc_auc=0.8522 val_loss=0.3525 val_metric_name=roc_auc val_metric=0.8522
Step  950 | loss 0.3674 | val_acc=0.8260 val_roc_auc=0.8535 val_loss=0.3505 val_metric_name=roc_auc val_metric=0.8535
Step 1000 | loss 0.3666 | val_acc=0.8264 val_roc_auc=0.8550 val_loss=0.3490 val_metric_name=roc_auc val_metric=0.8550
Step 1050 | loss 0.3681 | val_acc=0.8260 val_roc_auc=0.8559 val_loss=0.3477 val_metric_name=roc_auc val_metric=0.8559
Step 1100 | loss 0.3647 | val_acc=0.8264 val_roc_auc=0.8570 val_loss=0.3466 val_metric_name=roc_auc val_metric=0.8570
Step 1150 | loss 0.3621 | val_acc=0.8268 val_roc_auc=0.8577 val_loss=0.3455 val_metric_name=roc_auc val_metric=0.8577
Step 1200 | loss 0.3614 | val_acc=0.8276 val_roc_auc=0.8585 val_loss=0.3447 val_metric_name=roc_auc val_metric=0.8585
Step 1250 | loss 0.3604 | val_acc=0.8276 val_roc_auc=0.8591 val_loss=0.3439 val_metric_name=roc_auc val_metric=0.8591
Step 1300 | loss 0.3608 | val_acc=0.8280 val_roc_auc=0.8595 val_loss=0.3435 val_metric_name=roc_auc val_metric=0.8595
Step 1350 | loss 0.3590 | val_acc=0.8280 val_roc_auc=0.8600 val_loss=0.3427 val_metric_name=roc_auc val_metric=0.8600
Step 1400 | loss 0.3578 | val_acc=0.8280 val_roc_auc=0.8605 val_loss=0.3422 val_metric_name=roc_auc val_metric=0.8605
Step 1450 | loss 0.3591 | val_acc=0.8280 val_roc_auc=0.8609 val_loss=0.3416 val_metric_name=roc_auc val_metric=0.8609
Step 1500 | loss 0.3573 | val_acc=0.8284 val_roc_auc=0.8613 val_loss=0.3412 val_metric_name=roc_auc val_metric=0.8613
Step 1550 | loss 0.3566 | val_acc=0.8280 val_roc_auc=0.8616 val_loss=0.3408 val_metric_name=roc_auc val_metric=0.8616
Step 1600 | loss 0.3569 | val_acc=0.8280 val_roc_auc=0.8621 val_loss=0.3403 val_metric_name=roc_auc val_metric=0.8621
Step 1650 | loss 0.3555 | val_acc=0.8284 val_roc_auc=0.8620 val_loss=0.3400 val_metric_name=roc_auc val_metric=0.8620
Step 1700 | loss 0.3530 | val_acc=0.8276 val_roc_auc=0.8625 val_loss=0.3396 val_metric_name=roc_auc val_metric=0.8625
Step 1750 | loss 0.3548 | val_acc=0.8284 val_roc_auc=0.8627 val_loss=0.3394 val_metric_name=roc_auc val_metric=0.8627
Step 1800 | loss 0.3531 | val_acc=0.8276 val_roc_auc=0.8629 val_loss=0.3393 val_metric_name=roc_auc val_metric=0.8629
Step 1850 | loss 0.3565 | val_acc=0.8276 val_roc_auc=0.8629 val_loss=0.3389 val_metric_name=roc_auc val_metric=0.8629
Step 1900 | loss 0.3528 | val_acc=0.8280 val_roc_auc=0.8629 val_loss=0.3388 val_metric_name=roc_auc val_metric=0.8629
Step 1950 | loss 0.3536 | val_acc=0.8280 val_roc_auc=0.8630 val_loss=0.3388 val_metric_name=roc_auc val_metric=0.8630
Step 2000 | loss 0.3523 | val_acc=0.8260 val_roc_auc=0.8631 val_loss=0.3384 val_metric_name=roc_auc val_metric=0.8631
Step 2050 | loss 0.3518 | val_acc=0.8280 val_roc_auc=0.8631 val_loss=0.3383 val_metric_name=roc_auc val_metric=0.8631
Step 2100 | loss 0.3526 | val_acc=0.8252 val_roc_auc=0.8632 val_loss=0.3381 val_metric_name=roc_auc val_metric=0.8632
Step 2150 | loss 0.3520 | val_acc=0.8260 val_roc_auc=0.8632 val_loss=0.3380 val_metric_name=roc_auc val_metric=0.8632
Step 2200 | loss 0.3524 | val_acc=0.8256 val_roc_auc=0.8635 val_loss=0.3378 val_metric_name=roc_auc val_metric=0.8635
Step 2250 | loss 0.3505 | val_acc=0.8264 val_roc_auc=0.8636 val_loss=0.3376 val_metric_name=roc_auc val_metric=0.8636
Step 2300 | loss 0.3504 | val_acc=0.8264 val_roc_auc=0.8638 val_loss=0.3375 val_metric_name=roc_auc val_metric=0.8638
Step 2350 | loss 0.3511 | val_acc=0.8260 val_roc_auc=0.8639 val_loss=0.3373 val_metric_name=roc_auc val_metric=0.8639
Step 2400 | loss 0.3512 | val_acc=0.8264 val_roc_auc=0.8638 val_loss=0.3374 val_metric_name=roc_auc val_metric=0.8638
Step 2450 | loss 0.3498 | val_acc=0.8264 val_roc_auc=0.8638 val_loss=0.3374 val_metric_name=roc_auc val_metric=0.8638
Step 2500 | loss 0.3492 | val_acc=0.8264 val_roc_auc=0.8640 val_loss=0.3371 val_metric_name=roc_auc val_metric=0.8640
Step 2550 | loss 0.3484 | val_acc=0.8260 val_roc_auc=0.8639 val_loss=0.3371 val_metric_name=roc_auc val_metric=0.8639
Step 2600 | loss 0.3475 | val_acc=0.8272 val_roc_auc=0.8639 val_loss=0.3371 val_metric_name=roc_auc val_metric=0.8639
Step 2650 | loss 0.3471 | val_acc=0.8256 val_roc_auc=0.8640 val_loss=0.3370 val_metric_name=roc_auc val_metric=0.8640
