Loading data...

============================================================
Training TABM-minesweeper TAG 1L h=256 lr=3e-05 split=8
============================================================
Training for 5000 steps
Step    1 | loss 0.7930 | val_acc=0.6800 val_roc_auc=0.3810 val_loss=0.6487 val_metric_name=roc_auc val_metric=0.3810
Step   50 | loss 0.4874 | val_acc=0.8000 val_roc_auc=0.7749 val_loss=0.4574 val_metric_name=roc_auc val_metric=0.7749
Step  100 | loss 0.4383 | val_acc=0.8016 val_roc_auc=0.8178 val_loss=0.4088 val_metric_name=roc_auc val_metric=0.8178
Step  150 | loss 0.4158 | val_acc=0.8040 val_roc_auc=0.8418 val_loss=0.3814 val_metric_name=roc_auc val_metric=0.8418
Step  200 | loss 0.3956 | val_acc=0.8116 val_roc_auc=0.8597 val_loss=0.3605 val_metric_name=roc_auc val_metric=0.8597
Step  250 | loss 0.3778 | val_acc=0.8220 val_roc_auc=0.8763 val_loss=0.3425 val_metric_name=roc_auc val_metric=0.8763
Step  300 | loss 0.3647 | val_acc=0.8300 val_roc_auc=0.8877 val_loss=0.3265 val_metric_name=roc_auc val_metric=0.8877
Step  350 | loss 0.3539 | val_acc=0.8384 val_roc_auc=0.8944 val_loss=0.3183 val_metric_name=roc_auc val_metric=0.8944
Step  400 | loss 0.3438 | val_acc=0.8424 val_roc_auc=0.8981 val_loss=0.3107 val_metric_name=roc_auc val_metric=0.8981
Step  450 | loss 0.3413 | val_acc=0.8448 val_roc_auc=0.9009 val_loss=0.3088 val_metric_name=roc_auc val_metric=0.9009
Step  500 | loss 0.3312 | val_acc=0.8504 val_roc_auc=0.9029 val_loss=0.3045 val_metric_name=roc_auc val_metric=0.9029
Step  550 | loss 0.3328 | val_acc=0.8508 val_roc_auc=0.9041 val_loss=0.3023 val_metric_name=roc_auc val_metric=0.9041
Step  600 | loss 0.3266 | val_acc=0.8528 val_roc_auc=0.9051 val_loss=0.3005 val_metric_name=roc_auc val_metric=0.9051
Step  650 | loss 0.3222 | val_acc=0.8544 val_roc_auc=0.9066 val_loss=0.2986 val_metric_name=roc_auc val_metric=0.9066
Step  700 | loss 0.3198 | val_acc=0.8568 val_roc_auc=0.9072 val_loss=0.2960 val_metric_name=roc_auc val_metric=0.9072
Step  750 | loss 0.3185 | val_acc=0.8560 val_roc_auc=0.9078 val_loss=0.2956 val_metric_name=roc_auc val_metric=0.9078
Step  800 | loss 0.3166 | val_acc=0.8588 val_roc_auc=0.9089 val_loss=0.2925 val_metric_name=roc_auc val_metric=0.9089
