Loading data...

============================================================
Training TABM-minesweeper GAT 1L h=256 lr=3e-05 split=2
============================================================
Training for 5000 steps
Step    1 | loss 0.9497 | val_acc=0.6008 val_roc_auc=0.6777 val_loss=0.6714 val_metric_name=roc_auc val_metric=0.6777
Step   50 | loss 0.4644 | val_acc=0.8052 val_roc_auc=0.8093 val_loss=0.4096 val_metric_name=roc_auc val_metric=0.8093
Step  100 | loss 0.4386 | val_acc=0.8184 val_roc_auc=0.8213 val_loss=0.3976 val_metric_name=roc_auc val_metric=0.8213
Step  150 | loss 0.4215 | val_acc=0.8184 val_roc_auc=0.8294 val_loss=0.3819 val_metric_name=roc_auc val_metric=0.8294
Step  200 | loss 0.4060 | val_acc=0.8216 val_roc_auc=0.8375 val_loss=0.3676 val_metric_name=roc_auc val_metric=0.8375
Step  250 | loss 0.3917 | val_acc=0.8224 val_roc_auc=0.8413 val_loss=0.3604 val_metric_name=roc_auc val_metric=0.8413
Step  300 | loss 0.3880 | val_acc=0.8220 val_roc_auc=0.8448 val_loss=0.3558 val_metric_name=roc_auc val_metric=0.8448
Step  350 | loss 0.3797 | val_acc=0.8244 val_roc_auc=0.8477 val_loss=0.3519 val_metric_name=roc_auc val_metric=0.8477
Step  400 | loss 0.3741 | val_acc=0.8248 val_roc_auc=0.8510 val_loss=0.3487 val_metric_name=roc_auc val_metric=0.8510
Step  450 | loss 0.3687 | val_acc=0.8260 val_roc_auc=0.8538 val_loss=0.3462 val_metric_name=roc_auc val_metric=0.8538
Step  500 | loss 0.3660 | val_acc=0.8272 val_roc_auc=0.8562 val_loss=0.3438 val_metric_name=roc_auc val_metric=0.8562
Step  550 | loss 0.3616 | val_acc=0.8300 val_roc_auc=0.8584 val_loss=0.3417 val_metric_name=roc_auc val_metric=0.8584
Step  600 | loss 0.3598 | val_acc=0.8308 val_roc_auc=0.8605 val_loss=0.3398 val_metric_name=roc_auc val_metric=0.8605
Step  650 | loss 0.3549 | val_acc=0.8328 val_roc_auc=0.8619 val_loss=0.3387 val_metric_name=roc_auc val_metric=0.8619
Step  700 | loss 0.3540 | val_acc=0.8328 val_roc_auc=0.8627 val_loss=0.3376 val_metric_name=roc_auc val_metric=0.8627
Step  750 | loss 0.3503 | val_acc=0.8332 val_roc_auc=0.8634 val_loss=0.3369 val_metric_name=roc_auc val_metric=0.8634
Step  800 | loss 0.3501 | val_acc=0.8320 val_roc_auc=0.8640 val_loss=0.3362 val_metric_name=roc_auc val_metric=0.8640
Step  850 | loss 0.3477 | val_acc=0.8336 val_roc_auc=0.8648 val_loss=0.3356 val_metric_name=roc_auc val_metric=0.8648
Step  900 | loss 0.3479 | val_acc=0.8336 val_roc_auc=0.8654 val_loss=0.3350 val_metric_name=roc_auc val_metric=0.8654
Step  950 | loss 0.3457 | val_acc=0.8352 val_roc_auc=0.8654 val_loss=0.3349 val_metric_name=roc_auc val_metric=0.8654
Step 1000 | loss 0.3441 | val_acc=0.8356 val_roc_auc=0.8657 val_loss=0.3347 val_metric_name=roc_auc val_metric=0.8657
Step 1050 | loss 0.3413 | val_acc=0.8356 val_roc_auc=0.8660 val_loss=0.3341 val_metric_name=roc_auc val_metric=0.8660
Step 1100 | loss 0.3415 | val_acc=0.8356 val_roc_auc=0.8661 val_loss=0.3340 val_metric_name=roc_auc val_metric=0.8661
Step 1150 | loss 0.3394 | val_acc=0.8352 val_roc_auc=0.8665 val_loss=0.3338 val_metric_name=roc_auc val_metric=0.8665
Step 1200 | loss 0.3381 | val_acc=0.8356 val_roc_auc=0.8667 val_loss=0.3336 val_metric_name=roc_auc val_metric=0.8667
Step 1250 | loss 0.3384 | val_acc=0.8340 val_roc_auc=0.8668 val_loss=0.3335 val_metric_name=roc_auc val_metric=0.8668
Step 1300 | loss 0.3376 | val_acc=0.8344 val_roc_auc=0.8670 val_loss=0.3333 val_metric_name=roc_auc val_metric=0.8670
