epoch,train_mean_member_ce,valid_pooled_accuracy,valid_pooled_ce,train_step_seconds,validation_seconds,elapsed_seconds,is_selected_so_far
1,4.286332964897156,0.08449947834014893,3.358961820602417,0.23170297592878342,0.08568408340215683,0.3231274485588074,1
2,3.6764950156211853,0.277224063873291,2.9068710803985596,0.22338412702083588,0.0856950506567955,0.6380152925848961,1
3,3.4175981879234314,0.28779488801956177,2.82684326171875,0.22368816286325455,0.08550937473773956,0.9531587213277817,1
4,3.3121089339256287,0.13799120485782623,2.8834149837493896,0.22334084659814835,0.08552907407283783,1.2620552629232407,0
5,3.2278407216072083,0.08570756763219833,2.9433388710021973,0.22354727238416672,0.08563164621591568,1.571253053843975,0
6,3.1773915886878967,0.1609785556793213,2.915005683898926,0.2235957607626915,0.08561454713344574,1.880482017993927,0
7,3.137832522392273,0.2860162854194641,2.853424549102783,0.2234160304069519,0.08553054183721542,2.1894480288028717,0
8,3.103013277053833,0.29531189799308777,2.807849645614624,0.22349122911691666,0.08552439510822296,2.5041444301605225,1
9,3.077084243297577,0.29658710956573486,2.782747983932495,0.22333724051713943,0.08548267930746078,2.8191566839814186,1
10,3.048334002494812,0.2991039752960205,2.7655115127563477,0.22337234765291214,0.08563251793384552,3.133652836084366,1
11,3.018868327140808,0.3006812334060669,2.728494167327881,0.22327902168035507,0.08558965474367142,3.4485859498381615,1
12,2.984385073184967,0.30826535820961,2.663296699523926,0.22351107746362686,0.0856655091047287,3.7646086364984512,1
13,2.9458479285240173,0.3041377067565918,2.595782518386841,0.2259444072842598,0.08592458814382553,4.0766866132617,0
14,2.9055550694465637,0.3036007881164551,2.5423667430877686,0.22406532615423203,0.08555711060762405,4.3863329738378525,0
15,2.865169644355774,0.30870163440704346,2.4951603412628174,0.2246313914656639,0.08569314330816269,4.70246984064579,1
16,2.8224247694015503,0.3215208351612091,2.438624382019043,0.2236083671450615,0.08556816726922989,5.017498940229416,1
17,2.7796137928962708,0.3419242203235626,2.3750946521759033,0.22395536303520203,0.08554820716381073,5.332923032343388,1
18,2.7406280040740967,0.36118659377098083,2.317538261413574,0.22347281873226166,0.08559825271368027,5.648001343011856,1
19,2.7020082473754883,0.3753145933151245,2.2641170024871826,0.22339539229869843,0.08554419130086899,5.963604420423508,1
20,2.6623929142951965,0.3802812099456787,2.212724208831787,0.2232043743133545,0.085652194917202,6.28066448867321,1
21,2.624065577983856,0.38407328724861145,2.168827533721924,0.22352418303489685,0.08555734902620316,6.596166767179966,1
22,2.5864116549491882,0.3995435833930969,2.1284637451171875,0.22564046829938889,0.08560457825660706,6.914955072104931,1
23,2.5492777228355408,0.4136044681072235,2.093299388885498,0.22562716156244278,0.0857180505990982,7.232327878475189,1
24,2.513110101222992,0.422765851020813,2.0625667572021484,0.2244642823934555,0.08567530661821365,7.549189239740372,1
25,2.475583791732788,0.42860496044158936,2.0347118377685547,0.2241726815700531,0.08569101244211197,7.865410998463631,1
26,2.437516212463379,0.43897444009780884,2.0000429153442383,0.22689485549926758,0.08601068705320358,8.187276884913445,1
