Loading data...

============================================================
questions GAT-sep 1L h=256 lr=3e-05 split=9 (ensemble x4)
============================================================

  Training model seed 0 (seed=9000)
Training for 5000 steps
  [mseed=9000] Step    1 | loss 0.8037 | val_acc=0.3840 val_roc_auc=0.5776 val_loss=0.7270 val_metric_name=roc_auc val_metric=0.5776
  [mseed=9000] Step   50 | loss 0.1377 | val_acc=0.9702 val_roc_auc=0.5009 val_loss=0.1508 val_metric_name=roc_auc val_metric=0.5009
  [mseed=9000] Step  100 | loss 0.1345 | val_acc=0.9702 val_roc_auc=0.6052 val_loss=0.1474 val_metric_name=roc_auc val_metric=0.6052
  [mseed=9000] Step  150 | loss 0.1328 | val_acc=0.9702 val_roc_auc=0.6312 val_loss=0.1427 val_metric_name=roc_auc val_metric=0.6312
  [mseed=9000] Step  200 | loss 0.1307 | val_acc=0.9702 val_roc_auc=0.6524 val_loss=0.1397 val_metric_name=roc_auc val_metric=0.6524
  [mseed=9000] Step  250 | loss 0.1294 | val_acc=0.9702 val_roc_auc=0.6694 val_loss=0.1373 val_metric_name=roc_auc val_metric=0.6694
  [mseed=9000] Step  300 | loss 0.1271 | val_acc=0.9711 val_roc_auc=0.6831 val_loss=0.1355 val_metric_name=roc_auc val_metric=0.6831
  [mseed=9000] Step  350 | loss 0.1268 | val_acc=0.9714 val_roc_auc=0.6950 val_loss=0.1338 val_metric_name=roc_auc val_metric=0.6950
  [mseed=9000] Step  400 | loss 0.1255 | val_acc=0.9714 val_roc_auc=0.7030 val_loss=0.1326 val_metric_name=roc_auc val_metric=0.7030
  [mseed=9000] Step  450 | loss 0.1241 | val_acc=0.9713 val_roc_auc=0.7086 val_loss=0.1315 val_metric_name=roc_auc val_metric=0.7086
  [mseed=9000] Step  500 | loss 0.1223 | val_acc=0.9712 val_roc_auc=0.7141 val_loss=0.1305 val_metric_name=roc_auc val_metric=0.7141
  [mseed=9000] Step  550 | loss 0.1218 | val_acc=0.9712 val_roc_auc=0.7199 val_loss=0.1296 val_metric_name=roc_auc val_metric=0.7199
  [mseed=9000] Step  600 | loss 0.1207 | val_acc=0.9712 val_roc_auc=0.7256 val_loss=0.1287 val_metric_name=roc_auc val_metric=0.7256
  [mseed=9000] Step  650 | loss 0.1189 | val_acc=0.9713 val_roc_auc=0.7320 val_loss=0.1278 val_metric_name=roc_auc val_metric=0.7320
  [mseed=9000] Step  700 | loss 0.1172 | val_acc=0.9714 val_roc_auc=0.7384 val_loss=0.1269 val_metric_name=roc_auc val_metric=0.7384
  [mseed=9000] Step  750 | loss 0.1157 | val_acc=0.9714 val_roc_auc=0.7452 val_loss=0.1262 val_metric_name=roc_auc val_metric=0.7452
  [mseed=9000] Step  800 | loss 0.1155 | val_acc=0.9715 val_roc_auc=0.7511 val_loss=0.1254 val_metric_name=roc_auc val_metric=0.7511
  [mseed=9000] Step  850 | loss 0.1135 | val_acc=0.9716 val_roc_auc=0.7558 val_loss=0.1254 val_metric_name=roc_auc val_metric=0.7558
  [mseed=9000] Step  900 | loss 0.1123 | val_acc=0.9717 val_roc_auc=0.7593 val_loss=0.1252 val_metric_name=roc_auc val_metric=0.7593
  [mseed=9000] Step  950 | loss 0.1114 | val_acc=0.9719 val_roc_auc=0.7622 val_loss=0.1251 val_metric_name=roc_auc val_metric=0.7622
  [mseed=9000] Step 1000 | loss 0.1096 | val_acc=0.9720 val_roc_auc=0.7643 val_loss=0.1253 val_metric_name=roc_auc val_metric=0.7643
