Loading data...

============================================================
questions GCN 1L h=256 lr=3e-05 split=9 (ensemble x4)
============================================================

  Training model seed 0 (seed=9000)
Training for 5000 steps
  [mseed=9000] Step    1 | loss 0.6822 | val_acc=0.9215 val_roc_auc=0.4419 val_loss=0.5828 val_metric_name=roc_auc val_metric=0.4419
  [mseed=9000] Step   50 | loss 0.1393 | val_acc=0.9702 val_roc_auc=0.4965 val_loss=0.1450 val_metric_name=roc_auc val_metric=0.4965
  [mseed=9000] Step  100 | loss 0.1360 | val_acc=0.9702 val_roc_auc=0.6010 val_loss=0.1431 val_metric_name=roc_auc val_metric=0.6010
  [mseed=9000] Step  150 | loss 0.1342 | val_acc=0.9702 val_roc_auc=0.6374 val_loss=0.1400 val_metric_name=roc_auc val_metric=0.6374
  [mseed=9000] Step  200 | loss 0.1324 | val_acc=0.9702 val_roc_auc=0.6538 val_loss=0.1383 val_metric_name=roc_auc val_metric=0.6538
  [mseed=9000] Step  250 | loss 0.1314 | val_acc=0.9702 val_roc_auc=0.6666 val_loss=0.1368 val_metric_name=roc_auc val_metric=0.6666
  [mseed=9000] Step  300 | loss 0.1305 | val_acc=0.9702 val_roc_auc=0.6761 val_loss=0.1355 val_metric_name=roc_auc val_metric=0.6761
  [mseed=9000] Step  350 | loss 0.1286 | val_acc=0.9701 val_roc_auc=0.6832 val_loss=0.1345 val_metric_name=roc_auc val_metric=0.6832
  [mseed=9000] Step  400 | loss 0.1283 | val_acc=0.9703 val_roc_auc=0.6891 val_loss=0.1335 val_metric_name=roc_auc val_metric=0.6891
  [mseed=9000] Step  450 | loss 0.1276 | val_acc=0.9703 val_roc_auc=0.6938 val_loss=0.1326 val_metric_name=roc_auc val_metric=0.6938
  [mseed=9000] Step  500 | loss 0.1268 | val_acc=0.9704 val_roc_auc=0.6979 val_loss=0.1320 val_metric_name=roc_auc val_metric=0.6979
  [mseed=9000] Step  550 | loss 0.1259 | val_acc=0.9704 val_roc_auc=0.7013 val_loss=0.1313 val_metric_name=roc_auc val_metric=0.7013
  [mseed=9000] Step  600 | loss 0.1250 | val_acc=0.9706 val_roc_auc=0.7044 val_loss=0.1307 val_metric_name=roc_auc val_metric=0.7044
  [mseed=9000] Step  650 | loss 0.1240 | val_acc=0.9705 val_roc_auc=0.7071 val_loss=0.1302 val_metric_name=roc_auc val_metric=0.7071
  [mseed=9000] Step  700 | loss 0.1227 | val_acc=0.9705 val_roc_auc=0.7095 val_loss=0.1298 val_metric_name=roc_auc val_metric=0.7095
  [mseed=9000] Step  750 | loss 0.1226 | val_acc=0.9706 val_roc_auc=0.7118 val_loss=0.1295 val_metric_name=roc_auc val_metric=0.7118
  [mseed=9000] Step  800 | loss 0.1224 | val_acc=0.9706 val_roc_auc=0.7138 val_loss=0.1291 val_metric_name=roc_auc val_metric=0.7138
  [mseed=9000] Step  850 | loss 0.1212 | val_acc=0.9705 val_roc_auc=0.7153 val_loss=0.1289 val_metric_name=roc_auc val_metric=0.7153
  [mseed=9000] Step  900 | loss 0.1213 | val_acc=0.9705 val_roc_auc=0.7165 val_loss=0.1286 val_metric_name=roc_auc val_metric=0.7165
  [mseed=9000] Step  950 | loss 0.1211 | val_acc=0.9706 val_roc_auc=0.7174 val_loss=0.1284 val_metric_name=roc_auc val_metric=0.7174
  [mseed=9000] Step 1000 | loss 0.1198 | val_acc=0.9707 val_roc_auc=0.7184 val_loss=0.1282 val_metric_name=roc_auc val_metric=0.7184
  [mseed=9000] Step 1050 | loss 0.1199 | val_acc=0.9708 val_roc_auc=0.7194 val_loss=0.1279 val_metric_name=roc_auc val_metric=0.7194
  [mseed=9000] Step 1100 | loss 0.1185 | val_acc=0.9708 val_roc_auc=0.7203 val_loss=0.1279 val_metric_name=roc_auc val_metric=0.7203
  [mseed=9000] Step 1150 | loss 0.1180 | val_acc=0.9708 val_roc_auc=0.7210 val_loss=0.1278 val_metric_name=roc_auc val_metric=0.7210
  [mseed=9000] Step 1200 | loss 0.1180 | val_acc=0.9708 val_roc_auc=0.7215 val_loss=0.1276 val_metric_name=roc_auc val_metric=0.7215
