step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.37515411525964737,0.017808401571133746,0.39892512559890747,0.26066388189792633,0.1166138369590044,6.669204419478774,1
40,0.22517041116952896,0.12429265694694094,0.3631812632083893,0.26020644791424274,0.1160956621170044,13.335945270955563,1
60,0.1540805771946907,0.2373343985087544,0.31977379322052,0.2603578269481659,0.11654987931251526,19.99420707859099,1
80,0.11792968958616257,0.2769788962119699,0.31631675362586975,0.2609771750867367,0.11836585775017738,26.684561744332314,1
100,0.0981121864169836,0.333416550163105,0.31783097982406616,0.2601997163146734,0.11578042805194855,33.36527491360903,1
120,0.08540221303701401,0.3605452366686639,0.318748414516449,0.26073349080979824,0.11686721444129944,40.017455726861954,1
140,0.0753519032150507,0.3915684708075361,0.3214595317840576,0.2607820127159357,0.11635868437588215,46.6946910712868,1
160,0.06821827031672001,0.4218427534784635,0.33571046590805054,0.2604263126850128,0.11675001494586468,53.361135471612215,1
180,0.06276832707226276,0.45046934291991214,0.3457605540752411,0.2611067183315754,0.11748503521084785,60.01473390124738,1
200,0.05769860092550516,0.44950402769456094,0.3387892246246338,0.260595778003335,0.11607340537011623,66.68465330079198,0
220,0.05419670045375824,0.4645496305172758,0.35018399357795715,0.26041598804295063,0.11673230491578579,73.34141876362264,1
240,0.0529502984136343,0.48908195193395915,0.35595497488975525,0.2602947875857353,0.11669186502695084,80.01329223066568,1
260,0.04793248511850834,0.48170894081619064,0.3621049225330353,0.2609545513987541,0.11597846262156963,86.63502591848373,0
280,0.04619505349546671,0.49742027827707874,0.36709603667259216,0.2607506439089775,0.11588376015424728,93.29252399504185,1
300,0.04517176374793053,0.514096930963318,0.37563642859458923,0.26089697517454624,0.11574488878250122,99.9658203125,1
320,0.04304719064384699,0.5081219625857133,0.38885271549224854,0.260949295014143,0.11680218018591404,106.60997592844069,0
340,0.04100519511848688,0.5186405698688503,0.3719181716442108,0.2601527217775583,0.11645708791911602,113.29485256411135,1
360,0.039927590638399124,0.520088542706877,0.3926323652267456,0.2610384002327919,0.11710765212774277,119.96479510143399,1
380,0.03928217384964228,0.5211537181279542,0.39854201674461365,0.26098022796213627,0.11624590493738651,126.62732031941414,1
400,0.039093825966119766,0.5234671459956062,0.40116024017333984,0.2603373099118471,0.11640460975468159,133.30501643940806,1
