epoch,train_mean_member_ce,valid_pooled_accuracy,valid_pooled_ce,train_step_seconds,validation_seconds,elapsed_seconds,is_selected_so_far
1,4.50643789768219,0.07631128281354904,3.7111685276031494,0.23152650892734528,0.08578464388847351,0.32406409829854965,1
2,3.799103260040283,0.07631128281354904,3.371352195739746,0.22319456934928894,0.08582787215709686,0.6387555822730064,1
3,3.5158289074897766,0.26648545265197754,3.0280678272247314,0.22328788042068481,0.08579764515161514,0.9538984596729279,1
4,3.366786479949951,0.2741031348705292,2.9325954914093018,0.22330614924430847,0.08573884516954422,1.2689728885889053,1
5,3.2919012904167175,0.287157267332077,2.894310712814331,0.22329562902450562,0.08585993200540543,1.5842819958925247,1
6,3.2193299531936646,0.16544178128242493,2.916386127471924,0.22317790985107422,0.086030013859272,1.8935508653521538,0
7,3.17650306224823,0.13403134047985077,2.909498691558838,0.22331082820892334,0.08580630272626877,2.2027254700660706,0
8,3.1443877816200256,0.20433570444583893,2.843670129776001,0.22312986105680466,0.08597871661186218,2.511894464492798,0
9,3.1101146936416626,0.27987515926361084,2.7688827514648438,0.22398001700639725,0.08587510883808136,2.8218108117580414,0
10,3.0789865851402283,0.29591596126556396,2.7178902626037598,0.2233760803937912,0.08571843802928925,3.137362465262413,1
11,3.0468719601631165,0.29574817419052124,2.687532424926758,0.22309580445289612,0.08569619804620743,3.446210265159607,0
12,3.01269268989563,0.29078155755996704,2.6680588722229004,0.22331488877534866,0.08574572950601578,3.755329430103302,0
13,2.9791290760040283,0.2860162854194641,2.64365291595459,0.22321884334087372,0.08580607175827026,4.0644106194376945,0
14,2.9425041675567627,0.29229167103767395,2.593083620071411,0.22305648028850555,0.08581392467021942,4.373344138264656,0
15,2.900606334209442,0.3043054938316345,2.522416591644287,0.22367604821920395,0.08617409318685532,4.68966606259346,1
16,2.8581764101982117,0.3143729567527771,2.456432580947876,0.22373882681131363,0.08573894947767258,5.005403399467468,1
17,2.810813844203949,0.3231652081012726,2.4021339416503906,0.22386611253023148,0.0860660970211029,5.321598045527935,1
18,2.7629405856132507,0.33621931076049805,2.3507328033447266,0.2241828888654709,0.08567662537097931,5.6379247307777405,1
19,2.719736933708191,0.3572602868080139,2.2957115173339844,0.22371045500040054,0.08580611646175385,5.95425271987915,1
20,2.676410734653473,0.38195911049842834,2.2333667278289795,0.22330337017774582,0.08574160188436508,6.269953608512878,1
21,2.6354034543037415,0.40206044912338257,2.177678346633911,0.22336561977863312,0.08585670590400696,6.585136398673058,1
22,2.5956002473831177,0.4148125648498535,2.128960132598877,0.22384588420391083,0.08587468415498734,6.90059033036232,1
23,2.5561689734458923,0.41910800337791443,2.0918471813201904,0.22349119186401367,0.08577730506658554,7.215665839612484,1
24,2.5168651938438416,0.42477932572364807,2.056410312652588,0.22338242828845978,0.08576203137636185,7.530725359916687,1
25,2.480630934238434,0.43313533067703247,2.0212695598602295,0.22333786636590958,0.08574584871530533,7.845693975687027,1
26,2.442039430141449,0.4404509961605072,1.9916913509368896,0.22339753806591034,0.08566707372665405,8.161899879574776,1
27,2.405726134777069,0.4428671896457672,1.9661407470703125,0.22338955104351044,0.08584845811128616,8.477752558887005,1
28,2.370235562324524,0.4455518424510956,1.94237220287323,0.22337692230939865,0.08576087653636932,8.793111801147461,1
29,2.33529531955719,0.45155876874923706,1.9144270420074463,0.2237335667014122,0.08575963228940964,9.108679041266441,1
30,2.3031031489372253,0.4627336263656616,1.8833097219467163,0.2235003113746643,0.0858551561832428,9.423746287822723,1
31,2.271027684211731,0.4738749563694,1.8511896133422852,0.22346913069486618,0.08573451638221741,9.738625757396221,1
32,2.23799329996109,0.48337191343307495,1.822359561920166,0.2234686240553856,0.08574813604354858,10.05422656238079,1
33,2.2072219252586365,0.49162721633911133,1.795922875404358,0.22348885983228683,0.08571509271860123,10.369597978889942,1
34,2.1796937584877014,0.4983052909374237,1.7711135149002075,0.22334661334753036,0.08581382781267166,10.685019090771675,1
