step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.3830779194831848,0.01294853871246921,0.4296961724758148,0.2711424622684717,0.11670775711536407,6.859043691307306,1
40,0.21054238826036453,0.19292989814260036,0.37911802530288696,0.27007350139319897,0.11615541391074657,13.75821260921657,1
60,0.13648295402526855,0.2965514945742627,0.32219016551971436,0.2704713921993971,0.11550416424870491,20.599320262670517,1
80,0.10281587019562721,0.3534718061380734,0.3116797208786011,0.2707556076347828,0.11721596866846085,27.470149233937263,1
100,0.08610022813081741,0.4142533786032887,0.31083226203918457,0.270813075825572,0.11546869575977325,34.340605141595006,1
120,0.07408001832664013,0.4293655548898209,0.32124224305152893,0.2706578839570284,0.11738773062825203,41.19250679388642,1
140,0.06579764001071453,0.46178683176885693,0.33225178718566895,0.270359905436635,0.11596187204122543,48.05254571326077,1
160,0.05986297316849232,0.477598029425471,0.3319950997829437,0.27048394083976746,0.11510341428220272,54.91279599815607,1
180,0.05458491016179323,0.5030790227015511,0.34213995933532715,0.2711302060633898,0.11688240990042686,61.798420721665025,1
200,0.04972608294337988,0.5155948338992078,0.3526058495044708,0.27079058438539505,0.11586975120007992,68.6675084978342,1
220,0.04696515388786793,0.52859330270954,0.36939671635627747,0.26979213021695614,0.11649655178189278,75.52708956226707,1
240,0.045572707429528236,0.5287098062712203,0.3708191215991974,0.2706846836954355,0.11612938903272152,82.39504972286522,1
260,0.04066315945237875,0.5299913454497037,0.3836335837841034,0.2704767193645239,0.11783064715564251,89.25946868956089,1
280,0.03960401937365532,0.5443212835363824,0.3928292691707611,0.2704759445041418,0.1165679544210434,96.13240589387715,1
300,0.03787480294704437,0.5457193262765462,0.39879676699638367,0.2704475559294224,0.11646620742976665,103.029311042279,1
320,0.03666286543011665,0.5378636575461021,0.3992806673049927,0.2708414997905493,0.11710384860634804,109.88952456973493,0
340,0.035249387845396996,0.5473004460422076,0.40852996706962585,0.27080954425036907,0.11565851233899593,116.76658836938441,1
360,0.034091866575181484,0.5461021236934958,0.40724414587020874,0.27049357257783413,0.11564032174646854,123.61031231842935,0
380,0.03347529657185078,0.5485986285866453,0.4220058023929596,0.2709134388715029,0.11596980690956116,130.47412231005728,1
400,0.032014114782214165,0.5573696824445776,0.4309569001197815,0.2709673121571541,0.11654629185795784,137.3481117617339,1
