step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.34844711422920227,0.019156514213434526,0.48838284611701965,0.06544074416160583,0.03400919772684574,2.668073892593384,1
40,0.19938227534294128,0.08188536049530656,0.38664382696151733,0.06538805738091469,0.03404395096004009,5.328329199925065,1
60,0.13539177179336548,0.2064942413953798,0.3651912212371826,0.06573906540870667,0.03460114262998104,7.986128052696586,1
80,0.10482753813266754,0.2461886691964583,0.35662704706192017,0.06541568040847778,0.03435501083731651,10.65106162801385,1
100,0.0859387069940567,0.29167498834964384,0.36429813504219055,0.06533602066338062,0.03394079580903053,13.3125287797302,1
120,0.07659511268138885,0.3343485786565475,0.3607814908027649,0.06535840593278408,0.03379000350832939,15.966637313365936,1
140,0.0703762024641037,0.35357166633379933,0.35709723830223083,0.06563100963830948,0.03602813370525837,18.632200429216027,1
160,0.0642482191324234,0.3712802077092071,0.3587624430656433,0.0654121283441782,0.034218328073620796,21.308135183528066,1
180,0.058099400252103806,0.3877737833699487,0.37030571699142456,0.06545550748705864,0.03412984125316143,23.9738779515028,1
200,0.05389083921909332,0.38952133679515344,0.36404910683631897,0.06538453325629234,0.03399650193750858,26.637181103229523,1
220,0.049736686050891876,0.4118068038080021,0.3672228455543518,0.06557359360158443,0.03425684943795204,29.30221877619624,1
240,0.05032303184270859,0.43875241328806336,0.38186654448509216,0.0652944315224886,0.03418554179370403,31.964147811755538,1
260,0.04385126382112503,0.437021503228813,0.3930691182613373,0.0653998889029026,0.033887337893247604,34.61482506431639,0
280,0.04194881021976471,0.44535982957193265,0.3996427059173584,0.06528057157993317,0.03662125766277313,37.25503586791456,1
300,0.04135282337665558,0.4527328406897011,0.39835432171821594,0.06533583253622055,0.033951280638575554,39.93479637615383,1
320,0.040480777621269226,0.4597563411224286,0.4218941330909729,0.06535233184695244,0.034147895872592926,42.588592782616615,1
340,0.03885183855891228,0.4685107516144065,0.4105810225009918,0.06534355692565441,0.03405558876693249,45.24690954759717,1
360,0.03819718211889267,0.47163970441382064,0.40697404742240906,0.06550674140453339,0.03392178751528263,47.9044313877821,1
380,0.03650660067796707,0.4817422275480993,0.4234851896762848,0.0653271097689867,0.034443942829966545,50.57712163962424,1
400,0.03573697805404663,0.4747520138472805,0.4636279344558716,0.06531059741973877,0.03379164636135101,53.23758041113615,0
