Loading data...

============================================================
Training TABM-minesweeper GCN 1L h=512 lr=3e-05 split=2
============================================================
Step    1 | loss 0.8194 | val_acc=0.7996 val_roc_auc=0.4049 val_loss=0.5635 val_metric_name=roc_auc val_metric=0.4049
Step   50 | loss 0.4385 | val_acc=0.8096 val_roc_auc=0.8137 val_loss=0.3990 val_metric_name=roc_auc val_metric=0.8137
Step  100 | loss 0.4233 | val_acc=0.8156 val_roc_auc=0.8158 val_loss=0.3919 val_metric_name=roc_auc val_metric=0.8158
Step  150 | loss 0.4111 | val_acc=0.8148 val_roc_auc=0.8179 val_loss=0.3885 val_metric_name=roc_auc val_metric=0.8179
Step  200 | loss 0.4059 | val_acc=0.8176 val_roc_auc=0.8210 val_loss=0.3856 val_metric_name=roc_auc val_metric=0.8210
Step  250 | loss 0.3998 | val_acc=0.8220 val_roc_auc=0.8239 val_loss=0.3823 val_metric_name=roc_auc val_metric=0.8239
Step  300 | loss 0.3955 | val_acc=0.8196 val_roc_auc=0.8271 val_loss=0.3791 val_metric_name=roc_auc val_metric=0.8271
Step  350 | loss 0.3883 | val_acc=0.8216 val_roc_auc=0.8300 val_loss=0.3757 val_metric_name=roc_auc val_metric=0.8300
Step  400 | loss 0.3843 | val_acc=0.8208 val_roc_auc=0.8337 val_loss=0.3720 val_metric_name=roc_auc val_metric=0.8337
Step  450 | loss 0.3761 | val_acc=0.8208 val_roc_auc=0.8374 val_loss=0.3677 val_metric_name=roc_auc val_metric=0.8374
Step  500 | loss 0.3721 | val_acc=0.8204 val_roc_auc=0.8412 val_loss=0.3637 val_metric_name=roc_auc val_metric=0.8412
Step  550 | loss 0.3682 | val_acc=0.8196 val_roc_auc=0.8454 val_loss=0.3596 val_metric_name=roc_auc val_metric=0.8454
Step  600 | loss 0.3630 | val_acc=0.8208 val_roc_auc=0.8487 val_loss=0.3561 val_metric_name=roc_auc val_metric=0.8487
Step  650 | loss 0.3586 | val_acc=0.8216 val_roc_auc=0.8511 val_loss=0.3536 val_metric_name=roc_auc val_metric=0.8511
Step  700 | loss 0.3548 | val_acc=0.8260 val_roc_auc=0.8527 val_loss=0.3515 val_metric_name=roc_auc val_metric=0.8527
Step  750 | loss 0.3514 | val_acc=0.8268 val_roc_auc=0.8543 val_loss=0.3499 val_metric_name=roc_auc val_metric=0.8543
Step  800 | loss 0.3505 | val_acc=0.8276 val_roc_auc=0.8555 val_loss=0.3488 val_metric_name=roc_auc val_metric=0.8555
Step  850 | loss 0.3487 | val_acc=0.8288 val_roc_auc=0.8564 val_loss=0.3478 val_metric_name=roc_auc val_metric=0.8564
Step  900 | loss 0.3470 | val_acc=0.8300 val_roc_auc=0.8569 val_loss=0.3475 val_metric_name=roc_auc val_metric=0.8569
Step  950 | loss 0.3468 | val_acc=0.8304 val_roc_auc=0.8575 val_loss=0.3470 val_metric_name=roc_auc val_metric=0.8575
Step 1000 | loss 0.3454 | val_acc=0.8304 val_roc_auc=0.8581 val_loss=0.3459 val_metric_name=roc_auc val_metric=0.8581
Step 1050 | loss 0.3424 | val_acc=0.8304 val_roc_auc=0.8586 val_loss=0.3456 val_metric_name=roc_auc val_metric=0.8586
Step 1100 | loss 0.3408 | val_acc=0.8304 val_roc_auc=0.8591 val_loss=0.3450 val_metric_name=roc_auc val_metric=0.8591
Step 1150 | loss 0.3418 | val_acc=0.8328 val_roc_auc=0.8596 val_loss=0.3443 val_metric_name=roc_auc val_metric=0.8596
Step 1200 | loss 0.3400 | val_acc=0.8328 val_roc_auc=0.8600 val_loss=0.3441 val_metric_name=roc_auc val_metric=0.8600
Step 1250 | loss 0.3392 | val_acc=0.8332 val_roc_auc=0.8605 val_loss=0.3437 val_metric_name=roc_auc val_metric=0.8605
Step 1300 | loss 0.3383 | val_acc=0.8332 val_roc_auc=0.8606 val_loss=0.3435 val_metric_name=roc_auc val_metric=0.8606
Step 1350 | loss 0.3374 | val_acc=0.8332 val_roc_auc=0.8611 val_loss=0.3432 val_metric_name=roc_auc val_metric=0.8611
Step 1400 | loss 0.3369 | val_acc=0.8328 val_roc_auc=0.8615 val_loss=0.3427 val_metric_name=roc_auc val_metric=0.8615
Step 1450 | loss 0.3367 | val_acc=0.8328 val_roc_auc=0.8616 val_loss=0.3425 val_metric_name=roc_auc val_metric=0.8616
Step 1500 | loss 0.3379 | val_acc=0.8332 val_roc_auc=0.8621 val_loss=0.3424 val_metric_name=roc_auc val_metric=0.8621
Step 1550 | loss 0.3353 | val_acc=0.8324 val_roc_auc=0.8626 val_loss=0.3417 val_metric_name=roc_auc val_metric=0.8626
Step 1600 | loss 0.3354 | val_acc=0.8328 val_roc_auc=0.8626 val_loss=0.3417 val_metric_name=roc_auc val_metric=0.8626
Step 1650 | loss 0.3339 | val_acc=0.8332 val_roc_auc=0.8628 val_loss=0.3411 val_metric_name=roc_auc val_metric=0.8628
