step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.35083723068237305,0.02340057253178883,0.4540460705757141,0.06542390026152134,0.03461518697440624,2.7037386428564787,1
40,0.2056071162223816,0.13038412888622594,0.39913100004196167,0.06532557867467403,0.03385472111403942,5.367454443126917,1
60,0.1487910896539688,0.17427268490779577,0.36375319957733154,0.06545541994273663,0.033563822507858276,8.031497064977884,1
80,0.11699506640434265,0.19820584515012316,0.3664945960044861,0.06544085033237934,0.03386560454964638,10.692907188087702,1
100,0.09887349605560303,0.23380600492643633,0.36378544569015503,0.06546793133020401,0.0341513492166996,13.355483891442418,1
120,0.0863683819770813,0.24612209573264096,0.3677406311035156,0.06542707234621048,0.03410809300839901,16.006457863375545,1
140,0.07592318952083588,0.2411956594101591,0.36696499586105347,0.06541704013943672,0.034107159823179245,18.67502780817449,0
160,0.06969505548477173,0.2961520537913588,0.38038185238838196,0.0653207078576088,0.03369874320924282,21.3478143196553,1
180,0.06446783244609833,0.30958325011650356,0.3843326270580292,0.06538918055593967,0.03374427743256092,24.021198308095336,1
200,0.060684118419885635,0.34498368950136477,0.4012313485145569,0.06537378020584583,0.03423668071627617,26.694037403911352,1
220,0.05690443888306618,0.39434791292190935,0.3878898322582245,0.0653932448476553,0.033816052600741386,29.36499930359423,1
240,0.051180124282836914,0.41806470940683044,0.36923855543136597,0.06543683633208275,0.03393533267080784,32.03343163430691,1
260,0.05131097882986069,0.40518274415817856,0.4091981053352356,0.06547120027244091,0.03406757675111294,34.698478976264596,0
280,0.05038317292928696,0.4560781572465215,0.40324530005455017,0.06543543562293053,0.03423712216317654,37.366559617221355,1
300,0.04530487209558487,0.4463085014313295,0.429614394903183,0.06546363420784473,0.033871689811348915,40.032390212640166,0
320,0.04669073224067688,0.46190333533053723,0.4428955018520355,0.06540803238749504,0.03434649482369423,42.6900405138731,1
340,0.04524929076433182,0.46190333533053723,0.44678395986557007,0.0653406735509634,0.03414257615804672,45.36012749560177,0
360,0.041976433247327805,0.4629685107516144,0.4579293429851532,0.06544438749551773,0.034097082912921906,48.0227065179497,1
380,0.04215550422668457,0.447440250316224,0.43787139654159546,0.06540819443762302,0.03460077382624149,50.69403441250324,0
400,0.039569877088069916,0.46441648358964116,0.45376700162887573,0.06531680189073086,0.03379493206739426,53.38612649589777,1
