Loading data...

============================================================
Training roman-empire GT-sep 3L h=256 lr=3e-05 split=8
============================================================
Training for 5000 steps
Step    1 | loss 3.1130 | val_acc=0.0524 val_loss=3.0225 val_f1_macro=0.0262 val_f1_weighted=0.0457 val_prec_macro=0.0543 val_rec_macro=0.0375 val_metric_name=acc val_metric=0.0524
Step   50 | loss 1.7376 | val_acc=0.5285 val_loss=1.5221 val_f1_macro=0.2668 val_f1_weighted=0.4567 val_prec_macro=0.3162 val_rec_macro=0.2906 val_metric_name=acc val_metric=0.5285
Step  100 | loss 1.3116 | val_acc=0.6459 val_loss=1.1408 val_f1_macro=0.4627 val_f1_weighted=0.6026 val_prec_macro=0.5275 val_rec_macro=0.4644 val_metric_name=acc val_metric=0.6459
Step  150 | loss 1.0811 | val_acc=0.6918 val_loss=0.9635 val_f1_macro=0.5259 val_f1_weighted=0.6585 val_prec_macro=0.5697 val_rec_macro=0.5310 val_metric_name=acc val_metric=0.6918
Step  200 | loss 0.9485 | val_acc=0.7195 val_loss=0.8656 val_f1_macro=0.5756 val_f1_weighted=0.6942 val_prec_macro=0.6308 val_rec_macro=0.5829 val_metric_name=acc val_metric=0.7195
Step  250 | loss 0.8570 | val_acc=0.7387 val_loss=0.7986 val_f1_macro=0.6060 val_f1_weighted=0.7167 val_prec_macro=0.6388 val_rec_macro=0.6159 val_metric_name=acc val_metric=0.7387
Step  300 | loss 0.7841 | val_acc=0.7506 val_loss=0.7480 val_f1_macro=0.6303 val_f1_weighted=0.7318 val_prec_macro=0.6622 val_rec_macro=0.6390 val_metric_name=acc val_metric=0.7506
Step  350 | loss 0.7200 | val_acc=0.7617 val_loss=0.7055 val_f1_macro=0.6549 val_f1_weighted=0.7459 val_prec_macro=0.6820 val_rec_macro=0.6618 val_metric_name=acc val_metric=0.7617
Step  400 | loss 0.6600 | val_acc=0.7769 val_loss=0.6698 val_f1_macro=0.6874 val_f1_weighted=0.7644 val_prec_macro=0.7568 val_rec_macro=0.6912 val_metric_name=acc val_metric=0.7769
Step  450 | loss 0.6174 | val_acc=0.7899 val_loss=0.6410 val_f1_macro=0.7137 val_f1_weighted=0.7798 val_prec_macro=0.7551 val_rec_macro=0.7165 val_metric_name=acc val_metric=0.7899
Step  500 | loss 0.5752 | val_acc=0.7996 val_loss=0.6158 val_f1_macro=0.7331 val_f1_weighted=0.7915 val_prec_macro=0.7612 val_rec_macro=0.7340 val_metric_name=acc val_metric=0.7996
Step  550 | loss 0.5418 | val_acc=0.8065 val_loss=0.5971 val_f1_macro=0.7452 val_f1_weighted=0.7994 val_prec_macro=0.7683 val_rec_macro=0.7444 val_metric_name=acc val_metric=0.8065
Step  600 | loss 0.4932 | val_acc=0.8117 val_loss=0.5799 val_f1_macro=0.7579 val_f1_weighted=0.8060 val_prec_macro=0.7763 val_rec_macro=0.7553 val_metric_name=acc val_metric=0.8117
Step  650 | loss 0.4678 | val_acc=0.8180 val_loss=0.5674 val_f1_macro=0.7670 val_f1_weighted=0.8128 val_prec_macro=0.7802 val_rec_macro=0.7656 val_metric_name=acc val_metric=0.8180
