Loading data...

============================================================
Training roman-empire GAT-sep 5L h=256 lr=3e-05 split=0
============================================================
Training for 5000 steps
Step    1 | loss 3.0641 | val_acc=0.0480 val_loss=2.9751 val_f1_macro=0.0187 val_f1_weighted=0.0273 val_prec_macro=0.0698 val_rec_macro=0.0507 val_metric_name=acc val_metric=0.0480
Step   50 | loss 1.9659 | val_acc=0.4934 val_loss=1.6835 val_f1_macro=0.2411 val_f1_weighted=0.4236 val_prec_macro=0.2678 val_rec_macro=0.2679 val_metric_name=acc val_metric=0.4934
Step  100 | loss 1.4067 | val_acc=0.6177 val_loss=1.2054 val_f1_macro=0.4001 val_f1_weighted=0.5670 val_prec_macro=0.5100 val_rec_macro=0.4069 val_metric_name=acc val_metric=0.6177
Step  150 | loss 1.1343 | val_acc=0.6854 val_loss=0.9865 val_f1_macro=0.5241 val_f1_weighted=0.6464 val_prec_macro=0.5590 val_rec_macro=0.5395 val_metric_name=acc val_metric=0.6854
Step  200 | loss 0.9688 | val_acc=0.7183 val_loss=0.8563 val_f1_macro=0.5780 val_f1_weighted=0.6898 val_prec_macro=0.6404 val_rec_macro=0.5905 val_metric_name=acc val_metric=0.7183
Step  250 | loss 0.8507 | val_acc=0.7396 val_loss=0.7682 val_f1_macro=0.6198 val_f1_weighted=0.7185 val_prec_macro=0.6626 val_rec_macro=0.6303 val_metric_name=acc val_metric=0.7396
Step  300 | loss 0.7642 | val_acc=0.7592 val_loss=0.7023 val_f1_macro=0.6621 val_f1_weighted=0.7447 val_prec_macro=0.7083 val_rec_macro=0.6667 val_metric_name=acc val_metric=0.7592
Step  350 | loss 0.6884 | val_acc=0.7801 val_loss=0.6518 val_f1_macro=0.7081 val_f1_weighted=0.7706 val_prec_macro=0.7431 val_rec_macro=0.7065 val_metric_name=acc val_metric=0.7801
Step  400 | loss 0.6421 | val_acc=0.7936 val_loss=0.6122 val_f1_macro=0.7381 val_f1_weighted=0.7877 val_prec_macro=0.7513 val_rec_macro=0.7393 val_metric_name=acc val_metric=0.7936
Step  450 | loss 0.5844 | val_acc=0.8023 val_loss=0.5809 val_f1_macro=0.7515 val_f1_weighted=0.7975 val_prec_macro=0.7577 val_rec_macro=0.7559 val_metric_name=acc val_metric=0.8023
Step  500 | loss 0.5424 | val_acc=0.8171 val_loss=0.5563 val_f1_macro=0.7724 val_f1_weighted=0.8133 val_prec_macro=0.7737 val_rec_macro=0.7800 val_metric_name=acc val_metric=0.8171
