Loading data...

============================================================
Training roman-empire TAG 5L h=256 lr=3e-05 split=8
============================================================
Training for 5000 steps
Step    1 | loss 3.0228 | val_acc=0.0740 val_loss=2.8684 val_f1_macro=0.0276 val_f1_weighted=0.0489 val_prec_macro=0.0666 val_rec_macro=0.0522 val_metric_name=acc val_metric=0.0740
Step   50 | loss 1.8701 | val_acc=0.5165 val_loss=1.6241 val_f1_macro=0.2668 val_f1_weighted=0.4606 val_prec_macro=0.2794 val_rec_macro=0.2885 val_metric_name=acc val_metric=0.5165
Step  100 | loss 1.3143 | val_acc=0.6491 val_loss=1.1227 val_f1_macro=0.4669 val_f1_weighted=0.6092 val_prec_macro=0.5709 val_rec_macro=0.4693 val_metric_name=acc val_metric=0.6491
Step  150 | loss 1.0448 | val_acc=0.6980 val_loss=0.9046 val_f1_macro=0.5528 val_f1_weighted=0.6687 val_prec_macro=0.6572 val_rec_macro=0.5623 val_metric_name=acc val_metric=0.6980
Step  200 | loss 0.8783 | val_acc=0.7342 val_loss=0.7833 val_f1_macro=0.6221 val_f1_weighted=0.7141 val_prec_macro=0.6832 val_rec_macro=0.6289 val_metric_name=acc val_metric=0.7342
Step  250 | loss 0.7708 | val_acc=0.7622 val_loss=0.7044 val_f1_macro=0.6886 val_f1_weighted=0.7509 val_prec_macro=0.7203 val_rec_macro=0.6882 val_metric_name=acc val_metric=0.7622
Step  300 | loss 0.6789 | val_acc=0.7832 val_loss=0.6509 val_f1_macro=0.7221 val_f1_weighted=0.7750 val_prec_macro=0.7382 val_rec_macro=0.7239 val_metric_name=acc val_metric=0.7832
Step  350 | loss 0.6026 | val_acc=0.7968 val_loss=0.6089 val_f1_macro=0.7406 val_f1_weighted=0.7906 val_prec_macro=0.7495 val_rec_macro=0.7445 val_metric_name=acc val_metric=0.7968
Step  400 | loss 0.5409 | val_acc=0.8081 val_loss=0.5771 val_f1_macro=0.7569 val_f1_weighted=0.8035 val_prec_macro=0.7611 val_rec_macro=0.7620 val_metric_name=acc val_metric=0.8081
Step  450 | loss 0.4920 | val_acc=0.8154 val_loss=0.5579 val_f1_macro=0.7682 val_f1_weighted=0.8110 val_prec_macro=0.7693 val_rec_macro=0.7749 val_metric_name=acc val_metric=0.8154
Step  500 | loss 0.4425 | val_acc=0.8210 val_loss=0.5385 val_f1_macro=0.7766 val_f1_weighted=0.8181 val_prec_macro=0.7754 val_rec_macro=0.7835 val_metric_name=acc val_metric=0.8210
