model,num_layers,split,best_step,train_acc,val_acc,test_acc,test_loss
GAT-sep,5,0,998,0.9998235106468201,0.8852603435516357,0.8775149583816528,0.6360265016555786,0.8435041812992701,0.8764021802563668,0.8386151962588667,0.8530319742426994
GT,5,0,965,0.9998235106468201,0.8737863898277283,0.8662195205688477,0.6649103164672852,0.8318301726267019,0.8645125225831641,0.8283419826761368,0.8373750664531566
GT-sep,5,0,986,0.9998235106468201,0.8684906959533691,0.8623366951942444,0.7223327159881592,0.8276569951228252,0.8607946235368621,0.8269639503771578,0.8296346035327925
TAG,5,0,950,0.9999117851257324,0.864783763885498,0.8572184443473816,0.7780857086181641,0.8219330245953619,0.8560597678912351,0.8191732112100669,0.8259769375130295
ResNet,5,0,440,0.7187362313270569,0.6515445709228516,0.6554888486862183,1.0937118530273438,0.535998731001991,0.6328986788026018,0.5262464763912026,0.5743406902369375
ResNet,1,0,683,0.7380637526512146,0.6538393497467041,0.6549593806266785,1.13410484790802,0.5347237300748637,0.6324303091002391,0.5302822725072697,0.5667566735737931
ResNet,2,0,458,0.7167946696281433,0.654898464679718,0.6563712954521179,1.107229471206665,0.5320264425798602,0.6301209762137865,0.5333320723563694,0.5672461181426532
ResNet,3,0,386,0.7077045440673828,0.6564871668815613,0.6563712954521179,1.0981566905975342,0.5291824709871499,0.6280768506723577,0.5247396183057624,0.566494661550428
ResNet,4,0,356,0.702056348323822,0.6531332731246948,0.6556653380393982,1.0899518728256226,0.5305641616919021,0.6262441670153757,0.5297462084524122,0.56809260606386
GCN,5,0,524,0.9281616806983948,0.7189761400222778,0.6990821957588196,0.9887664318084717,0.6276619994380355,0.7000643586114541,0.6238315865495667,0.638744716959273
GCN,1,0,965,0.9098932147026062,0.7438658475875854,0.7296152114868164,0.9367746710777283,0.6541116478886754,0.7243685313979834,0.6657829299994088,0.6538324149383807
GCN,2,0,727,0.9338099360466003,0.728861391544342,0.7239674925804138,0.9501311779022217,0.6559891137418759,0.7212029052069258,0.6630761366151562,0.6586040743393132
GCN,3,0,662,0.9515488743782043,0.7309796810150146,0.7206141948699951,0.9727428555488586,0.6569979649083848,0.7206975648667847,0.6591347592354682,0.6588239290964044
GCN,4,0,880,0.9874680042266846,0.7318623065948486,0.7147899270057678,1.1169650554656982,0.6532997871088672,0.7159496483616314,0.6554289587241536,0.6573804613763532
SAGE,5,0,998,0.9994704723358154,0.8529567122459412,0.8466289639472961,0.8516383171081543,0.8048084442401994,0.8456902871842878,0.7995262253348675,0.8121702268496761
SAGE,1,0,531,0.9001853466033936,0.7864077687263489,0.7666783928871155,0.7676975727081299,0.6802673493371496,0.7577657302856592,0.6992767351224428,0.6773453174880391
SAGE,2,0,974,0.9983232021331787,0.8245366215705872,0.8212142586708069,0.9361926317214966,0.7694544025427043,0.8191938158481364,0.7696147394239712,0.7712220270455953
SAGE,3,0,976,0.9992939829826355,0.8370696902275085,0.8346275687217712,0.9085243344306946,0.7907871196613971,0.8329073098195158,0.7838046556761082,0.8009785006678265
SAGE,4,0,957,0.9994704723358154,0.8450132012367249,0.8413342237472534,0.8695511817932129,0.7948573295524822,0.8397648041430742,0.7897091696873537,0.8032862437146338
GAT,5,0,949,0.9773188829421997,0.7984112501144409,0.7901517748832703,0.7782216668128967,0.7364707624387336,0.7893700352171258,0.7243243999131284,0.7575217598296489
GAT,1,0,998,0.8767099380493164,0.7345101237297058,0.7229085564613342,0.9938682317733765,0.656303124770695,0.7159806939477318,0.6867728380562561,0.6500686968739604
GAT,2,0,970,0.9538434743881226,0.7934686541557312,0.7769148945808411,0.8088427782058716,0.7198097356839122,0.7758859730791597,0.7201433935740575,0.7322448940229012
GAT,3,0,997,0.9733474850654602,0.7918799519538879,0.7871513962745667,0.7920416593551636,0.7284461715664922,0.7846598963468313,0.7226561161672342,0.7445486543753458
GAT,4,0,978,0.9744065403938293,0.7941747307777405,0.7869749069213867,0.7693666219711304,0.7331687268324042,0.7855390962182881,0.7274454707948103,0.7459484285429012
GAT-sep,1,0,883,0.9931162595748901,0.8067078590393066,0.7936815619468689,0.8131425380706787,0.737283482252945,0.7909478338148342,0.7442748566015668,0.7357155519442291
GAT-sep,2,0,979,0.9997352361679077,0.8538393378257751,0.8464524745941162,0.7908520698547363,0.8088489997224332,0.844864932873573,0.8069484102283051,0.8168026895653793
GAT-sep,3,0,921,0.9997352361679077,0.8750220537185669,0.8642781376838684,0.6586047410964966,0.8277376792529804,0.8634504122060125,0.8215904020381851,0.8394257151729446
GAT-sep,4,0,949,0.9996470212936401,0.8817299008369446,0.8718672394752502,0.651246964931488,0.8390979481477712,0.8709971121821843,0.8327673706564334,0.8496914777375052
GT,1,0,634,0.9511076211929321,0.8005295395851135,0.7875043749809265,0.8037592768669128,0.730941748781211,0.7836716165966615,0.7382477855338991,0.7280842131614214
GT,2,0,955,0.9992939829826355,0.8384819030761719,0.8284503817558289,0.8345981240272522,0.7882329220105984,0.826266951760499,0.7863030082704726,0.7940053442131033
GT,3,0,951,0.9997352361679077,0.8541923761367798,0.8480409383773804,0.7710241675376892,0.8098410146523464,0.8461256280222733,0.8054483356953851,0.817117764208813
GT,4,0,997,0.9997352361679077,0.8623124361038208,0.8565124869346619,0.718279242515564,0.8230027079716322,0.8544729049432587,0.8210045854817839,0.8275292629626418
GT-sep,1,0,640,0.9465184211730957,0.799117386341095,0.7845040559768677,0.798774242401123,0.7225233523982297,0.7797955465382825,0.7250627998015574,0.7244347836666715
GT-sep,2,0,963,0.9993822574615479,0.8374227285385132,0.8247440457344055,0.862235426902771,0.7853442287086334,0.8227109044323914,0.7849845596269981,0.7882110210207289
GT-sep,3,0,789,0.9992057681083679,0.8460723757743835,0.835333526134491,0.76502925157547,0.7939143744010826,0.8331230599221704,0.7940009918624401,0.7958342791512
GT-sep,4,0,919,0.9997352361679077,0.857722818851471,0.8492763638496399,0.7725574374198914,0.8101514514940816,0.8477251751036039,0.8065714489362453,0.8156287808506245
TAG,1,0,967,0.9980584383010864,0.8218887448310852,0.8019766807556152,0.8156303763389587,0.7480302822533187,0.7998030615534437,0.7545342357182855,0.7443925324564605
TAG,2,0,972,0.9999117851257324,0.8423653841018677,0.8348040580749512,0.8123084306716919,0.794306163830015,0.8339002585510795,0.7938958297839468,0.7954583521634727
TAG,3,0,974,0.9998235106468201,0.8529567122459412,0.8441581130027771,0.7932131290435791,0.8081482443631818,0.8434761899090228,0.8061721610791491,0.8111911984399718
TAG,4,0,984,0.9998235106468201,0.8598411083221436,0.8552770614624023,0.7942383885383606,0.820398673681201,0.8544211888051956,0.8168698934958178,0.8255024854094645
GAT-sep,5,1,946,1.0,0.8905560374259949,0.8882809281349182,0.5343829393386841,0.8611638168533234,0.8883986920699131,0.8593588775026628,0.8645694487902014
GT,5,1,996,0.9999117851257324,0.8849073052406311,0.8801623582839966,0.618173360824585,0.8513525000104507,0.8791623205516809,0.8551846696537201,0.8486485510470616
GT-sep,5,1,857,1.0,0.8799646496772766,0.874514639377594,0.6285963654518127,0.846638060564893,0.8726212311003699,0.853561460490806,0.8431169625194593
TAG,5,1,992,0.9999117851257324,0.8676080703735352,0.8713377714157104,0.704914391040802,0.83862848006786,0.870826479631775,0.836771244332684,0.8412770720779837
ResNet,5,1,415,0.7103521227836609,0.6614298224449158,0.6641369462013245,1.0668119192123413,0.5390770114935884,0.6374096011049405,0.546891640297924,0.5580249260294251
ResNet,1,1,672,0.7365634441375732,0.6647837162017822,0.6641369462013245,1.1114919185638428,0.5412475563875394,0.6382729201958649,0.5619354450212833,0.5561793292585042
ResNet,2,1,421,0.7084988355636597,0.6612532734870911,0.6637839674949646,1.0771523714065552,0.5313645131496869,0.634179984641699,0.5451107333217206,0.5482074288523203
ResNet,3,1,418,0.7070867419242859,0.6609002351760864,0.6623720526695251,1.0768749713897705,0.5300983159726648,0.6307325304516221,0.5925352768783838,0.5492064157239732
ResNet,4,1,511,0.7294148802757263,0.6609002351760864,0.6680197715759277,1.0881409645080566,0.5503953167346957,0.6435816215081966,0.5859665760776401,0.5670872818828097
GCN,5,1,556,0.9426352977752686,0.7246248722076416,0.7199081778526306,0.9287571310997009,0.6497000847932548,0.7183461690875431,0.6475920569691378,0.6562424947767787
GCN,1,1,1000,0.9090989232063293,0.7419241070747375,0.735262930393219,0.9590579867362976,0.6685367221602757,0.7289129371894695,0.6904361715335955,0.6629927127993525
GCN,2,1,762,0.9373400807380676,0.7341570854187012,0.7237910032272339,0.9670487642288208,0.6462648402431561,0.7153563401060536,0.6613704025083814,0.6496898575339006
GCN,3,1,715,0.9625805616378784,0.7360988259315491,0.723614513874054,0.9564734101295471,0.6568314781939683,0.7201369344449712,0.6587336068315773,0.6612773532916397
GCN,4,1,527,0.915982723236084,0.7368049025535583,0.7294387221336365,0.8777521848678589,0.6625449523588685,0.7275042180020814,0.6692121002257211,0.6680597315182776
SAGE,5,1,978,0.9996470212936401,0.8612532615661621,0.8577479720115662,0.8015637397766113,0.8208019592390347,0.8557552188033056,0.8240098210697647,0.8199642020323182
SAGE,1,1,908,0.9825258255004883,0.7925860285758972,0.7860924601554871,0.927022397518158,0.723977547062622,0.7807745738857313,0.7356009811184241,0.7178316030382421
SAGE,2,1,936,0.998587965965271,0.8340688347816467,0.8310977816581726,0.8638686537742615,0.7825895490011642,0.8282256488565848,0.7909270473739461,0.779197235947768
SAGE,3,1,974,0.9994704723358154,0.8504854440689087,0.8406282663345337,0.8673129677772522,0.7949808481547562,0.8383168179666513,0.8031504252412693,0.7912702152701121
SAGE,4,1,990,0.9996470212936401,0.8571932911872864,0.8494528532028198,0.842326283454895,0.8097264019718676,0.8470384115176066,0.8137335106834339,0.8080850924950731
GAT,5,1,898,0.9790839552879333,0.8162400722503662,0.8099187612533569,0.6758812069892883,0.7592346901918019,0.8078166876965224,0.7606080600415128,0.7632666437757227
GAT,1,1,1000,0.8852705359458923,0.7353927493095398,0.7380868196487427,0.940613865852356,0.6768092610121808,0.735460673345257,0.7104532069064697,0.6641903260919415
GAT,2,1,982,0.9577265977859497,0.7961164712905884,0.7912107110023499,0.7534127235412598,0.7372951983810379,0.7891713442452178,0.7431464325562106,0.7438918173349458
GAT,3,1,976,0.9744947552680969,0.8044130206108093,0.8033885955810547,0.7266733050346375,0.7463269429085758,0.8000747680825993,0.7539181348155991,0.7467126038958996
GAT,4,1,969,0.9778484106063843,0.8075904250144958,0.8040945529937744,0.7149468064308167,0.7501607000350062,0.8021723543161002,0.7564406127116222,0.7493560262745375
GAT-sep,1,1,649,0.9534022212028503,0.8123565316200256,0.8039180636405945,0.6998960971832275,0.7467365546978234,0.8001131813334972,0.7619640914261531,0.7401774074095956
GAT-sep,2,1,952,0.9995587468147278,0.8587819933891296,0.8554535508155823,0.6929796934127808,0.822560265990109,0.854104111008915,0.8252858832942743,0.8229239833086088
GAT-sep,3,1,996,0.9999117851257324,0.8776698708534241,0.8757500648498535,0.613621711730957,0.8471405769784196,0.8747096519959554,0.8470614775477885,0.8505547042519574
GAT-sep,4,1,998,0.9999117851257324,0.888614296913147,0.8856335878372192,0.5715579986572266,0.8583264270976239,0.8850251301784193,0.8586445707162421,0.8601698989116174
GT,1,1,723,0.9671697616577148,0.804589569568634,0.7995058298110962,0.7998945116996765,0.7457666073726695,0.7948243568680645,0.7537166824342436,0.743099229841905
GT,2,1,905,0.9988527297973633,0.8540158867835999,0.8429226875305176,0.7469719648361206,0.8084892404094517,0.8411626125218976,0.8171370608537747,0.8029257305000237
GT,3,1,924,0.9999117851257324,0.870432436466217,0.8632192015647888,0.6830311417579651,0.8306016506740506,0.861912149102637,0.8313547536421921,0.8317521801229817
GT,4,1,936,0.9998235106468201,0.8750220537185669,0.8686904311180115,0.6470738053321838,0.8413049050763726,0.8671079109702315,0.8483299510162493,0.8362553277591009
GT-sep,1,1,466,0.8977142572402954,0.8044130206108093,0.7927991151809692,0.7016251087188721,0.7315403701008808,0.7857358929109806,0.7466201939410131,0.7287071996744063
GT-sep,2,1,995,0.9995587468147278,0.8483671545982361,0.8386868834495544,0.8238283395767212,0.8010618380902728,0.836223616091658,0.8085523838598789,0.7967374200280825
GT-sep,3,1,956,0.9997352361679077,0.8619593977928162,0.8521001935005188,0.7462224960327148,0.8185962062603113,0.8498542671497702,0.8214687092278781,0.8182088854527092
GT-sep,4,1,930,0.9998235106468201,0.8716681003570557,0.8688669204711914,0.6733412146568298,0.8364690891360154,0.8667710034699941,0.8416411957096206,0.8351301140565038
TAG,1,1,758,0.9834966063499451,0.8248896598815918,0.8152135014533997,0.6796109080314636,0.7665935567865593,0.8122743269952641,0.782070324020214,0.7580637727464631
TAG,2,1,855,0.9992939829826355,0.84942626953125,0.8499823212623596,0.7229378819465637,0.8141669383144089,0.8473445959239514,0.8215456485690189,0.809639672200782
TAG,3,1,963,0.9999117851257324,0.858428955078125,0.8605718016624451,0.7223423719406128,0.8234360025961764,0.8588520634614578,0.8302458997638092,0.8203042289491973
TAG,4,1,963,1.0,0.8688437342643738,0.8683374524116516,0.7021503448486328,0.8389844615776654,0.8663537117336985,0.8435685864052478,0.8368123646805438
GAT-sep,5,2,971,1.0,0.8776698708534241,0.8829861879348755,0.5893775820732117,0.8548512248064868,0.882140692792909,0.8530169830996994,0.8604348568962066
GT,5,2,913,0.9997352361679077,0.870432436466217,0.8720437288284302,0.6173593997955322,0.8411885272072739,0.8700112835190235,0.8423768902869448,0.8424380183422718
GT-sep,5,2,938,0.9998235106468201,0.8642541766166687,0.867984414100647,0.6704049706459045,0.8358580799562003,0.8662606313115145,0.8374998099164138,0.8360952786883018
TAG,5,2,996,0.9998235106468201,0.8624889254570007,0.8602188229560852,0.75098717212677,0.8229768704633299,0.8594962818264482,0.8228905253305512,0.824667612767971
ResNet,5,2,319,0.6994087100028992,0.6541923880577087,0.6583127379417419,1.0845088958740234,0.5311814721405947,0.6331380279337004,0.5466216424636908,0.5486619323851812
ResNet,1,2,561,0.7235901951789856,0.6545454263687134,0.6569007635116577,1.0999140739440918,0.5258739082548005,0.629236110331564,0.5466961756668011,0.535859308844696
ResNet,2,2,418,0.7138822674751282,0.6550750136375427,0.6569007635116577,1.0966122150421143,0.5272214619999909,0.6301838123912731,0.5427521274521627,0.542247444769819
ResNet,3,2,442,0.7215603590011597,0.6538393497467041,0.6560183167457581,1.0945769548416138,0.5310213106893831,0.6325628312862256,0.5473767043783697,0.545724192473033
ResNet,4,2,364,0.7102639079093933,0.6534863114356995,0.6570773124694824,1.0859545469284058,0.5325462323736834,0.6330541641601212,0.5447210288868192,0.5482319470778295
GCN,5,2,983,0.9909981489181519,0.7157987356185913,0.7098482251167297,1.1707020998001099,0.6464609809041483,0.7098051358318167,0.6438518394030858,0.6538573798587696
GCN,1,2,933,0.9068043828010559,0.7376875281333923,0.7357923984527588,0.8988202214241028,0.6770863418181634,0.7317979663604669,0.6916204450606059,0.6706886354066834
GCN,2,2,650,0.9069808721542358,0.7230361700057983,0.7222025990486145,0.9011997580528259,0.6569877804963615,0.7159697972504824,0.6734820814968074,0.6546488182583968
GCN,3,2,719,0.9589621424674988,0.7295675277709961,0.7244969606399536,0.930868923664093,0.6656806175760455,0.7232944549639746,0.6644650276877285,0.6729407086252075
GCN,4,2,611,0.9479304552078247,0.7226831316947937,0.7128485441207886,0.9325466752052307,0.6510530400225448,0.7120179725250271,0.6430372586210269,0.6647000053007348
SAGE,5,2,936,0.9997352361679077,0.8501323461532593,0.8573949337005615,0.7678050398826599,0.8238242414060886,0.8560244020026182,0.8238052718444303,0.8252438092866128
GAT-sep,5,0,998,0.9998235106468201,0.8850838541984558,0.8775149583816528,0.6360639929771423,0.8435041812992701,0.8764021802563668,0.8386151962588667,0.8530319742426994
GT,5,0,965,0.9998235106468201,0.8737863898277283,0.8662195205688477,0.6649103164672852,0.8318301726267019,0.8645125225831641,0.8283419826761368,0.8373750664531566
GT-sep,5,0,986,0.9998235106468201,0.8684906959533691,0.8623366951942444,0.722332775592804,0.8276569951228252,0.8607946235368621,0.8269639503771578,0.8296346035327925
TAG,5,0,950,0.9999117851257324,0.864783763885498,0.8572184443473816,0.7780857086181641,0.8219330245953619,0.8560597678912351,0.8191732112100669,0.8259769375130295
ResNet,5,0,440,0.7187362313270569,0.6515445709228516,0.6554888486862183,1.0937118530273438,0.535998731001991,0.6328986788026018,0.5262464763912026,0.5743406902369375
GCN,5,0,524,0.9281616806983948,0.7189761400222778,0.6990821957588196,0.9887664318084717,0.6276619994380355,0.7000643586114541,0.6238315865495667,0.638744716959273
SAGE,5,0,998,0.9994704723358154,0.8529567122459412,0.8466289639472961,0.8516383171081543,0.8048084442401994,0.8456902871842878,0.7995262253348675,0.8121702268496761
GAT,5,0,949,0.9774953722953796,0.7980582118034363,0.7905047535896301,0.7782053351402283,0.7369904499053258,0.7897247446295831,0.7249636184928736,0.7578199545819821
GAT-sep,5,1,965,0.9999117851257324,0.8905560374259949,0.8891634345054626,0.5412017107009888,0.8624415820345792,0.8891208251149006,0.8612255864811111,0.8654320324452762
GT,5,1,996,0.9999117851257324,0.8849073052406311,0.8801623582839966,0.618173360824585,0.8513525000104507,0.8791623205516809,0.8551846696537201,0.8486485510470616
GT-sep,5,1,857,1.0,0.8799646496772766,0.874514639377594,0.628596305847168,0.846638060564893,0.8726212311003699,0.853561460490806,0.8431169625194593
TAG,5,1,992,0.9999117851257324,0.8676080703735352,0.8713377714157104,0.7049143314361572,0.83862848006786,0.870826479631775,0.836771244332684,0.8412770720779837
ResNet,5,1,415,0.7103521227836609,0.6614298224449158,0.6641369462013245,1.0668119192123413,0.5390770114935884,0.6374096011049405,0.546891640297924,0.5580249260294251
GCN,5,1,556,0.9426352977752686,0.7246248722076416,0.7199081778526306,0.9287571907043457,0.6497000847932548,0.7183461690875431,0.6475920569691378,0.6562424947767787
