Loading data...

============================================================
roman-empire TAG 1L h=512 lr=3e-05 split=9 (ensemble x4)
============================================================

  Training model seed 0 (seed=9000)
  [mseed=9000] Step    1 | loss 2.9796 | val_acc=0.1395 val_loss=2.8003 val_f1_macro=0.0481 val_f1_weighted=0.0859 val_prec_macro=0.0479 val_rec_macro=0.0820 val_metric_name=acc val_metric=0.1395
  [mseed=9000] Step   50 | loss 1.4671 | val_acc=0.5850 val_loss=1.3201 val_f1_macro=0.3439 val_f1_weighted=0.5310 val_prec_macro=0.5202 val_rec_macro=0.3502 val_metric_name=acc val_metric=0.5850
  [mseed=9000] Step  100 | loss 1.0445 | val_acc=0.6904 val_loss=0.9648 val_f1_macro=0.5475 val_f1_weighted=0.6604 val_prec_macro=0.5930 val_rec_macro=0.5408 val_metric_name=acc val_metric=0.6904
  [mseed=9000] Step  150 | loss 0.8452 | val_acc=0.7342 val_loss=0.8235 val_f1_macro=0.6226 val_f1_weighted=0.7146 val_prec_macro=0.6793 val_rec_macro=0.6156 val_metric_name=acc val_metric=0.7342
  [mseed=9000] Step  200 | loss 0.7258 | val_acc=0.7585 val_loss=0.7504 val_f1_macro=0.6675 val_f1_weighted=0.7447 val_prec_macro=0.7265 val_rec_macro=0.6573 val_metric_name=acc val_metric=0.7585
  [mseed=9000] Step  250 | loss 0.6377 | val_acc=0.7716 val_loss=0.7081 val_f1_macro=0.6946 val_f1_weighted=0.7612 val_prec_macro=0.7327 val_rec_macro=0.6841 val_metric_name=acc val_metric=0.7716
  [mseed=9000] Step  300 | loss 0.5583 | val_acc=0.7818 val_loss=0.6823 val_f1_macro=0.7148 val_f1_weighted=0.7736 val_prec_macro=0.7469 val_rec_macro=0.7034 val_metric_name=acc val_metric=0.7818
  [mseed=9000] Step  350 | loss 0.5024 | val_acc=0.7882 val_loss=0.6667 val_f1_macro=0.7258 val_f1_weighted=0.7810 val_prec_macro=0.7525 val_rec_macro=0.7153 val_metric_name=acc val_metric=0.7882
  [mseed=9000] Step  400 | loss 0.4444 | val_acc=0.7942 val_loss=0.6547 val_f1_macro=0.7357 val_f1_weighted=0.7888 val_prec_macro=0.7600 val_rec_macro=0.7241 val_metric_name=acc val_metric=0.7942
  [mseed=9000] Step  450 | loss 0.3945 | val_acc=0.8019 val_loss=0.6499 val_f1_macro=0.7457 val_f1_weighted=0.7969 val_prec_macro=0.7713 val_rec_macro=0.7321 val_metric_name=acc val_metric=0.8019
  [mseed=9000] Step  500 | loss 0.3443 | val_acc=0.8044 val_loss=0.6474 val_f1_macro=0.7513 val_f1_weighted=0.8002 val_prec_macro=0.7747 val_rec_macro=0.7372 val_metric_name=acc val_metric=0.8044
  [mseed=9000] Step  550 | loss 0.3023 | val_acc=0.8078 val_loss=0.6489 val_f1_macro=0.7527 val_f1_weighted=0.8040 val_prec_macro=0.7765 val_rec_macro=0.7386 val_metric_name=acc val_metric=0.8078
  [mseed=9000] Step  600 | loss 0.2567 | val_acc=0.8106 val_loss=0.6576 val_f1_macro=0.7579 val_f1_weighted=0.8068 val_prec_macro=0.7798 val_rec_macro=0.7448 val_metric_name=acc val_metric=0.8106
  [mseed=9000] Step  650 | loss 0.2233 | val_acc=0.8129 val_loss=0.6679 val_f1_macro=0.7614 val_f1_weighted=0.8100 val_prec_macro=0.7820 val_rec_macro=0.7490 val_metric_name=acc val_metric=0.8129
  [mseed=9000] Step  700 | loss 0.1884 | val_acc=0.8152 val_loss=0.6798 val_f1_macro=0.7647 val_f1_weighted=0.8123 val_prec_macro=0.7844 val_rec_macro=0.7522 val_metric_name=acc val_metric=0.8152
  [mseed=9000] Step  750 | loss 0.1674 | val_acc=0.8169 val_loss=0.6979 val_f1_macro=0.7660 val_f1_weighted=0.8137 val_prec_macro=0.7868 val_rec_macro=0.7532 val_metric_name=acc val_metric=0.8169
