Loading data...

============================================================
roman-empire GAT 1L h=512 lr=3e-05 split=5 (ensemble x4)
============================================================

  Training model seed 0 (seed=5000)
  [mseed=5000] Step    1 | loss 3.0667 | val_acc=0.1068 val_loss=2.9768 val_f1_macro=0.0276 val_f1_weighted=0.0549 val_prec_macro=0.0417 val_rec_macro=0.0614 val_metric_name=acc val_metric=0.1068
  [mseed=5000] Step   50 | loss 2.1578 | val_acc=0.4104 val_loss=2.0067 val_f1_macro=0.1934 val_f1_weighted=0.3504 val_prec_macro=0.2483 val_rec_macro=0.2206 val_metric_name=acc val_metric=0.4104
  [mseed=5000] Step  100 | loss 1.6959 | val_acc=0.5425 val_loss=1.5504 val_f1_macro=0.3404 val_f1_weighted=0.4969 val_prec_macro=0.4064 val_rec_macro=0.3501 val_metric_name=acc val_metric=0.5425
  [mseed=5000] Step  150 | loss 1.4339 | val_acc=0.5966 val_loss=1.3213 val_f1_macro=0.4373 val_f1_weighted=0.5634 val_prec_macro=0.5365 val_rec_macro=0.4369 val_metric_name=acc val_metric=0.5966
  [mseed=5000] Step  200 | loss 1.2634 | val_acc=0.6305 val_loss=1.1997 val_f1_macro=0.4896 val_f1_weighted=0.6052 val_prec_macro=0.5448 val_rec_macro=0.4873 val_metric_name=acc val_metric=0.6305
  [mseed=5000] Step  250 | loss 1.1425 | val_acc=0.6508 val_loss=1.1244 val_f1_macro=0.5321 val_f1_weighted=0.6317 val_prec_macro=0.5791 val_rec_macro=0.5254 val_metric_name=acc val_metric=0.6508
  [mseed=5000] Step  300 | loss 1.0561 | val_acc=0.6600 val_loss=1.0787 val_f1_macro=0.5546 val_f1_weighted=0.6440 val_prec_macro=0.6458 val_rec_macro=0.5471 val_metric_name=acc val_metric=0.6600
  [mseed=5000] Step  350 | loss 0.9855 | val_acc=0.6743 val_loss=1.0419 val_f1_macro=0.5736 val_f1_weighted=0.6602 val_prec_macro=0.6424 val_rec_macro=0.5666 val_metric_name=acc val_metric=0.6743
  [mseed=5000] Step  400 | loss 0.9237 | val_acc=0.6854 val_loss=1.0183 val_f1_macro=0.5966 val_f1_weighted=0.6730 val_prec_macro=0.6548 val_rec_macro=0.5913 val_metric_name=acc val_metric=0.6854
  [mseed=5000] Step  450 | loss 0.8651 | val_acc=0.6893 val_loss=1.0046 val_f1_macro=0.6047 val_f1_weighted=0.6782 val_prec_macro=0.6669 val_rec_macro=0.5990 val_metric_name=acc val_metric=0.6893
  [mseed=5000] Step  500 | loss 0.8078 | val_acc=0.6996 val_loss=0.9881 val_f1_macro=0.6202 val_f1_weighted=0.6898 val_prec_macro=0.6778 val_rec_macro=0.6156 val_metric_name=acc val_metric=0.6996
  [mseed=5000] Step  550 | loss 0.7654 | val_acc=0.7034 val_loss=0.9778 val_f1_macro=0.6232 val_f1_weighted=0.6939 val_prec_macro=0.6769 val_rec_macro=0.6205 val_metric_name=acc val_metric=0.7034
  [mseed=5000] Step  600 | loss 0.7206 | val_acc=0.7123 val_loss=0.9594 val_f1_macro=0.6383 val_f1_weighted=0.7045 val_prec_macro=0.6889 val_rec_macro=0.6321 val_metric_name=acc val_metric=0.7123
