step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.38600587844848633,0.021636375740629786,0.3973402678966522,0.2605614736676216,0.11927754431962967,6.676940010860562,1
40,0.2322840616106987,0.13597629984688103,0.35477083921432495,0.26068794541060925,0.11704806797206402,13.349991885945201,1
60,0.16156231611967087,0.19274682111710273,0.3348073959350586,0.26014441065490246,0.11672857403755188,20.008514957502484,1
80,0.12519637681543827,0.2649124558950802,0.3275383412837982,0.2593561429530382,0.11567817255854607,26.673640372231603,1
100,0.10395320877432823,0.3002629651820784,0.3295046091079712,0.2600427679717541,0.11954768747091293,33.356075121089816,1
120,0.09001355431973934,0.33093668863590975,0.32552599906921387,0.26023331843316555,0.11673816852271557,40.04469486325979,1
140,0.08089884929358959,0.37695559549963387,0.3407277762889862,0.26024477183818817,0.11687002517282963,46.74071880057454,1
160,0.07355518266558647,0.38341322148991414,0.3413114845752716,0.2606022097170353,0.11684593930840492,53.40178537927568,1
180,0.06821462977677584,0.4097929565275281,0.3402460813522339,0.26051292195916176,0.11600718274712563,60.05003914795816,1
200,0.06243726518005133,0.43995073563677517,0.34435832500457764,0.2599220424890518,0.1161500345915556,66.69228433258832,1
220,0.05816975515335798,0.46799480726982223,0.35839760303497314,0.26048795506358147,0.11612176150083542,73.36050272546709,1
240,0.052511923015117645,0.475783902536449,0.3587959408760071,0.26006632298231125,0.1170868519693613,80.03892146423459,1
260,0.05243203602731228,0.4788629252380001,0.3650527596473694,0.26017612777650356,0.11690764501690865,86.71220810338855,1
280,0.04923736862838268,0.5025131482591039,0.3660452961921692,0.26095864549279213,0.11704179644584656,93.38706722296774,1
300,0.04811017867177725,0.5117668597297117,0.3888609707355499,0.26064039394259453,0.11680588684976101,100.0505698043853,1
320,0.045298284851014614,0.5233506424339258,0.3775971531867981,0.26074967719614506,0.11653934791684151,106.72373685613275,1
340,0.04359810799360275,0.526529525331203,0.3864857852458954,0.26082082837820053,0.1162821389734745,113.3667639233172,1
360,0.04278139770030975,0.5241162372678251,0.39845001697540283,0.2604805510491133,0.11627908423542976,120.00135253928602,0
380,0.040471041575074196,0.52859330270954,0.3970796763896942,0.26065532863140106,0.11586705036461353,126.64879716001451,1
400,0.03854178451001644,0.5372644963717462,0.412458598613739,0.2610481344163418,0.11717391945421696,133.3443962968886,1
