seed,variant,selected_epoch,valid_accuracy,valid_ce,test_accuracy,test_ce,parameter_count,trainable_parameter_count,epochs_run,train_step_seconds_total,validation_seconds_total,total_seconds,mean_train_step_ms,median_train_step_ms,peak_allocated_mib,checkpoint_sha256
0,base,100,0.6867679953575134,1.0318952798843384,0.6758224964141846,1.0660356283187866,187048,187048,100,5.601840108633041,2.200908824801445,8.69495565444231,56.018401086330414,54.61457744240761,2353.25048828125,852b0c3eb234930a3fcba2e6aa322030a108bd705cd03b08f4c88c3cdb8fcb4d
0,ens,99,0.6928084492683411,1.0077252388000488,0.6812130808830261,1.0424619913101196,748192,748192,100,24.54953832924366,8.952259503304958,35.938808143138885,245.4953832924366,218.10678392648697,2362.126953125,1d05705fbbf162ae22612ad5892858c65d5ad9e4a72aabfb178976e51b5fc085
0,gnnm,100,0.6544514894485474,1.1402604579925537,0.6491574645042419,1.1709542274475098,189248,189248,100,22.391188845038414,8.625107280910015,31.804372183978558,223.91188845038414,223.21420907974243,2519.68359375,3bc92b57d4c4dfc7d06d837f3338178ee5e70c85fb7f35e6dd18d9f3ede0e589
1,base,99,0.6860297322273254,1.0311520099639893,0.6770158410072327,1.0598746538162231,187048,187048,100,5.564405292272568,2.1992141529917717,8.386142492294312,55.64405292272568,54.485417902469635,2353.25048828125,6e56002a45c93d66db777c5fd4459ba15865ff409d8f1ca1818aeaaa94c5cf64
1,ens,99,0.690694272518158,1.0109890699386597,0.6807810068130493,1.044869065284729,748192,748192,100,21.876364834606647,8.688679061830044,32.26138365268707,218.76364834606647,217.92107075452805,2362.126953125,c816efe13e93ac47429398e7c277015333dd817b8637fbdd9ada7b031cbe114f
1,gnnm,100,0.6489143371582031,1.1505082845687866,0.6404748558998108,1.188594937324524,189248,189248,100,22.486104875802994,8.572312399744987,31.924914099276066,224.86104875802994,223.36148470640182,2519.68359375,def4986011687d9b9efdd081f97676b24d2f7eec51d6bb36e026cf493bbe6eb3
2,base,100,0.6904258131980896,1.0202041864395142,0.6806575655937195,1.0533461570739746,187048,187048,100,5.476172335445881,2.2078787535429,8.27085855603218,54.76172335445881,54.685577750205994,2353.25048828125,65c6211061a68df00c77f4597926fd6e4407762b7c1e8788d6eacfdb9ac634c9
2,ens,100,0.6946206092834473,1.0020908117294312,0.6831676959991455,1.035516619682312,748192,748192,100,21.80486086755991,8.61800692230463,32.0804548189044,218.0486086755991,217.52692013978958,2362.126953125,dfa48ef4fe60e6d05ec0dc78e80120734c3b80ff0dc411958ebae9f0c98f8170
2,gnnm,99,0.6482431888580322,1.1539579629898071,0.6416065096855164,1.1837986707687378,189248,189248,100,22.660550512373447,8.591853708028793,32.115560077130795,226.60550512373447,223.74554723501205,2519.68359375,20277277cdcfcb48aeb0652f9d79b6a4d2b28c1d16e06796167b9a836f8495f7
