graph,partial_arm,comparator,n_optimizer_seeds,mean_delta_pp,sample_sd_pp,standard_error_pp,conditional_95_low_pp,conditional_95_high_pp
wikics,private_last,ens,3,0.6841123104095459,0.224299175801765,0.12949918952816022,0.12692226906636983,1.241302351752722
wikics,private_last,base,3,1.5278478463490803,0.33529182637509697,0.1935808262147435,0.6949367759799167,2.360758916718244
