graph,partial_arm,comparator,n_optimizer_seeds,mean_delta_pp,sample_sd_pp,standard_error_pp,conditional_95_low_pp,conditional_95_high_pp
cora_normalized,private_last,ens,3,1.6333321730295818,1.2503295063662903,0.7218780770763096,-1.4726585059577644,4.739322852016928
cora_normalized,private_last,base,3,4.233332475026448,2.025669752046273,1.1695209766331982,-0.7987101477596958,9.265375097812592
