seed,variant,num_members,test_nodes,mean_member_accuracy,pooled_accuracy,pool_minus_mean_member_accuracy,pairwise_prediction_disagreement,all_members_wrong_fraction,all_members_correct_fraction,pooled_correct_with_no_correct_member_fraction
0,base,1,48603,0.6758224800938214,0.6758224800938214,0.0,,0.32417751990617866,0.6758224800938214,0.0
0,ens,4,48603,0.6762236898956855,0.681213093841944,0.004989403946258464,0.0946066429369929,0.26607411065160586,0.6160525070468901,0.00010287430817027755
0,gnnm,4,48603,0.639914202826986,0.6491574594160854,0.009243256589099413,0.1368571213025259,0.28290434746826326,0.5594510626916034,0.0004114972326811102
1,base,1,48603,0.6770158220685966,0.6770158220685966,0.0,,0.32298417793140344,0.6770158220685966,0.0
1,ens,4,48603,0.6757298932164681,0.6807810217476288,0.005051128531160631,0.09763457674080477,0.26479846923029443,0.6135217990659013,0.00014402403143838857
1,gnnm,4,48603,0.632687282678024,0.640474867806514,0.007787585128489982,0.13326337880377756,0.2926156821595375,0.5548834434088431,0.00012344916980433306
2,base,1,48603,0.6806575725778244,0.6806575725778244,0.0,,0.3193424274221756,0.6806575725778244,0.0
2,ens,4,48603,0.6777256547949715,0.6831677056971792,0.005442050902207729,0.09507300646736484,0.26407834907310246,0.6165874534493756,0.00012344916980433306
2,gnnm,4,48603,0.6337468880521778,0.6416064851963871,0.007859597144209252,0.13492651345253037,0.28942657860625887,0.5546982696541366,0.0002263234779746106
