epoch,train_mean_member_ce,valid_pooled_accuracy,valid_pooled_ce,train_step_seconds,validation_seconds,elapsed_seconds,is_selected_so_far
1,3.74238920211792,0.0762777253985405,3.2997570037841797,0.06095892935991287,0.02215159684419632,0.09037527441978455,1
2,3.320627212524414,0.07715023308992386,3.058567762374878,0.054754048585891724,0.02214108407497406,0.17476501315832138,1
3,3.18634295463562,0.2825598120689392,2.908054828643799,0.05474322289228439,0.022014327347278595,0.2577822729945183,1
4,3.119593620300293,0.2832309603691101,2.8629047870635986,0.054782330989837646,0.022114738821983337,0.3404298573732376,1
5,3.0693118572235107,0.1864827573299408,2.869161605834961,0.05475190281867981,0.02200840413570404,0.4172479063272476,0
6,3.0261969566345215,0.15886437892913818,2.8556768894195557,0.05475986748933792,0.0221366286277771,0.49419260025024414,0
7,2.982240915298462,0.24786065518856049,2.7644357681274414,0.05480480194091797,0.022146522998809814,0.5711980685591698,0
8,2.9205873012542725,0.2954126000404358,2.618364095687866,0.05483835190534592,0.022148311138153076,0.6538010239601135,1
9,2.844290018081665,0.30259403586387634,2.4870407581329346,0.054796114563941956,0.022125937044620514,0.7364351153373718,1
10,2.7525908946990967,0.33034664392471313,2.39528226852417,0.05472859740257263,0.02205771952867508,0.8207812681794167,1
11,2.662046432495117,0.363737016916275,2.3126766681671143,0.05524658411741257,0.022119522094726562,0.9042775556445122,1
12,2.5877180099487305,0.36494511365890503,2.259211778640747,0.054744407534599304,0.022031210362911224,0.9864438027143478,1
13,2.5133049488067627,0.3796771466732025,2.218127965927124,0.054786816239356995,0.022117599844932556,1.069178268313408,1
14,2.4456539154052734,0.41753077507019043,2.147678852081299,0.05482666194438934,0.02205274999141693,1.1522097736597061,1
15,2.387075424194336,0.4349474608898163,2.0977113246917725,0.054767876863479614,0.02219003438949585,1.234073132276535,1
16,2.3323886394500732,0.4396456182003021,2.054267644882202,0.05474398285150528,0.022075966000556946,1.3162372708320618,1
17,2.283728837966919,0.45434409379959106,2.0019726753234863,0.05481361597776413,0.022107966244220734,1.3986816480755806,1
18,2.23384165763855,0.4637739360332489,1.963454008102417,0.05479608476161957,0.022121593356132507,1.4809291660785675,1
19,2.1904184818267822,0.4757206439971924,1.9210827350616455,0.054722271859645844,0.02209284156560898,1.5631392523646355,1
20,2.145021915435791,0.48870766162872314,1.875082015991211,0.054702796041965485,0.022005416452884674,1.6450430303812027,1
21,2.0996484756469727,0.49706363677978516,1.835801601409912,0.05471053719520569,0.022098854184150696,1.7271272465586662,1
22,2.0593252182006836,0.5121312737464905,1.7864025831222534,0.05495534837245941,0.022026322782039642,1.810074806213379,1
23,2.0149037837982178,0.5208563804626465,1.7443486452102661,0.05478862673044205,0.022009603679180145,1.8918726444244385,1
24,1.9737379550933838,0.5268632769584656,1.709274411201477,0.05477484315633774,0.022163212299346924,1.9738767221570015,1
25,1.9357444047927856,0.5382059812545776,1.6727513074874878,0.054827332496643066,0.021997660398483276,2.0562401711940765,1
26,1.904335618019104,0.5459914803504944,1.643525242805481,0.05471961945295334,0.022006317973136902,2.138285219669342,1
27,1.867191195487976,0.5543474555015564,1.6132804155349731,0.05470731854438782,0.022111333906650543,2.2213950380682945,1
