dataset,model,num_layers,hidden_dim,lr,split,num_model_seeds,best_steps,individual_val_metrics,individual_val_accs,train_metric_name,train_metric,train_acc,train_loss,train_roc_auc,train_f1_macro,train_f1_weighted,train_prec_macro,train_rec_macro,val_metric_name,val_metric,val_acc,val_loss,val_roc_auc,val_f1_macro,val_f1_weighted,val_prec_macro,val_rec_macro,test_metric_name,test_metric,test_acc,test_loss,test_roc_auc,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro
amazon-ratings,ResNet,5,384,6e-05,8,4,"[2000, 1680, 2100, 2850]","[0.478, 0.478, 0.4759, 0.4829]","[0.478, 0.478, 0.4759, 0.4829]",acc,0.9935489296913147,0.9935489296913147,0.013958632946014404,,0.9919289463190017,0.993552715737895,0.9894961300423792,0.9944249278685284,acc,0.4881593883037567,0.4881593883037567,3.0438714027404785,,0.43223520735402154,0.4843930885573225,0.44975260441572135,0.4210128407151827,acc,0.49338558316230774,0.49338558316230774,3.0580925941467285,,0.4350771074442889,0.4892677357888853,0.4557575237597263,0.4226448225486961
amazon-ratings,ResNet,5,384,0.0001,8,4,"[900, 810, 1300, 2210]","[0.4802, 0.4806, 0.4756, 0.4841]","[0.4802, 0.4806, 0.4756, 0.4841]",acc,0.9934672713279724,0.9934672713279724,0.014833616092801094,,0.9917152549501032,0.9934725068280547,0.9891171076874912,0.9943828957204858,acc,0.4891393184661865,0.4891393184661865,2.917661190032959,,0.4337976300900813,0.48512865270626454,0.45359611332242117,0.4219625976547755,acc,0.4904458522796631,0.4904458522796631,2.9279286861419678,,0.4339073635591699,0.48636717413588587,0.4562203345666568,0.42087065084216746
amazon-ratings,ResNet,5,384,1e-05,8,4,"[450, 490, 680, 300]","[0.3931, 0.3923, 0.3925, 0.3879]","[0.3931, 0.3923, 0.3925, 0.3879]",acc,0.4073166847229004,0.4073166847229004,1.3610109090805054,,0.20149678426227022,0.3205938115841684,0.25455214737619397,0.25115732896298304,acc,0.3896782696247101,0.3896782696247101,1.3879917860031128,,0.19235349916931282,0.30652051713123507,0.23230614859753934,0.24024964411953675,acc,0.3859219253063202,0.3859219253063202,1.3939435482025146,,0.18858246908291348,0.3021355794956484,0.22104347242306055,0.23646629053285179
amazon-ratings,ResNet,5,512,3e-05,8,4,"[1930, 2550, 2380, 130]","[0.4816, 0.4767, 0.4779, 0.389]","[0.4816, 0.4767, 0.4779, 0.389]",acc,0.9933856129646301,0.9933856129646301,0.01982380449771881,,0.9919759317146211,0.9933884852648142,0.9898654324198004,0.9941381693583274,acc,0.4924056828022003,0.4924056828022003,2.4456117153167725,,0.4337484181814957,0.48809499517177285,0.4544293792587661,0.4211334432532802,acc,0.4902825355529785,0.4902825355529785,2.447453737258911,,0.4322389891967927,0.48535892149872595,0.4596847531927485,0.4172552454682828
amazon-ratings,ResNet,5,512,6e-05,8,4,"[1460, 1810, 880, 3010]","[0.4839, 0.4816, 0.4795, 0.4815]","[0.4839, 0.4816, 0.4795, 0.4815]",acc,0.9940388798713684,0.9940388798713684,0.01278869528323412,,0.9925885224881601,0.9940418865060422,0.9904694697095492,0.9947528747467596,acc,0.48734280467033386,0.48734280467033386,3.332087993621826,,0.43072888670635806,0.4838331884495648,0.4441405099022693,0.4215040757720411,acc,0.48521965742111206,0.48521965742111206,3.318427562713623,,0.42612100201582176,0.4812824389180714,0.4434072456526259,0.4153358848950945
amazon-ratings,ResNet,5,512,0.0001,8,4,"[1550, 780, 1400, 1580]","[0.4841, 0.4811, 0.4774, 0.4844]","[0.4841, 0.4811, 0.4774, 0.4844]",acc,0.994202196598053,0.994202196598053,0.011473439633846283,,0.9928610982709387,0.9942044982579745,0.9909029015681172,0.9948582454730529,acc,0.49175241589546204,0.49175241589546204,3.5132954120635986,,0.4350193522201947,0.4880196111264427,0.45153849961253395,0.42408591407928176,acc,0.4914257526397705,0.4914257526397705,3.5352494716644287,,0.436211936975787,0.4874910623950473,0.45689563833471725,0.42355712786829364
amazon-ratings,ResNet,5,512,1e-05,8,4,"[380, 570, 360, 310]","[0.3949, 0.391, 0.3887, 0.3895]","[0.3949, 0.391, 0.3887, 0.3895]",acc,0.41237956285476685,0.41237956285476685,1.3583893775939941,,0.20533925711803502,0.32575321549213704,0.26769305037588825,0.25594684402884227,acc,0.3911481201648712,0.3911481201648712,1.3902558088302612,,0.19218794768362285,0.30647628994743864,0.22101463815717698,0.24225657501740505,acc,0.38396209478378296,0.38396209478378296,1.3958477973937988,,0.18861438470209854,0.30159625875384277,0.2176840709942916,0.23662872977375554
amazon-ratings,ResNet,1,256,3e-05,9,4,"[450, 280, 330, 460]","[0.4, 0.3895, 0.3905, 0.3931]","[0.4, 0.3895, 0.3905, 0.3931]",acc,0.4224236309528351,0.4224236309528351,1.3379639387130737,,0.22274652362164482,0.3465415844732389,0.38201967571465656,0.26046336497757633,acc,0.3949044644832611,0.3949044644832611,1.387421727180481,,0.20344537779818966,0.3191997549746271,0.36634351659638,0.24164166252003896,acc,0.39588436484336853,0.39588436484336853,1.3858081102371216,,0.2036542381305655,0.32074056960139397,0.22600177563443308,0.24297785847520634
amazon-ratings,ResNet,1,256,6e-05,9,4,"[3680, 2280, 2850, 2280]","[0.4852, 0.4744, 0.4797, 0.4695]","[0.4852, 0.4744, 0.4797, 0.4695]",acc,0.9902825355529785,0.9902825355529785,0.02717704512178898,,0.9894382594968952,0.990282050811685,0.9883765345648967,0.9905154246303957,acc,0.49436551332473755,0.49436551332473755,2.489576816558838,,0.44300801998306893,0.48933894018321644,0.48267199582637266,0.4231047723660324,acc,0.5010615587234497,0.5010615587234497,2.4252443313598633,,0.4323135224532512,0.4948835154943438,0.4713730498186478,0.41502398608491287
amazon-ratings,ResNet,1,256,0.0001,9,4,"[1580, 1400, 2190, 900]","[0.482, 0.4761, 0.4789, 0.4694]","[0.482, 0.4761, 0.4789, 0.4694]",acc,0.9896292686462402,0.9896292686462402,0.03470046818256378,,0.9887949411755039,0.9896287000940459,0.9880630448471243,0.9895422464264716,acc,0.4935488998889923,0.4935488998889923,2.3323769569396973,,0.44326869145415176,0.4884619503347442,0.488569603042248,0.4218799641632926,acc,0.5020414590835571,0.5020414590835571,2.286337375640869,,0.43275933679401507,0.4961535617804281,0.4670015857898111,0.41672273933711734
amazon-ratings,ResNet,1,256,1e-05,9,4,"[1170, 770, 1070, 1240]","[0.4003, 0.3898, 0.3913, 0.3934]","[0.4003, 0.3898, 0.3913, 0.3934]",acc,0.42250528931617737,0.42250528931617737,1.338409423828125,,0.2228812566284566,0.34672232622537014,0.383231188095006,0.26055986454226493,acc,0.3934345841407776,0.3934345841407776,1.3877854347229004,,0.20251659584485018,0.31786441718866243,0.3658543674759519,0.24079033787590415,acc,0.3965376317501068,0.3965376317501068,1.3861145973205566,,0.20361379247262756,0.32093851600523204,0.22590231969397748,0.2432807667891387
