epoch,train_mean_member_ce,valid_pooled_accuracy,valid_pooled_ce,train_step_seconds,validation_seconds,elapsed_seconds,is_selected_so_far
1,3.74238920211792,0.0762777253985405,3.2997567653656006,0.16594889760017395,0.029512420296669006,0.20356764644384384,1
2,3.320627212524414,0.07715023308992386,3.058567762374878,0.05488249659538269,0.02196948230266571,0.2901809886097908,1
3,3.18634295463562,0.2825598120689392,2.908055067062378,0.05452416092157364,0.021870918571949005,0.3724832460284233,1
4,3.119593620300293,0.2832309603691101,2.862905263900757,0.0545588880777359,0.021937623620033264,0.45496463030576706,1
5,3.0693118572235107,0.1864827573299408,2.8691611289978027,0.05461335927248001,0.02188025414943695,0.5315192118287086,0
6,3.0261969566345215,0.15886437892913818,2.8556771278381348,0.054729923605918884,0.021921485662460327,0.6082268357276917,0
7,2.982241153717041,0.24786065518856049,2.7644355297088623,0.05454731732606888,0.02190583199262619,0.6847328245639801,0
8,2.9205875396728516,0.2954126000404358,2.618364095687866,0.05453847348690033,0.02186257392168045,0.768283374607563,1
9,2.844290256500244,0.30259403586387634,2.4870405197143555,0.05449908226728439,0.021915137767791748,0.8512938022613525,1
10,2.7525906562805176,0.33034664392471313,2.39528226852417,0.055041052401065826,0.022068925201892853,0.9346499145030975,1
11,2.662046194076538,0.363737016916275,2.3126766681671143,0.05462285876274109,0.02189537137746811,1.017220139503479,1
12,2.5877180099487305,0.36494511365890503,2.259212017059326,0.05451415479183197,0.021884143352508545,1.0995895564556122,1
13,2.5133047103881836,0.3796771466732025,2.218127965927124,0.05457933992147446,0.021954499185085297,1.1825996935367584,1
14,2.4456539154052734,0.41753077507019043,2.147678852081299,0.05451110005378723,0.021884441375732422,1.266503319144249,1
15,2.387075424194336,0.4349474608898163,2.0977113246917725,0.05449617654085159,0.02192036062479019,1.3489795923233032,1
16,2.332388401031494,0.4396456182003021,2.054267406463623,0.05461709946393967,0.02188054472208023,1.4310435578227043,1
17,2.283728837966919,0.45434409379959106,2.0019726753234863,0.05459430813789368,0.02189262956380844,1.5132565423846245,1
18,2.23384165763855,0.4637739360332489,1.9634541273117065,0.054595232009887695,0.021950863301753998,1.5959539636969566,1
19,2.1904184818267822,0.4757206439971924,1.921082854270935,0.05473337322473526,0.022043950855731964,1.6789681315422058,1
20,2.145021915435791,0.48870766162872314,1.8750816583633423,0.05455492436885834,0.02187565714120865,1.7619295939803123,1
21,2.0996484756469727,0.49706363677978516,1.835801601409912,0.05505364388227463,0.02204621583223343,1.8460262715816498,1
22,2.0593249797821045,0.5121312737464905,1.7864025831222534,0.05453425645828247,0.021911777555942535,1.9281477481126785,1
23,2.0149037837982178,0.5208563804626465,1.7443487644195557,0.05461230129003525,0.02192319929599762,2.0146134197711945,1
24,1.9737378358840942,0.5268632769584656,1.7092742919921875,0.05441175401210785,0.021853134036064148,2.098606638610363,1
25,1.9357444047927856,0.5382059812545776,1.6727514266967773,0.05443008244037628,0.021916218101978302,2.181431658565998,1
26,1.904335618019104,0.5459914803504944,1.64352548122406,0.0543675422668457,0.02188219130039215,2.263549081981182,1
27,1.867191195487976,0.5543474555015564,1.6132807731628418,0.054569974541664124,0.021915264427661896,2.3458475545048714,1
28,1.8367912769317627,0.5594818592071533,1.5880045890808105,0.05444999784231186,0.021910957992076874,2.429248310625553,1
29,1.805998682975769,0.564414918422699,1.5661145448684692,0.0544210821390152,0.021943502128124237,2.5113523453474045,1
30,1.776854157447815,0.5697171092033386,1.5444645881652832,0.05445181578397751,0.021960720419883728,2.5950233787298203,1
31,1.7505801916122437,0.5740460753440857,1.5254231691360474,0.05442584306001663,0.021894171833992004,2.6772189512848854,1
32,1.7268869876861572,0.5800529718399048,1.503481388092041,0.05449393391609192,0.021913886070251465,2.7596966549754143,1
33,1.7000491619110107,0.5840128660202026,1.4840152263641357,0.05445408076047897,0.021921709179878235,2.8427738547325134,1
34,1.677810549736023,0.5873015522956848,1.46517813205719,0.05434916913509369,0.02192068099975586,2.9246618151664734,1
35,1.6542428731918335,0.5910936594009399,1.4474257230758667,0.054376520216464996,0.02188635617494583,3.0075065195560455,1
36,1.6329773664474487,0.5963287353515625,1.4299222230911255,0.05444534122943878,0.02190481126308441,3.0897225216031075,1
37,1.6153355836868286,0.5993489623069763,1.412756323814392,0.05438796430826187,0.021895475685596466,3.172136791050434,1
38,1.5910080671310425,0.6015302538871765,1.3965544700622559,0.054891303181648254,0.022006802260875702,3.256633274257183,1
39,1.5720187425613403,0.6048524975776672,1.3818068504333496,0.0545223131775856,0.021852687001228333,3.3387113735079765,1
40,1.556445598602295,0.607805609703064,1.3690825700759888,0.05447150021791458,0.021869659423828125,3.4212443456053734,1
41,1.5383198261260986,0.6100540161132812,1.3560830354690552,0.054509855806827545,0.021946005523204803,3.5036366507411003,1
42,1.5225329399108887,0.6145843863487244,1.341614842414856,0.054530948400497437,0.021903440356254578,3.5858846306800842,1
43,1.5063759088516235,0.6163964867591858,1.3271313905715942,0.05454425513744354,0.021969638764858246,3.6682481914758682,1
44,1.4953795671463013,0.6195173859596252,1.3138232231140137,0.054505854845047,0.021901048719882965,3.751107707619667,1
45,1.477514386177063,0.6220678091049194,1.3021970987319946,0.05448417365550995,0.021917805075645447,3.833586484193802,1
46,1.4660674333572388,0.6234437227249146,1.2908861637115479,0.05438306927680969,0.021909169852733612,3.915984481573105,1
47,1.4507818222045898,0.627302885055542,1.278916358947754,0.05445154756307602,0.021885305643081665,3.9985426515340805,1
48,1.438690185546875,0.6262961626052856,1.271519422531128,0.05441688001155853,0.021841436624526978,4.074863456189632,0
49,1.424085021018982,0.6289472579956055,1.2630352973937988,0.05435183644294739,0.02188946306705475,4.157299071550369,1
50,1.415492057800293,0.6305245161056519,1.2527815103530884,0.05448565632104874,0.0220528244972229,4.2409598007798195,1
51,1.403396725654602,0.6330413222312927,1.241416335105896,0.05446238815784454,0.021930955350399017,4.3233561888337135,1
52,1.393140196800232,0.6337460875511169,1.2338119745254517,0.054506778717041016,0.02190575748682022,4.406635828316212,1
53,1.3810293674468994,0.6349541544914246,1.226067304611206,0.05445481091737747,0.021897077560424805,4.489018611609936,1
54,1.3717128038406372,0.6388804912567139,1.2149356603622437,0.05447973310947418,0.021970711648464203,4.576295547187328,1
55,1.3654913902282715,0.6359273791313171,1.2124650478363037,0.054766468703746796,0.021981731057167053,4.6530963853001595,0
56,1.3532519340515137,0.6423369646072388,1.2061036825180054,0.05446964502334595,0.021924927830696106,4.735696449875832,1
57,1.343329668045044,0.639752984046936,1.2010295391082764,0.05445323884487152,0.021908409893512726,4.812114328145981,0
58,1.3351984024047852,0.6445518136024475,1.187574863433838,0.05445408821105957,0.021909959614276886,4.8951676189899445,1
59,1.3263963460922241,0.644518256187439,1.182003378868103,0.054417334496974945,0.021911054849624634,4.9715506285429,0
60,1.3202341794967651,0.644887387752533,1.1784539222717285,0.054425470530986786,0.021952509880065918,5.0547720566391945,1
61,1.3091909885406494,0.6491828560829163,1.167480707168579,0.05465266853570938,0.021931715309619904,5.137578144669533,1
62,1.3024755716323853,0.6468337774276733,1.1630970239639282,0.05448935925960541,0.021942786872386932,5.2140853703022,0
63,1.2944804430007935,0.6511627435684204,1.157463788986206,0.054432399570941925,0.021848328411579132,5.296252228319645,1
64,1.286979079246521,0.6522701978683472,1.1547269821166992,0.05449851602315903,0.021897166967391968,5.379098616540432,1
65,1.2783633470535278,0.6500553488731384,1.1496323347091675,0.05440504848957062,0.02186725288629532,5.455427244305611,0
