step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.3236704096198082,0.03448505425737301,0.41769444942474365,0.2681232579052448,0.11533927544951439,6.8180798552930355,1
40,0.16972089931368828,0.3546867718527395,0.3477603793144226,0.26843200251460075,0.11457816697657108,13.614980975165963,1
60,0.1140022873878479,0.41318820318221156,0.3283168375492096,0.26826932467520237,0.11515526100993156,20.417588867247105,1
80,0.08962395787239075,0.443112975168098,0.3479446768760681,0.26844924315810204,0.11482683382928371,27.207689123228192,1
100,0.07590806856751442,0.4578589974036349,0.3482915759086609,0.2686049249023199,0.11511505767703056,34.00011203996837,1
120,0.0681779533624649,0.483739431462619,0.3470921814441681,0.26829473301768303,0.11465655453503132,40.791852071881294,1
140,0.060045656748116016,0.50372811397377,0.3718264102935791,0.26856767013669014,0.11529767699539661,47.58723332732916,1
160,0.057299042120575905,0.5218194527661274,0.36474931240081787,0.26868090219795704,0.11470541171729565,54.380374915897846,1
180,0.052340444177389145,0.5378137274482392,0.3797931671142578,0.2683976273983717,0.11480113305151463,61.17738354019821,1
200,0.04997870326042175,0.5406430996604753,0.3912627696990967,0.2688402161002159,0.11500338092446327,67.97860575094819,1
220,0.046502246521413326,0.5444544304640171,0.4082326292991638,0.26863752491772175,0.11463592201471329,74.77834173291922,1
240,0.042651000432670116,0.5453032421276879,0.40657860040664673,0.2688583955168724,0.11523690819740295,81.57130301743746,1
260,0.04159541428089142,0.5525264629518674,0.4037231504917145,0.268763879314065,0.11472801491618156,88.37604745663702,1
280,0.040267365984618664,0.5620963983756074,0.40544945001602173,0.26872365921735764,0.11579776927828789,95.16576852463186,1
300,0.03785230405628681,0.5588675853804673,0.4308124780654907,0.2685947138816118,0.1150967963039875,101.97168134897947,0
320,0.03825806360691786,0.5666400372811398,0.4422394633293152,0.2685860674828291,0.11553670093417168,108.77117138914764,1
340,0.03735922649502754,0.5624791957925571,0.4300348162651062,0.2681527677923441,0.11513293348252773,115.55588541179895,0
360,0.03490740805864334,0.5690366819785634,0.4487725794315338,0.2686138339340687,0.11466753482818604,122.35880667343736,1
380,0.0345450583845377,0.5586345782571067,0.44176462292671204,0.2692431602627039,0.11464829556643963,129.15317224152386,0
400,0.03288242593407631,0.5640270288263098,0.4503411054611206,0.2681659087538719,0.11458569765090942,135.94320021942258,0
