Loading data...

============================================================
Training TABM-amazon-ratings GT-sep 1L h=512 lr=3e-05 split=9
============================================================
Step    1 | loss 2.2921 | val_acc=0.2296 val_loss=1.6507 val_f1_macro=0.1919 val_f1_weighted=0.2366 val_prec_macro=0.2035 val_rec_macro=0.2041 val_metric_name=acc val_metric=0.2296
Step   50 | loss 1.5601 | val_acc=0.3804 val_loss=1.4003 val_f1_macro=0.1774 val_f1_weighted=0.2883 val_prec_macro=0.2005 val_rec_macro=0.2263 val_metric_name=acc val_metric=0.3804
Step  100 | loss 1.4852 | val_acc=0.3882 val_loss=1.3806 val_f1_macro=0.1876 val_f1_weighted=0.3013 val_prec_macro=0.2100 val_rec_macro=0.2350 val_metric_name=acc val_metric=0.3882
Step  150 | loss 1.4488 | val_acc=0.3929 val_loss=1.3724 val_f1_macro=0.1956 val_f1_weighted=0.3104 val_prec_macro=0.4237 val_rec_macro=0.2416 val_metric_name=acc val_metric=0.3929
Step  200 | loss 1.4219 | val_acc=0.4000 val_loss=1.3656 val_f1_macro=0.2050 val_f1_weighted=0.3209 val_prec_macro=0.4390 val_rec_macro=0.2487 val_metric_name=acc val_metric=0.4000
Step  250 | loss 1.4021 | val_acc=0.4031 val_loss=1.3593 val_f1_macro=0.2118 val_f1_weighted=0.3272 val_prec_macro=0.4129 val_rec_macro=0.2539 val_metric_name=acc val_metric=0.4031
Step  300 | loss 1.3825 | val_acc=0.4057 val_loss=1.3523 val_f1_macro=0.2161 val_f1_weighted=0.3321 val_prec_macro=0.3944 val_rec_macro=0.2574 val_metric_name=acc val_metric=0.4057
Step  350 | loss 1.3655 | val_acc=0.4127 val_loss=1.3451 val_f1_macro=0.2270 val_f1_weighted=0.3443 val_prec_macro=0.3819 val_rec_macro=0.2649 val_metric_name=acc val_metric=0.4127
Step  400 | loss 1.3499 | val_acc=0.4179 val_loss=1.3372 val_f1_macro=0.2357 val_f1_weighted=0.3535 val_prec_macro=0.4020 val_rec_macro=0.2701 val_metric_name=acc val_metric=0.4179
Step  450 | loss 1.3327 | val_acc=0.4285 val_loss=1.3290 val_f1_macro=0.2516 val_f1_weighted=0.3710 val_prec_macro=0.4086 val_rec_macro=0.2802 val_metric_name=acc val_metric=0.4285
Step  500 | loss 1.3129 | val_acc=0.4318 val_loss=1.3208 val_f1_macro=0.2589 val_f1_weighted=0.3785 val_prec_macro=0.3847 val_rec_macro=0.2850 val_metric_name=acc val_metric=0.4318
Step  550 | loss 1.2926 | val_acc=0.4398 val_loss=1.3118 val_f1_macro=0.2719 val_f1_weighted=0.3913 val_prec_macro=0.5781 val_rec_macro=0.2937 val_metric_name=acc val_metric=0.4398
Step  600 | loss 1.2712 | val_acc=0.4462 val_loss=1.3024 val_f1_macro=0.2834 val_f1_weighted=0.4020 val_prec_macro=0.5088 val_rec_macro=0.3012 val_metric_name=acc val_metric=0.4462
Step  650 | loss 1.2482 | val_acc=0.4539 val_loss=1.2936 val_f1_macro=0.2971 val_f1_weighted=0.4143 val_prec_macro=0.4746 val_rec_macro=0.3108 val_metric_name=acc val_metric=0.4539
Step  700 | loss 1.2168 | val_acc=0.4614 val_loss=1.2839 val_f1_macro=0.3090 val_f1_weighted=0.4251 val_prec_macro=0.4657 val_rec_macro=0.3190 val_metric_name=acc val_metric=0.4614
Step  750 | loss 1.1867 | val_acc=0.4650 val_loss=1.2779 val_f1_macro=0.3255 val_f1_weighted=0.4325 val_prec_macro=0.5245 val_rec_macro=0.3291 val_metric_name=acc val_metric=0.4650
Step  800 | loss 1.1504 | val_acc=0.4691 val_loss=1.2720 val_f1_macro=0.3372 val_f1_weighted=0.4398 val_prec_macro=0.5201 val_rec_macro=0.3370 val_metric_name=acc val_metric=0.4691
Step  850 | loss 1.1171 | val_acc=0.4764 val_loss=1.2666 val_f1_macro=0.3520 val_f1_weighted=0.4501 val_prec_macro=0.5275 val_rec_macro=0.3469 val_metric_name=acc val_metric=0.4764
Step  900 | loss 1.0790 | val_acc=0.4795 val_loss=1.2642 val_f1_macro=0.3569 val_f1_weighted=0.4552 val_prec_macro=0.5141 val_rec_macro=0.3512 val_metric_name=acc val_metric=0.4795
Step  950 | loss 1.0380 | val_acc=0.4833 val_loss=1.2642 val_f1_macro=0.3712 val_f1_weighted=0.4623 val_prec_macro=0.5194 val_rec_macro=0.3605 val_metric_name=acc val_metric=0.4833
Step 1000 | loss 1.0063 | val_acc=0.4864 val_loss=1.2655 val_f1_macro=0.3794 val_f1_weighted=0.4673 val_prec_macro=0.5113 val_rec_macro=0.3665 val_metric_name=acc val_metric=0.4864
Step 1050 | loss 0.9717 | val_acc=0.4900 val_loss=1.2701 val_f1_macro=0.3883 val_f1_weighted=0.4722 val_prec_macro=0.5226 val_rec_macro=0.3728 val_metric_name=acc val_metric=0.4900
Step 1100 | loss 0.9329 | val_acc=0.4947 val_loss=1.2752 val_f1_macro=0.4053 val_f1_weighted=0.4797 val_prec_macro=0.5309 val_rec_macro=0.3849 val_metric_name=acc val_metric=0.4947
Step 1150 | loss 0.9020 | val_acc=0.4958 val_loss=1.2838 val_f1_macro=0.4071 val_f1_weighted=0.4811 val_prec_macro=0.5138 val_rec_macro=0.3870 val_metric_name=acc val_metric=0.4958
Step 1200 | loss 0.8719 | val_acc=0.4983 val_loss=1.2918 val_f1_macro=0.4124 val_f1_weighted=0.4841 val_prec_macro=0.5172 val_rec_macro=0.3912 val_metric_name=acc val_metric=0.4983
Step 1250 | loss 0.8378 | val_acc=0.4991 val_loss=1.3004 val_f1_macro=0.4191 val_f1_weighted=0.4863 val_prec_macro=0.5200 val_rec_macro=0.3964 val_metric_name=acc val_metric=0.4991
Step 1300 | loss 0.8140 | val_acc=0.5001 val_loss=1.3110 val_f1_macro=0.4231 val_f1_weighted=0.4878 val_prec_macro=0.5191 val_rec_macro=0.3997 val_metric_name=acc val_metric=0.5001
Step 1350 | loss 0.7869 | val_acc=0.5061 val_loss=1.3232 val_f1_macro=0.4326 val_f1_weighted=0.4945 val_prec_macro=0.5268 val_rec_macro=0.4081 val_metric_name=acc val_metric=0.5061
Step 1400 | loss 0.7614 | val_acc=0.5055 val_loss=1.3355 val_f1_macro=0.4316 val_f1_weighted=0.4941 val_prec_macro=0.5248 val_rec_macro=0.4072 val_metric_name=acc val_metric=0.5055
Step 1450 | loss 0.7356 | val_acc=0.5060 val_loss=1.3495 val_f1_macro=0.4328 val_f1_weighted=0.4949 val_prec_macro=0.5229 val_rec_macro=0.4084 val_metric_name=acc val_metric=0.5060
Step 1500 | loss 0.7126 | val_acc=0.5096 val_loss=1.3598 val_f1_macro=0.4387 val_f1_weighted=0.4996 val_prec_macro=0.5217 val_rec_macro=0.4144 val_metric_name=acc val_metric=0.5096
Step 1550 | loss 0.6922 | val_acc=0.5141 val_loss=1.3750 val_f1_macro=0.4455 val_f1_weighted=0.5044 val_prec_macro=0.5255 val_rec_macro=0.4205 val_metric_name=acc val_metric=0.5141
Step 1600 | loss 0.6655 | val_acc=0.5158 val_loss=1.3870 val_f1_macro=0.4478 val_f1_weighted=0.5064 val_prec_macro=0.5236 val_rec_macro=0.4231 val_metric_name=acc val_metric=0.5158
Step 1650 | loss 0.6440 | val_acc=0.5189 val_loss=1.4026 val_f1_macro=0.4533 val_f1_weighted=0.5101 val_prec_macro=0.5263 val_rec_macro=0.4282 val_metric_name=acc val_metric=0.5189
Step 1700 | loss 0.6218 | val_acc=0.5210 val_loss=1.4171 val_f1_macro=0.4584 val_f1_weighted=0.5128 val_prec_macro=0.5277 val_rec_macro=0.4330 val_metric_name=acc val_metric=0.5210
Step 1750 | loss 0.6066 | val_acc=0.5213 val_loss=1.4329 val_f1_macro=0.4610 val_f1_weighted=0.5136 val_prec_macro=0.5283 val_rec_macro=0.4354 val_metric_name=acc val_metric=0.5213
Step 1800 | loss 0.5874 | val_acc=0.5246 val_loss=1.4482 val_f1_macro=0.4647 val_f1_weighted=0.5170 val_prec_macro=0.5332 val_rec_macro=0.4385 val_metric_name=acc val_metric=0.5246
Step 1850 | loss 0.5691 | val_acc=0.5243 val_loss=1.4610 val_f1_macro=0.4651 val_f1_weighted=0.5170 val_prec_macro=0.5283 val_rec_macro=0.4399 val_metric_name=acc val_metric=0.5243
Step 1900 | loss 0.5513 | val_acc=0.5241 val_loss=1.4784 val_f1_macro=0.4672 val_f1_weighted=0.5172 val_prec_macro=0.5312 val_rec_macro=0.4416 val_metric_name=acc val_metric=0.5241
Step 1950 | loss 0.5358 | val_acc=0.5277 val_loss=1.4963 val_f1_macro=0.4714 val_f1_weighted=0.5207 val_prec_macro=0.5352 val_rec_macro=0.4453 val_metric_name=acc val_metric=0.5277
Step 2000 | loss 0.5211 | val_acc=0.5292 val_loss=1.5108 val_f1_macro=0.4734 val_f1_weighted=0.5225 val_prec_macro=0.5362 val_rec_macro=0.4472 val_metric_name=acc val_metric=0.5292
Step 2050 | loss 0.5062 | val_acc=0.5288 val_loss=1.5290 val_f1_macro=0.4740 val_f1_weighted=0.5224 val_prec_macro=0.5353 val_rec_macro=0.4482 val_metric_name=acc val_metric=0.5288
