dataset,model,num_layers,split,best_step,train_acc,val_acc,test_acc,test_loss,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro,test_roc_auc
amazon-ratings,ResNet,4,0,1000,0.46913278102874756,0.39800751209259033,0.3970275819301605,1.3654028177261353,0.24095654677830428,0.3451919750901055,0.3876240062479357,0.2642085882464784,
amazon-ratings,ResNet,2,1,999,0.4995100498199463,0.40764331817626953,0.4125428795814514,1.361316442489624,0.2503490030862036,0.35969977161251493,0.4066130565547743,0.26999741621332823,
amazon-ratings,ResNet,5,2,998,0.47125592827796936,0.4045402407646179,0.40013065934181213,1.3739466667175293,0.23118538622609414,0.340845030425696,0.35757426342977106,0.2607604826211358,
amazon-ratings,ResNet,4,3,1000,0.4968152940273285,0.399804025888443,0.4040502905845642,1.3664326667785645,0.26257048714841486,0.36315940718148265,0.44203072002595756,0.2766869853891297,
amazon-ratings,ResNet,5,4,1000,0.5187000036239624,0.42511841654777527,0.41499266028404236,1.3560847043991089,0.26977689181972475,0.374041894290638,0.4304057789447315,0.28054772988137,
amazon-ratings,ResNet,5,5,998,0.5003266334533691,0.4184223413467407,0.4051935374736786,1.3646750450134277,0.24867271511525374,0.3579859155519957,0.3488698625030715,0.2677670969115706,
amazon-ratings,ResNet,5,6,1000,0.4973052442073822,0.4159725606441498,0.40388697385787964,1.3782293796539307,0.24515693048021428,0.3571502887582695,0.3515242720935619,0.2631759433209415,
amazon-ratings,ResNet,5,7,970,0.509880781173706,0.4096031188964844,0.4040502905845642,1.3622987270355225,0.269799631634107,0.364292062587808,0.4041183729629466,0.2790518821268766,
amazon-ratings,ResNet,5,8,1000,0.5004082918167114,0.4131961464881897,0.4042136073112488,1.3723151683807373,0.251995283779922,0.3581805331655389,0.3750466874387717,0.2661084542669111,
amazon-ratings,ResNet,2,9,991,0.531602144241333,0.40388697385787964,0.4158092439174652,1.3584682941436768,0.282367864020888,0.38560337015808105,0.39688137541550617,0.28966504534642246,
amazon-ratings,GCN,4,0,975,0.6286134123802185,0.4925689995288849,0.47999346256256104,1.3376201391220093,0.3994697517358631,0.46681495091624337,0.4306100915757834,0.393409576102865,
amazon-ratings,GCN,4,1,960,0.6104034185409546,0.48799607157707214,0.4891393184661865,1.3035930395126343,0.4051795034236038,0.47539728883715593,0.43566165208094887,0.3994747040138892,
amazon-ratings,GCN,3,2,983,0.6138330698013306,0.48538297414779663,0.4878327548503876,1.3097683191299438,0.39772486003453306,0.47235492056173567,0.43423351421477346,0.3922619553438298,
amazon-ratings,GCN,3,3,958,0.6081985831260681,0.49175241589546204,0.4806467294692993,1.3016033172607422,0.39403332425827026,0.46345060554202255,0.4411787729057573,0.3862041035294017,
amazon-ratings,GCN,3,4,988,0.6073819994926453,0.4909358024597168,0.4897925853729248,1.3364681005477905,0.3981898677939823,0.47395274733428,0.44854440822768743,0.3899881753472875,
amazon-ratings,GCN,3,5,998,0.6091784834861755,0.4855462908744812,0.49534541368484497,1.2964012622833252,0.4086092392086589,0.47651450279724594,0.4578580972701592,0.40155279223769724,
amazon-ratings,GCN,4,6,983,0.6135880947113037,0.4866895377635956,0.48636287450790405,1.3354089260101318,0.39649990497907944,0.4713630317944099,0.43251718987855714,0.3909676092259157,
amazon-ratings,GCN,2,7,999,0.6052588820457458,0.4817899763584137,0.4683978259563446,1.2894073724746704,0.37039452449867705,0.44786696675018495,0.4334588137477281,0.36457360213362255,
amazon-ratings,GCN,4,8,987,0.6283684372901917,0.48799607157707214,0.4829331934452057,1.354138731956482,0.3994030134160874,0.4673998310075853,0.4346485066114389,0.3945027639235875,
amazon-ratings,GCN,3,9,897,0.600359320640564,0.48636287450790405,0.475910484790802,1.303322672843933,0.38102185834349,0.456716575418158,0.43397905411868204,0.3753424747131816,
amazon-ratings,SAGE,3,0,993,0.6763840913772583,0.5002449750900269,0.49485546350479126,1.3619974851608276,0.3953940354345011,0.47179527344716343,0.48054113046362834,0.38650757994295837,
amazon-ratings,SAGE,4,1,999,0.6853666305541992,0.4961619973182678,0.4977951943874359,1.4009244441986084,0.4139711341077558,0.47775269264755443,0.4882464386220901,0.4006968727663246,
amazon-ratings,SAGE,4,2,996,0.6545810699462891,0.494038850069046,0.4822799265384674,1.4071632623672485,0.4003051254715945,0.46268776717538246,0.4642617816826247,0.3982266342826191,
amazon-ratings,SAGE,5,3,986,0.6517230272293091,0.5026947259902954,0.49322226643562317,1.4020411968231201,0.3987310170972563,0.4693086641309984,0.5052499222031269,0.3871012921732436,
amazon-ratings,SAGE,2,4,999,0.7259513139724731,0.5141270756721497,0.505797803401947,1.4365440607070923,0.41608416182723174,0.4864316326590143,0.5315734840982695,0.4023148741129491,
amazon-ratings,SAGE,5,5,966,0.6960639953613281,0.5002449750900269,0.5040013194084167,1.4209952354431152,0.42677875535059756,0.4886343004288404,0.4811988179121568,0.41637167522983043,
amazon-ratings,SAGE,3,6,999,0.6994120478630066,0.5118405818939209,0.5026947259902954,1.4645941257476807,0.4090729793344309,0.48076113198688886,0.48998325279088684,0.39676552595039116,
amazon-ratings,SAGE,3,7,978,0.6705862879753113,0.49861177802085876,0.4891393184661865,1.4158817529678345,0.4034076300876288,0.46288452438763417,0.5017507102204413,0.3922168728933201,
amazon-ratings,SAGE,3,8,995,0.70096355676651,0.49599868059158325,0.49109911918640137,1.4287430047988892,0.41731160016648483,0.4748146592407246,0.478746522607142,0.41063413755794953,
amazon-ratings,SAGE,4,9,991,0.683570146560669,0.4961619973182678,0.48962926864624023,1.3886393308639526,0.4087981074650143,0.4714334118547503,0.49222638723745105,0.39650569161141147,
amazon-ratings,GAT,2,0,995,0.58500736951828,0.4834231436252594,0.48211660981178284,1.312708854675293,0.3714471805268857,0.46112569448948,0.4427669087373542,0.36159324434218665,
amazon-ratings,GAT,2,1,997,0.5739016532897949,0.48309651017189026,0.47656378149986267,1.2814264297485352,0.35417205805691776,0.45402325260803034,0.43674839276478805,0.34797862978003635,
amazon-ratings,GAT,2,2,966,0.5552017092704773,0.482443243265152,0.48146334290504456,1.2821435928344727,0.353547159963565,0.4563142150071774,0.4717505722528603,0.3488630247129794,
amazon-ratings,GAT,5,3,862,0.588437020778656,0.47934019565582275,0.4711742699146271,1.3650484085083008,0.3865549425726482,0.455736607710094,0.41971982761719506,0.38089778363545146,
amazon-ratings,GAT,3,4,896,0.582639217376709,0.487669438123703,0.4795035123825073,1.3236985206604004,0.3815972837992513,0.462131555546835,0.4347309764980449,0.37337791340085014,
amazon-ratings,GAT,2,5,1000,0.5914584398269653,0.47983014583587646,0.48734280467033386,1.3421571254730225,0.39712758499793,0.4726611284731742,0.4677859233858618,0.3814996767691725,
amazon-ratings,GAT,2,6,986,0.5600196123123169,0.48570960760116577,0.4816266596317291,1.3201420307159424,0.35191214823766026,0.4546493012191535,0.4528462185571138,0.3466734354564326,
amazon-ratings,GAT,2,7,989,0.6135064363479614,0.4795035123825073,0.48358646035194397,1.3339955806732178,0.3846632800432081,0.46877057809191974,0.44485497324517465,0.37340165809861137,
amazon-ratings,GAT,4,8,993,0.6023191213607788,0.48260655999183655,0.4719908535480499,1.4072397947311401,0.3848460337134769,0.45695308352162567,0.4338644377025694,0.3792212375229258,
amazon-ratings,GAT,4,9,922,0.6037889719009399,0.487669438123703,0.4834231436252594,1.398188829421997,0.39457928743384196,0.47220497531484296,0.4258699143401311,0.3841350753164453,
amazon-ratings,GAT-sep,2,0,999,0.7108443379402161,0.5102074146270752,0.5067777037620544,1.4332019090652466,0.4112269325783383,0.48671506537293807,0.5111789485444718,0.395350182644545,
amazon-ratings,GAT-sep,5,1,1000,0.6858565807342529,0.505797803401947,0.5026947259902954,1.5235568284988403,0.4317174625469116,0.4917232146025042,0.46824854423207085,0.42010688148883785,
amazon-ratings,GAT-sep,5,2,985,0.6942675113677979,0.5131471157073975,0.504654586315155,1.5402909517288208,0.4270409574030376,0.49223330963396067,0.45966991988792677,0.41829500635504313,
amazon-ratings,GAT-sep,2,3,1000,0.7051281929016113,0.5115139484405518,0.5077576041221619,1.4619141817092896,0.42456459966129334,0.4889904202533797,0.5250537094462749,0.40434017250013427,
amazon-ratings,GAT-sep,2,4,1000,0.6963906288146973,0.5195165872573853,0.513637125492096,1.395257592201233,0.4207290504213114,0.49639260673008667,0.5009607075606424,0.40417559406670067,
amazon-ratings,GAT-sep,2,5,999,0.712885856628418,0.5105340480804443,0.5105340480804443,1.454494595527649,0.4219874480842492,0.4935298952630717,0.5299208858111097,0.4013592627782049,
amazon-ratings,GAT-sep,2,6,1000,0.7028417587280273,0.513637125492096,0.5084109306335449,1.4551990032196045,0.41707381933146703,0.48976893149559314,0.5062553406415559,0.39882354575127443,
amazon-ratings,GAT-sep,2,7,999,0.7367303371429443,0.5025314092636108,0.5092275142669678,1.4470405578613281,0.4340809066039507,0.4961817665851793,0.49890114404876557,0.4158093223723448,
amazon-ratings,GAT-sep,2,8,989,0.7401600480079651,0.5108606815338135,0.509880781173706,1.4594489336013794,0.42572215114491085,0.4959447798918041,0.4725588024949402,0.4140115238195741,
amazon-ratings,GAT-sep,2,9,1000,0.7234199047088623,0.5053078532218933,0.505797803401947,1.38074791431427,0.4196448553224726,0.4910974332546065,0.5115247238167446,0.4028387345158457,
amazon-ratings,GT,4,0,993,0.6575208306312561,0.5040013194084167,0.4963253140449524,1.312201976776123,0.4054252297203676,0.478667584357627,0.4616436882907483,0.39421764459212977,
amazon-ratings,GT,3,1,980,0.664135217666626,0.501714825630188,0.4982851445674896,1.2981154918670654,0.4193041478071959,0.48243673535555376,0.4877502777128669,0.40387764063810544,
amazon-ratings,GT,2,2,998,0.7453862428665161,0.5183733701705933,0.5159235596656799,1.3199477195739746,0.4420762170754912,0.504684466730558,0.501003443315269,0.4251440752396043,
amazon-ratings,GT,2,3,992,0.7111709713935852,0.5085742473602295,0.5100440979003906,1.3389456272125244,0.42000210080556827,0.4921210829233835,0.5184025002387143,0.4039782019513084,
amazon-ratings,GT,2,4,999,0.7092111706733704,0.5146170258522034,0.5087375640869141,1.2974133491516113,0.4199973533568043,0.4932401570414478,0.4851357599976275,0.4054573481744509,
amazon-ratings,GT,2,5,1000,0.7023518085479736,0.5084109306335449,0.5129837989807129,1.2988718748092651,0.42817991521556814,0.4972206166875149,0.548005022924853,0.40609752235678964,
amazon-ratings,GT,2,6,998,0.7217050194740295,0.5173934102058411,0.5089008808135986,1.3233104944229126,0.42463002361488666,0.4952234047203041,0.48693515345288957,0.40845792486329424,
amazon-ratings,GT,3,7,990,0.6794055104255676,0.49338558316230774,0.4924056828022003,1.2900196313858032,0.421678080981598,0.4803371067878187,0.47327478345870694,0.4076632624385921,
amazon-ratings,GT,2,8,1000,0.7178670763969421,0.5022047758102417,0.503511369228363,1.3081371784210205,0.41955317462824393,0.48999078927255657,0.4701208010898187,0.4071229231847508,
amazon-ratings,GT,2,9,999,0.7280744910240173,0.51216721534729,0.5074309706687927,1.3231801986694336,0.43260595109020555,0.4949718364260822,0.503860277644925,0.41437304796550034,
amazon-ratings,GT-sep,3,0,1000,0.718112051486969,0.5113506317138672,0.5092275142669678,1.3182631731033325,0.4302930101896287,0.49461907789786536,0.4973826312866185,0.41398557742703945,
amazon-ratings,GT-sep,2,1,998,0.7270128726959229,0.5085742473602295,0.5108606815338135,1.2855808734893799,0.43226307836305555,0.49802587782933,0.5099297797323901,0.4147778810060968,
