dataset,model,num_layers,split,best_step,train_acc,val_acc,test_acc,test_loss,test_f1_macro,test_f1_weighted,test_prec_macro,test_rec_macro,test_roc_auc
amazon-ratings,ResNet,3,9,978,0.8469704389572144,0.46121183037757874,0.4646415114402771,1.9639710187911987,0.38889869304351155,0.4592650097796344,0.4017251784208251,0.3821880245988383,
amazon-ratings,ResNet,4,0,1000,0.8408460021018982,0.4479829967021942,0.4599052667617798,1.9093903303146362,0.399509467020993,0.45728825666680495,0.4094328290615759,0.39393397953909015,
amazon-ratings,ResNet,4,1,1000,0.8742446303367615,0.46006858348846436,0.4594153165817261,2.059098958969116,0.3972553213182029,0.45560108032957874,0.4109728248154842,0.39061053573101284,
amazon-ratings,ResNet,4,2,915,0.8183079957962036,0.45696553587913513,0.44994282722473145,1.865746021270752,0.37318978290448235,0.44340093015263826,0.3892711948030283,0.36874446115271514,
amazon-ratings,ResNet,4,3,995,0.8559529781341553,0.45957863330841064,0.4587620496749878,2.0145580768585205,0.38979638445853326,0.45616783981998593,0.39626177207176083,0.3867703454658341,
amazon-ratings,ResNet,4,4,989,0.8534215092658997,0.46447819471359253,0.457782119512558,2.0029139518737793,0.38707401512398865,0.4535748986576702,0.39357993773150746,0.38646087754483865,
amazon-ratings,ResNet,4,5,968,0.8740813136100769,0.46758124232292175,0.4517393410205841,2.0620429515838623,0.39353990020959273,0.4502020494520336,0.3961460600730643,0.3934708307911404,
amazon-ratings,ResNet,4,6,988,0.8493385314941406,0.4693777561187744,0.4476563632488251,2.011972665786743,0.38465209316800475,0.4445595336291724,0.3948028699986604,0.37952948945225684,
amazon-ratings,ResNet,4,7,1000,0.8606075644493103,0.4571288526058197,0.45843541622161865,2.0305607318878174,0.39509112550919967,0.454188478030653,0.40763026308984,0.3879632180250417,
amazon-ratings,ResNet,4,8,968,0.8739996552467346,0.46823450922966003,0.4540258049964905,2.097564458847046,0.38990794488093233,0.44975193311538575,0.3999709485460877,0.3858347916508086,
amazon-ratings,ResNet,4,9,999,0.8710599541664124,0.45892536640167236,0.4599052667617798,2.0489912033081055,0.39707360450813955,0.45829928422934707,0.40142251455200856,0.3945010368954379,
amazon-ratings,ResNet,5,0,993,0.8926180005073547,0.4474930465221405,0.4639882445335388,2.080735921859741,0.41149835505954985,0.463317128519536,0.41252212342129885,0.41320194874146043,
amazon-ratings,ResNet,5,1,976,0.8683651685714722,0.4571288526058197,0.4512493908405304,2.0696892738342285,0.39086728384484515,0.4480882208585929,0.40268418450762067,0.38539959690198,
amazon-ratings,ResNet,5,2,982,0.8860852718353271,0.46447819471359253,0.4667646586894989,2.1358065605163574,0.3927630896936089,0.46200231322436186,0.4051025052712561,0.3883802269304305,
amazon-ratings,ResNet,5,3,991,0.8330883383750916,0.45582231879234314,0.45369917154312134,1.9127613306045532,0.38420578393887805,0.4507974880339581,0.39277007455105567,0.3801622713058797,
amazon-ratings,ResNet,5,4,1000,0.8488485813140869,0.4585987329483032,0.4623550474643707,2.0213396549224854,0.3962834668191405,0.45741664140312743,0.4060661021405165,0.3923103335188731,
amazon-ratings,ResNet,5,5,993,0.8781642913818359,0.4625183641910553,0.4540258049964905,2.106881856918335,0.39678519999740425,0.4517584425939096,0.403000148996719,0.39477398516363243,
amazon-ratings,ResNet,5,6,970,0.8719581961631775,0.47019433975219727,0.4554956555366516,2.1013336181640625,0.3975865712855165,0.4543731212232647,0.40135448415658176,0.3963322369968969,
amazon-ratings,ResNet,5,7,978,0.8531765341758728,0.45271924138069153,0.4572921693325043,1.9984750747680664,0.39310885318829436,0.4540986832197159,0.4022047039245035,0.3885510595354852,
amazon-ratings,ResNet,5,8,996,0.858157753944397,0.4592519998550415,0.4572921693325043,2.066162347793579,0.39391205742119073,0.45322177118954765,0.4019917617555821,0.39084806684472556,
amazon-ratings,ResNet,5,9,961,0.8301486372947693,0.4479829967021942,0.4625183641910553,1.9228299856185913,0.3926519325398512,0.4592648086643996,0.40030162264410907,0.3893740081795592,
amazon-ratings,GCN,1,0,986,0.632533073425293,0.46284499764442444,0.450106143951416,1.4295827150344849,0.3455203371116153,0.4331228459409303,0.4024524549949162,0.33661061980792545,
amazon-ratings,GCN,1,1,974,0.6962273120880127,0.47476726770401,0.46758124232292175,1.50187349319458,0.3870907798846327,0.4580746373207334,0.4225332889964696,0.3733625534738561,
amazon-ratings,GCN,1,2,1000,0.7085579037666321,0.47395068407058716,0.4656214118003845,1.5336999893188477,0.38977125872059437,0.45711006700471224,0.42601470141253495,0.37651962826039087,
amazon-ratings,GCN,1,3,941,0.6764657497406006,0.46333494782447815,0.4582720696926117,1.4890421628952026,0.3740005677719791,0.4473270557310791,0.4271638871243556,0.3602713293252162,
amazon-ratings,GCN,1,4,1000,0.7031683921813965,0.46970438957214355,0.47019433975219727,1.5479553937911987,0.37227216071688646,0.4577973024767711,0.4070542887486311,0.36160077742150054,
amazon-ratings,GCN,1,5,999,0.7178670763969421,0.4672546088695526,0.4631716310977936,1.5408287048339844,0.3767601739984256,0.453436397812422,0.412036710415566,0.3646730691090696,
amazon-ratings,GCN,1,6,985,0.6422505378723145,0.4561489522457123,0.45745548605918884,1.451025128364563,0.3502692836144089,0.43859581154196475,0.4035711092398381,0.34062548253673364,
amazon-ratings,GCN,1,7,995,0.6315531730651855,0.45680221915245056,0.44455331563949585,1.4437752962112427,0.34514365862520135,0.42812555653303436,0.39879106720261864,0.3336221906491859,
amazon-ratings,GCN,1,8,1000,0.6709945797920227,0.4554956555366516,0.4496161937713623,1.5044046640396118,0.35767425489513377,0.43500218354679887,0.41434194123695445,0.3448489718697069,
amazon-ratings,GCN,1,9,989,0.7297893166542053,0.47297075390815735,0.4646415114402771,1.5983017683029175,0.3837019734358096,0.45541830703612163,0.4134764330274052,0.3713268588563631,
amazon-ratings,GCN,2,0,982,0.7468560934066772,0.49322226643562317,0.49387553334236145,1.6085494756698608,0.43051211556550617,0.4873597887688207,0.4613519350873057,0.41718581955745854,
amazon-ratings,GCN,2,1,878,0.7272578477859497,0.49158909916877747,0.49648863077163696,1.5556560754776,0.4321552104599948,0.4908580269596641,0.45239753100361507,0.42087813453820644,
amazon-ratings,GCN,2,2,972,0.7369753122329712,0.4956720471382141,0.48848602175712585,1.6412988901138306,0.41932453413912435,0.4837982974087057,0.4358386660123502,0.41051536800067,
amazon-ratings,GCN,2,3,997,0.7287277579307556,0.5000816583633423,0.48195329308509827,1.6000057458877563,0.4116119556547505,0.4747116436962844,0.43432259296293163,0.4028896676260432,
amazon-ratings,GCN,2,4,944,0.7330557107925415,0.499428391456604,0.48848602175712585,1.62900972366333,0.40830555426435905,0.48164640692240135,0.4269656927560968,0.39986763537257586,
amazon-ratings,GCN,2,5,920,0.7208884358406067,0.5007349252700806,0.4945288300514221,1.5397512912750244,0.4225745635986346,0.486719550710939,0.4530236693991759,0.4085665154108392,
amazon-ratings,GCN,2,6,974,0.729136049747467,0.49338558316230774,0.4881593883037567,1.618545413017273,0.4167912976716983,0.48298800728219266,0.4299932226340425,0.4096977138837157,
amazon-ratings,GCN,2,7,872,0.7306875586509705,0.4902825355529785,0.4834231436252594,1.6160868406295776,0.41704591348189124,0.47827456675698954,0.43683609628917425,0.4055341788312507,
amazon-ratings,GCN,2,8,923,0.732565701007843,0.4974685609340668,0.4834231436252594,1.608964204788208,0.4147616480125616,0.4769791728656065,0.4378800190862327,0.40680473698868846,
amazon-ratings,GCN,2,9,969,0.7422831654548645,0.4920790493488312,0.4855462908744812,1.6398603916168213,0.4223687074499776,0.4808953616730104,0.4373949386375072,0.4138555976460985,
amazon-ratings,GCN,3,0,922,0.7199901938438416,0.4891393184661865,0.4785235822200775,1.7184770107269287,0.42110079057763317,0.47446599997809097,0.43298450073942113,0.4136930606916359,
amazon-ratings,GCN,3,1,798,0.6883880496025085,0.4904458522796631,0.4925689995288849,1.557287573814392,0.42499929630038596,0.48723989072929635,0.43868616412818906,0.418586507084032,
amazon-ratings,GCN,3,2,920,0.7205618023872375,0.4870161712169647,0.48309651017189026,1.7313647270202637,0.4145560574955088,0.47930944097854444,0.4232662208160011,0.4108868047099808,
amazon-ratings,GCN,3,3,1000,0.7337089776992798,0.49175241589546204,0.4796668291091919,1.7819207906723022,0.42216582202367386,0.47787736091576766,0.4260119867222117,0.41929683537725604,
amazon-ratings,GCN,3,4,999,0.7315858006477356,0.49534541368484497,0.48309651017189026,1.8301129341125488,0.41520216976967134,0.4814391284511142,0.4174413472627361,0.4147253121425051,
amazon-ratings,GCN,3,5,920,0.7205618023872375,0.5044912695884705,0.49648863077163696,1.7031934261322021,0.43270241877109417,0.49214437311018433,0.4478810153743412,0.4226399674488759,
