step,train_mean_member_bce,valid_pooled_hits50,valid_pooled_bce,train_seconds,validation_seconds,elapsed_seconds,selected_so_far
20,0.35983095318078995,0.028044071633047066,0.3915664553642273,0.2686783540993929,0.1156550906598568,6.811908287927508,1
40,0.18178192153573036,0.30803541708275084,0.3274294137954712,0.2692929655313492,0.11610844358801842,13.598244255408645,1
60,0.1216247733682394,0.3421210305572199,0.30963271856307983,0.2692091166973114,0.11469082161784172,20.388475216925144,1
80,0.0973396748304367,0.3980427401637707,0.3150084316730499,0.2692407239228487,0.11461260169744492,27.174016632139683,1
100,0.08231186307966709,0.4544970374808601,0.31807106733322144,0.26886988431215286,0.11422273144125938,33.94941190443933,1
120,0.07414027489721775,0.47595033619599225,0.32622861862182617,0.26875284500420094,0.11559170112013817,40.73007155954838,1
140,0.06656925566494465,0.491844750682378,0.32631316781044006,0.26888840459287167,0.11457928642630577,47.518697740510106,1
160,0.061034515500068665,0.5063244790626457,0.3420971632003784,0.26908595860004425,0.11414309963583946,54.31653571687639,1
180,0.0566047765314579,0.5162272818054724,0.3518752455711365,0.2687150910496712,0.11478070542216301,61.102833511307836,1
200,0.052492410875856876,0.5270288263098329,0.3510350286960602,0.2684564087539911,0.11488969065248966,67.89141255989671,1
220,0.048825785517692566,0.5276279874841888,0.3722498118877411,0.2692868746817112,0.1155648585408926,74.67052551358938,1
240,0.045486170798540115,0.5261966580121163,0.3779875338077545,0.2689934354275465,0.11467412672936916,81.45462862588465,0
260,0.044530002400279045,0.5338193196191998,0.38262271881103516,0.26935295574367046,0.11539319902658463,88.26593974046409,1
280,0.04266549460589886,0.5387291125757273,0.3787142038345337,0.26871257089078426,0.11521942541003227,95.06971198879182,1
300,0.04109215084463358,0.5437720524598895,0.40649473667144775,0.26921559125185013,0.11559497565031052,101.85988845489919,1
320,0.03906962554901838,0.5471839424805273,0.40411174297332764,0.26862311735749245,0.11499808542430401,108.65227635577321,1
340,0.03762109391391277,0.5481991878037414,0.4121273159980774,0.26927240565419197,0.1156631875783205,115.44558201543987,1
360,0.036387188360095024,0.5513281406031556,0.4209859371185303,0.2695305962115526,0.11447558924555779,122.25122190080583,1
380,0.03507446311414242,0.5421410025963651,0.4281056523323059,0.2696271762251854,0.11522986367344856,129.04840972088277,0
400,0.034221094101667404,0.5511284202117036,0.42862600088119507,0.26902821101248264,0.11463123001158237,135.84785246290267,0
