Loading data...

============================================================
tolokers GCN 1L h=256 lr=3e-05 split=0 (ensemble x4)
============================================================

  Training model seed 0 (seed=0)
Training for 5000 steps
  [mseed=0] Step    1 | loss 0.6944 | val_acc=0.6182 val_roc_auc=0.3189 val_loss=0.6718 val_metric_name=roc_auc val_metric=0.3189
  [mseed=0] Step   50 | loss 0.5389 | val_acc=0.7819 val_roc_auc=0.5516 val_loss=0.5229 val_metric_name=roc_auc val_metric=0.5516
  [mseed=0] Step  100 | loss 0.4952 | val_acc=0.7853 val_roc_auc=0.6833 val_loss=0.4901 val_metric_name=roc_auc val_metric=0.6833
  [mseed=0] Step  150 | loss 0.4796 | val_acc=0.7843 val_roc_auc=0.7134 val_loss=0.4818 val_metric_name=roc_auc val_metric=0.7134
  [mseed=0] Step  200 | loss 0.4735 | val_acc=0.7829 val_roc_auc=0.7302 val_loss=0.4758 val_metric_name=roc_auc val_metric=0.7302
  [mseed=0] Step  250 | loss 0.4664 | val_acc=0.7843 val_roc_auc=0.7394 val_loss=0.4705 val_metric_name=roc_auc val_metric=0.7394
  [mseed=0] Step  300 | loss 0.4616 | val_acc=0.7846 val_roc_auc=0.7444 val_loss=0.4668 val_metric_name=roc_auc val_metric=0.7444
  [mseed=0] Step  350 | loss 0.4576 | val_acc=0.7843 val_roc_auc=0.7478 val_loss=0.4633 val_metric_name=roc_auc val_metric=0.7478
  [mseed=0] Step  400 | loss 0.4551 | val_acc=0.7850 val_roc_auc=0.7503 val_loss=0.4606 val_metric_name=roc_auc val_metric=0.7503
  [mseed=0] Step  450 | loss 0.4543 | val_acc=0.7856 val_roc_auc=0.7526 val_loss=0.4582 val_metric_name=roc_auc val_metric=0.7526
  [mseed=0] Step  500 | loss 0.4484 | val_acc=0.7877 val_roc_auc=0.7548 val_loss=0.4556 val_metric_name=roc_auc val_metric=0.7548
  [mseed=0] Step  550 | loss 0.4486 | val_acc=0.7897 val_roc_auc=0.7568 val_loss=0.4533 val_metric_name=roc_auc val_metric=0.7568
  [mseed=0] Step  600 | loss 0.4454 | val_acc=0.7894 val_roc_auc=0.7589 val_loss=0.4509 val_metric_name=roc_auc val_metric=0.7589
  [mseed=0] Step  650 | loss 0.4414 | val_acc=0.7894 val_roc_auc=0.7609 val_loss=0.4484 val_metric_name=roc_auc val_metric=0.7609
  [mseed=0] Step  700 | loss 0.4405 | val_acc=0.7880 val_roc_auc=0.7631 val_loss=0.4459 val_metric_name=roc_auc val_metric=0.7631
  [mseed=0] Step  750 | loss 0.4372 | val_acc=0.7877 val_roc_auc=0.7652 val_loss=0.4433 val_metric_name=roc_auc val_metric=0.7652
  [mseed=0] Step  800 | loss 0.4358 | val_acc=0.7894 val_roc_auc=0.7672 val_loss=0.4417 val_metric_name=roc_auc val_metric=0.7672
